Eid,Abstract
2-s2.0-85021802005,"We determined the effect of short-chain galacto-oligosaccharides (scGOS), long-chain fructo-oligosaccharides (lcFOS) and Bifidobacterium breve M-16V on the gut microbiota of cesarean-born infants. Infants were randomized to receive a standard formula (control), the same with scGOS/lcFOS and B. breve M-16V (synbiotic), or with scGOS/lcFOS (prebiotic) from birth until week 16, 30 subjects born vaginally were included as a reference group. Synbiotic supplementation resulted in a higher bifidobacteria proportion from day 3/5 (P<0.0001) until week 8 (P=0.041), a reduction of Enterobacteriaceae from day 3/5 (P=0.002) till week 12 (P=0.016) compared to controls. This was accompanied with a lower fecal pH and higher acetate. In the synbiotic group, B. breve M-16V was detected 6 weeks postintervention in 38.7% of the infants. This synbiotic concept supported the early modulation of Bifidobacterium in C-section born infants that was associated with the emulation of the gut physiological environment observed in vaginally delivered infants. © Copyright2017 The Author(s). Published by Wolters Kluwer Health, Inc. on behalf of the European Society for Pediatric Gastroenterology, Hepatology, and Nutrition and the North American Society for Pediatric Gastroenterology, Hepatology, and Nutrition."
2-s2.0-85021930052,"We study holographic RG flow solutions within four-dimensional N= 4 gauged supergravity obtained from type IIA and IIB string theories compactified on T6/ Z2× Z2 orbifold with gauge, geometric and non-geometric fluxes. In type IIB non-geometric compactifications, the resulting gauged supergravity has ISO(3) × ISO(3) gauge group and admits an N= 4 AdS 4 vacuum dual to an N= 4 superconformal field theory (SCFT) in three dimensions. We study various supersymmetric RG flows from this N= 4 SCFT to N= 4 and N= 1 non-conformal field theories in the IR. The flows preserving N= 4 supersymmetry are driven by relevant operators of dimensions Δ = 1 , 2 or alternatively by one of these relevant operators, dual to the dilaton, and irrelevant operators of dimensions Δ = 4 while the N= 1 flows in addition involve marginal deformations. Most of the flows can be obtained analytically. We also give examples of supersymmetric Janus solutions preserving N= 4 and N= 1 supersymmetries. These solutions should describe two-dimensional conformal defects within the dual N= 4 SCFT. Geometric compactifications of type IIA theory give rise to N= 4 gauged supergravity with ISO(3) ⋉ U(1) 6 gauge group. In this case, the resulting gauged supergravity admits an N= 1 AdS 4 vacuum. We also numerically study possible N= 1 RG flows to non-conformal field theories in this case. © 2017, The Author(s)."
2-s2.0-85021419886,"House dust mite (HDM) protease allergens, through cleavages of critical surface proteins, drastically influence the initiation of the Th2 type immune responses. However, few human protein substrates for HDM proteases have been identified so far, mainly by applying time-consuming target-specific individual studies. Therefore, the identification of substrate repertoires for HDM proteases would represent an unprecedented key step toward a better understanding of the mechanism ofHDMallergic response. In this study, phage display screenings using totally or partially randomized nonameric peptide substrate libraries were performed to characterize the extended substrate specificities (P5–P4ʹ) of the HDM proteases Der p 1, Der p 3 and Der p 6. The bioinformatics interface PoPS (Prediction of Protease Specificity) was then applied to define the proteolytic specificity profile of each protease and to predict new protein substrates within the human cell surface proteome, with a special focus on immune receptors. Specificity profiling showed that the nature of residues in P1 but also downstream the cleavage sites (Pʹ positions) are important for effective cleavages by all three HDM proteases. Strikingly, Der p 1 and Der p 3 display partially overlapping specificities. Analysis with PoPS interface predicted 50 new targets for the HDM proteases, including 21 cell surface receptors whose extracellular domains are potentially cleaved by Der p 1, Der p 3 and/or Der p 6. Twelve protein substrate candidates were confirmed by phage ELISA (enzyme linked immunosorbent assay). This extensive study of the natural protein substrate specificities of the HDM protease allergens unveils new cell surface target receptors for a better understanding on the role of these proteases in the HDM allergic response and paves the way for the design of specific protease inhibitors for future anti-allergic treatments. © 2017 by the authors. Licensee MDPI, Basel, Switzerland."
2-s2.0-85020713627,"Aim: The aims of this study were: (i) to evaluate change of Overactive Bladder Symptom Scores (OABSS) from before to after solifenacin treatment; and (ii) to evaluate correlation between change of OABSS and 3-day micturition diary, International Prostate Symptom Score (IPSS), and Patient Perception of Bladder Condition (PPBC). Methods: Thirty-six women, aged > 18 years, diagnosed as having overactive bladder (OAB) at King Chulalongkorn Memorial Hospital, with the symptoms of urgency, frequency with or without urge incontinence for more than 3 months, and at least three episodes of urgency with or without incontinence during the last 3 days prior to the study, were recruited during January 2010–May 2011. All cases received solifenacin 5-mg treatment once a day and were asked to record a 3-day micturition diary and to complete the Thai version of the OABSS, IPSS, and PPBC questionnaires at weeks 0, 4, and 12 after treatment. Results: The OABSS, IPSS, and PPBC scores and all parameters of the 3-day micturition diary had changed significantly by weeks 4 and 12. The OABSS correlated significantly with IPSS score (r = 0.44), PPBC score (r = 0.39), and urgency episodes (r = 0.48). Conclusion: The OABSS had good responsiveness, similar to the other questionnaires (the IPSS and PPBC) and the 3-day micturition diary. The use of OABSS is recommended in OAB women for evaluation after anticholinergic drug treatment. © 2017 Japan Society of Obstetrics and Gynecology"
2-s2.0-85020642085,"Molecular markers that allow selection of juveniles and broodstock with a high growth performance are useful for the aquaculture industry. In this study, association between single nucleotide polymorphisms (SNPs) of the Activin type IIB receptor (LcActRIIB) and growth-related parameters of Asian seabass Lates calcarifer juveniles were examined by PCR-direct sequencing. Three SNPs (G>Ac.965+g.7, C>A>T c.965+g.33 and G>A c.965+g.189) generating seven composite SNP genotypes (diplotypes) were found in the LcActRIIB gene segment (398 bp). Among three identified SNPs, only a G>Ac.965+g.7 SNP showed significant association with growth traits (average body weight, total length, hepatic weight and hepatosomatic index) of examined fish (P < 0.01). Significant association between diplotypes and growth-related parameters were found. Juveniles exhibiting diplotypes I–V showed greater growth-related parameters than those exhibiting diplotypes VI (P < 0.001; N = 57). Simple methods for rapid genotyping of a G>Ac.965+g.7 SNP were successfully developed based on gel-based bi-allelic PCR amplification of specific alleles (Bi-PASA) and real-time PCR-based PASA analyses (N = 99). Identical genotypes were consistently obtained from different detection methods. © 2017, Japanese Society of Fisheries Science."
2-s2.0-85020389443,"Incorporating statistical multiple comparisons techniques with credit risk measurement, a new methodology is proposed to construct exact confidence sets and exact confidence bands for a beta distribution. This involves simultaneous inference on the two parameters of the beta distribution, based upon the inversion of Kolmogorov tests. Some monotonicity properties of the distribution function of the beta distribution are established which enable the derivation of an efficient algorithm for the implementation of the procedure. The methodology has important applications to financial risk management. Specifically, the analysis of loss given default (LGD) data are often modeled with a beta distribution. This new approach properly addresses model risk caused by inadequate sample sizes of LGD data, and can be used in conjunction with the standard recommendations provided by regulators to provide enhanced and more informative analyses. © 2017 Elsevier B.V."
2-s2.0-85020871557,"Terrestrial earthworms in the genera Amynthas Kinberg, 1867 and Metaphire Sims and Easton, 1972 are the most dominant and abundant earthworm species in Southeast Asia. However, the classification into species level of both genera is often confusing because of morphological similarities between species, a high level of morphological variability within species, and an absence of diagnostic characters in the juvenile stages. Therefore, similar morphological species can be erroneously lumped into a single species with several morphotypes or can be indicated as a species complex. In this study, we used a 658 bp DNA fragment of the mitochondrial cytochrome c oxidase subunit 1 gene for DNA barcoding for species identification and delimitation of terrestrial earthworms in the genera Amynthas and Metaphire collected primarily in Thailand, with additional samples from Laos and Malaysia. In total, 158 sequences from adult earthworms were investigated. Multiple DNA barcoding approaches revealed 77 candidate earthworm species (31 for Metaphire and 46 for Amynthas). Twenty-nine of these molecular operational taxonomic units, or species, corresponded with formerly described species, but the remaining were unknown species and probably new to science. The average K2P distance within species was 1%, whereas the average divergence between species was 20%, with a barcoding gap of around 5–13%, reflecting the obvious barcode gap in these animals. In addition, the possible cryptic speciation of Metaphire houlleti, Amynthas longiculicaulatus and Amynthas arenulus species complexes was supported. No morphological characters have yet been identified that can be used as diagnostic characters within these three species-complexes. © 2017"
2-s2.0-85019366307,"Amylomaltase catalyzes α-1,4 glucosyl transfer reaction to yield linear or cyclic oligosaccharide products. The aim of this work is to investigate functional roles of 410s loop unique to amylomaltase from Corynebacterium glutamicum (CgAM). Site-directed mutagenesis of Y418, the residue at the loop tip, was performed. Y418A/S/D/R/W/F - CgAMs were characterized and compared to the wild-type (WT). A significant decrease in starch transglucosylation, disproportionation and cyclization activities was observed. Specificity for G3 substrate in disproportionation reaction was not changed; however, Y418F showed an increase in preference for longer oligosaccharides G5 to G7. The catalytic efficiency of Y418 mutated CgAMs, except for Y418F, was significantly lower (up to 8- and 12- fold for the W and R mutants, respectively) than that of WT. The change was in the kcat, not the Km values which were around 16–20 mM. The profile of large-ring cyclodextrin (LR-CD) product was different; the principal product of Y418A/D/S was shifted to the larger size (CD36-CD40) while that of the WT and Y418F peaked at CD29-CD33. The product yield was reduced especially in W and R mutants. Hence Y418 in 410s loop of CgAM not only contributes to transglucosylation activities but also controls the amount and size of LR-CD products through the proposed hydrophobic stacking interaction and the suitable distance of loop channel for substrate entering. This is the first report to show the effect of the loop tip residue on LR-CD product formation. © 2017 Elsevier Inc."
2-s2.0-85019918519,"Background and Purpose: New effective recanalization therapies are currently available for acute ischemic stroke; yet a vast majority of stroke patients are left untreated. The lack of early recognition may be because often times, stroke patients present with atypical manifestations that resemble other conditions (which are referred to as ""stroke chameleons""). We set to study the proportion of patients with delayed stroke recognition in a single center. Methods: We performed a retrospective analysis of a prospectively collected data over a 9-year period. All adult patients discharged with the diagnosis of ischemic stroke or transient ischemic attack (TIA) were identified and traced for their diagnosis on admission. Those cases with a diagnosis other than ischemic stroke or TIA on admission were identified as possible stroke chameleons and categorized into different groups according to the occurrence of neurological or non-neurological manifestations at presentation. Results: Of 2,303 cases with discharge diagnosis of ischemic stroke or TIA, 919 (39.9%) were found to be possible stroke chameleons. More than half of these patients (58.4%) presented with neurological manifestations including disorders of the somatic sensation (33%), alteration of consciousness (30%), and disorders of speech/language (11%). The remaining possible stroke chameleons had manifestations pertaining to other organ systems such as cardiopulmonary, gastrointestinal, systemic infection, trauma, and thromboembolic events elsewhere. Conclusions: In our cohort, a surprisingly large percentage of possible stroke chameleons was observed. It is important to confirm our findings, study the impact on clinical outcome, and develop strategies for early stroke patient recognition. © 2017 S. Karger AG, Basel."
2-s2.0-85020079230,"Abstract: Nickel supported on silica fiber (Ni-SF) catalysts was successfully synthesized by sol–gel-assisted electrospinning of SFs followed by the conventional impregnation of the Ni salt and calcining. Their activity for the co-production of hydrogen (H2) and carbon nanotube-silica fiber (CNT-SF) composites in the ethanol steam reforming (ESR) process was investigated. The effects of the ESR reaction temperature, steam-to-carbon ratio (S/C), space–time (W/F), and Ni loading level on the reaction activity as well as H2 production and CNT-SF characteristics of the Ni-SF catalyst were investigated. The Ni-SF catalyst was highly effective at the simultaneous production of H2 and CNT. The optimized condition of the ESR in terms of the ethanol conversion and H2 yield was achieved at 600 °C, an S/C ratio of 9, and W/F of 18 gcat h mol−1 with a maximum H2 yield of 55%, while the best quality and quantity of the CNT (36%) formed along with a H2 yield of 29% was obtained at an Ni loading of 30 wt%, S/C ratio of 1, and W/F of 9 gcat h mol−1. The novel CNT-SF composite obtained from ESR exhibited a relatively high surface area and easy accessibility, making it a promising catalyst support for various processes. © 2017, Springer-Verlag Wien."
2-s2.0-85020298286,"Background: Gastric intestinal metaplasia (GIM) is the premalignant stage of gastric cancer; however, consensus on its management has not been established. Aim: To determine the risk factors for gastric cancer in a population of patients with GIM to guide the appropriate clinical recommendations in a low prevalence area for gastric cancer. Methods: This was a retrospective cohort study. Ninety-one patients with GIM diagnosed between 2004 and 2014 were recruited for surveillance EGD every 6-12 months until a diagnosis of gastric cancer or completion of the planned 5-year follow-up duration. Possible risk factors for gastric cancer were assessed. Results: At initial presentation, 81 of the 91 patients (89%) had complete GIM, whereas the remaining 11% had a study entry diagnosis of incomplete GIM. No cancer developed amongst patients with complete GIM. In contrast, five of the 10 patients exhibiting incomplete GIM (50%) progressed to high-grade dysplasia (n=2) or cancer (n=3). Male gender (P=.027), and incomplete GIM (P=.001) were associated with high-risk histology (dysplasia or cancer) by study end. A trend suggested a possible association with smoking (P=.08). Conclusion: Male patients and those with incomplete GIM are at greatest risk of developing dysplasia or early gastric cancer. Further studies in determining optimal surveillance intervals and impact on cancer incidence and mortality are still required. © 2017 John Wiley & Sons Ltd"
2-s2.0-85019662687,"Abstract: This study focused on the synthesis of hydrocarbon fuel containing a high iso-paraffin and very low oxygen content from palm oil using a mixed acid–base catalyst. The catalysts were characterized by nitrogen adsorption–desorption, X-ray diffraction, hydrogen-temperature programmed reduction, carbon dioxide- and ammonia-temperature programmed desorption as well as thermogravimetric analysis. Solid base (MgO, CaO, SiO2, and Na2SiO3) and solid acid (HY, H-beta, HZSM5, and Al2O3) catalysts were individually evaluated for their catalytic activity in a semi-batch reactor in terms of the deoxygenation level of palm oil product. The best acid and alkali catalyst were then selected for mixing at different weight ratios and re-tested for their tandem catalytic performance in terms of the deoxygenation activity. Finally, the reaction temperature (400–460 °C), pressure in a nitrogen or hydrogen gas atmosphere and residence time were optimized. The main components in the liquid product obtained were normal paraffins, iso-paraffins, olefins and aromatics. For the single base catalysts, a liquid yield of higher than 65 wt% was obtained at a 460 °C using MgO catalyst, which also realized an excellent oxygen removal through decarboxylation and decarbonylation. For the single acid catalysts, the zeolite beta catalysts reached a liquid yield of around 55 wt% with high iso-paraffin content. The optimal MgO:beta zeolite weight ratio for the acid–base hybrid catalyst was 3:1, which resulted in a low oxygen content in the products with a high iso-paraffin (35%) content. © 2017, Springer-Verlag Wien."
2-s2.0-85019121309,"In this work, methyl palmitate or palmitic acid methyl ester, a monoglyceride, was used as both a model solid fat below the melting point and as an oily soil above the melting point. An anionic extended surfactant [branched alcohol propoxylate sulfate sodium salt (C123-(PO)4-SO4Na)] was used to remove methyl palmitate from cotton and from polyester. Above the melting point (~30 °C) of methyl palmitate, the maximum oily soil removal was found to correspond to the lowest dynamic interfacial tension, as is common with liquid soils. Below the melting point, the lower the contact angle of the wash solution against the soil (indicating higher wettability), the higher the solid fat soil detergency. The removed methyl palmitate was found to be mostly in unsolubilized droplets or particles with a small fraction of micellar solubilization for both solid and liquid forms. The presence of surfactant can prevent the agglomeration of detached methyl palmitate particles in both liquid and solid forms, reducing redeposition and enhancing detergency. Below the melting point, the surfactant aids the solution wetting the surfaces, then penetrating the waxy solid, causing detachment as small particles, and dispersion of these particles. Unlike particulate soil detergency, electrostatic forces are not the dominant factor in fatty soil detergency. © 2017, AOCS."
2-s2.0-85018945638,"Introduction This study investigated the effects of acemannan, a polysaccharide from Aloe vera, on human deciduous pulp cells in vitro and the response after vital pulp therapy in dog deciduous teeth. Methods Human primary dental pulpal cells were treated with acemannan in vitro and evaluated for proliferation, alkaline phosphatase activity, type I collagen, bone morphogenetic protein (BMP-2), BMP-4, vascular endothelial growth factor, and dentin sialoprotein expression and mineralization. Osteogenesis-related gene expression was analyzed by complementary DNA microarray. Pulpal inflammation was induced in dog teeth for 14 days. The inflamed pulp was removed, retaining the healthy pulp. The teeth were randomly divided into 3 treatment groups: acemannan, mineral trioxide aggregate, and formocresol. Sixty days later, the teeth were extracted and evaluated histopathologically. Results Acemannan significantly increased pulp cell proliferation, alkaline phosphatase, type I collagen, BMP-2, BMP-4, vascular endothelial growth factor, and dentin sialoprotein expression and mineralization approximately 1.4-, 1.6-, 1.6-, 5.5-, 2.6-, 3.8-, 1.8-, and 4.8-fold, respectively, compared with control. In vivo, partial pulpotomy treatment using acemannan generated outcomes similar to mineral trioxide aggregate treatment, resulting in mineralized bridge formation with normal pulp tissue without inflammation or pulp necrosis. In contrast, the formocresol group demonstrated pulp inflammation without mineralized bridge formation. Conclusions Acemannan is biocompatible with the dental pulp. Furthermore, acemannan stimulated dentin regeneration in teeth with reversible pulpitis. © 2017 American Association of Endodontists"
2-s2.0-85020165972,"Purpose To quantify the severity of ocular pain in patients with dry eye disease (DED) and evaluate factors associated with pain severity. Design Cross-sectional study. Methods Eighty-four patients with DED were asked to score their severity level of ocular pain using a 10-point scale, with 10 indicating the most severe pain. All patients also had a comprehensive ophthalmic assessment including a detailed history, Ocular Surface Disease Index (OSDI) questionnaire, and ocular surface examination. Regression analysis was used to determine the factors associated with ocular pain severity. Results The mean OSDI score was 45.6 ± 23.1. At least some degree of ocular pain (score >1) was reported by 88.1% of patients, including mild pain (scores 2–4) in 46.4%, moderate pain (scores 5–7) in 34.5%, and severe pain (scores 8–10) in 7.1% of patients. Ocular pain levels significantly correlated with the OSDI score (rs = 0.49, P <.001). Regression analysis showed that the severity of ocular pain had a significant association with use of antidepressant medications (P =.045) but not with tear breakup time, corneal fluorescein staining, or ocular medications used by patients. In patients without pain, a significant correlation was seen between OSDI and corneal fluorescein staining scores (rs = 0.67, P =.01). However, such a correlation was not observed in those with ocular pain. Conclusions A majority of patients with DED report some degree of ocular pain, which correlates only moderately with the OSDI score. Severity of ocular pain correlates with nonocular comorbidities such as use of antidepressant medications rather than with clinical signs of DED. © 2017 Elsevier Inc."
2-s2.0-85018305585,"The present study reports outbreaks of tilapia lake virus (TiLV), an emerging pathogen causing syncytial hepatitis of tilapia (SHT), in farmed tilapia in Thailand. Occurrence of the virus was confirmed by RT-PCR and nucleotide sequence homology to the TiLV from Israel. Diseased fish exhibited typical histopathological features of syncytial giant cells in the liver examined through H&E and semi-thin sections. Presence of intracytoplasmic viral particles was revealed by TEM. In situ hybridization using a specific DIG-labeled probe derived from a partial genome segment 3 of TiLV genome revealed multiple tissues tropism of the virus including liver, kidney, brain, spleen, gills and connective tissue of muscle. An alternative semi-nested RT-PCR protocol has been developed in this study for disease diagnosis. Additionally, comparative genetic analysis revealed genetic variations of Thailand-originated virus to the Israel TiLV strains, sharing 96.28 to 97.52% nucleotide identity and 97.35 to 98.84% amino acid identity. Outbreaks of TiLV in different continents might signal a serious threat to tilapia aquaculture globally. © 2017 Elsevier B.V."
2-s2.0-85018853678,"In this paper, a finite-element-based computational method is proposed for time-dependent structural stability analysis of a concrete-filled steel tubular (CFST) arch with uncertain parameters. Specifically, the targeted uncertainty includes the mercurial effects of the creep and shrinkage of the concrete core, which inevitably affect the structural performance of the CFST arch. The structural stability of the composite arch is systematically investigated under the influence of uncertain creep and shrinkage in a time-dependent fashion. The proposed computational scheme efficiently establishes the quantitative long-term stability envelope for CFST arches against uncertain viscoelastic effects. In order to demonstrate the effectiveness and efficiency of the proposed time-dependent structural stability analysis for CFST arches, practically motivated numerical examples are thoroughly investigated throughout this work. © 2017 American Society of Civil Engineers."
2-s2.0-85017569167,"A series of novel boron-dipyrromethenes bearing β-benzo-fused rings, or benzo-BODIPYs, and phenyl, thienyl and bithiophenyl meso-substituents was synthesized, and investigated for their photophysical and electrochemical properties. Results from the UV–visible spectrophotometry revealed that the boron-complexation and the presence of the β-benzo-fused rings significantly increase absorptivity of the molecules in the longer wavelength region. Moreover, according to the observed electrochemical and photophyscial properties of these compounds, the extended conjugation system and the presence of thiophene-based meso-substituents in the target benzo-BODIPYs created great impact on the energy levels of the molecular frontier orbitals, resulting in narrowing of the energy gap of the materials. We have also demonstrated the use of density functional theory calculations to evaluate the performance of these compounds as dye sensitizers in solar cells. While all the molecules studied have their frontier orbitals aligned appropriately with respect to the band gap of TiO2, they are found to differ in their charge injection properties when anchored on TiO2, and even more markedly in electron-hole separation and change in dipole moment upon excitation. Upon combining these criteria using a simple model and the experimental results, the bithiophenyl-substituted benzo-BODIPY was suggested as the optimal candidate. © 2017 Elsevier Ltd"
2-s2.0-85017453495,"This research was aimed to study physico-chemical properties and antioxidant activities of foam-mat dried germinated rice bean (Vigna umbellata) hydrolysate. Germination led to an increase in released phenolic content and antioxidant activity (DPPH radical scavenging activity and FRAP) of rice bean hydrolysate. The hydrolysate obtained from germinated rice bean (GRB) and non-germinated rice beans (NGRBs) was foam-mat dried at 60 and 70 °C. Semi-theoretical and empirical model could suitably describe the drying characteristic of foamed bean hydrolysate. Total phenolic content and antioxidant activities of foam-mat dried samples decreased with increasing air-drying temperature (P ≤ 0.05). Gallic acid, catechol and epicatechin were major phenolic compounds in foam-mat dried samples prepared from both GRB and NGRB. The higher phenolic content and antioxidant activities were found in foam-mat dried hydrolysate of GRB. Electron spin resonance spectrometry revealed that foam-mat dried rice bean hydrolysate showed a strong ability to scavenge free radicals, especially carbon-centred radicals. © 2017 Institute of Food Science and Technology"
2-s2.0-85017371447,"Epitaxial lateral overgrowth (ELOG) of c-GaN films was attempted on the [110] mask-stripe-patterned GaAs (001) substrates by MOVPE. Growth features, crystal quality, and generation of hexagonal phase inclusion were investigated as a function of growth time as well as thickness. At a growth temperature of 900 °C and a fill factor of 0.8, smooth (111) sidewalls and (001) top surfaces continued for a longer growth time. This resulted in a large reduction of hexagonal phase inclusion, which was confirmed by X-ray reciprocal space mapping. To quantify the amount of hexagonal phase inclusion in the ELOG c-GaN films with large variation in thickness, the effects of GaN X-ray absorption and of the diffraction geometry were investigated. An amount of hexagonal phase inclusion as low as 3.1% was achieved at a growth time of 30 min (3.5 μm). The amount was found to decrease from 55.5 to 3.1% and 21.1%, when the film thickness increased from 1.4 to 3.5 μm and 12.0 μm, respectively. © 2017 WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim"
2-s2.0-85017130154,"Purpose: The purpose of this study was to investigate the association of genetic factors including variants in HLA-B and CYP2C genes and non-genetic factors with phenotype-specific phenytoin (PHT)-induced severe cutaneous adverse reactions (SCARs) in Thai patients. Methods: Thirty-six PHT-induced SCAR cases (15 Stevens-Johnson syndrome (SJS) and 21 drug rash with eosinophilia and systemic symptoms (DRESS)/drug hypersensitivity syndrome (DHS)) and 100 PHT-tolerant controls were studied. Variants in HLA-B, CYP2C9, and CYP2C19 genes were genotyped. Fisher’s exact test and multiple logistic regression analysis were performed to test the association of genetic and non-genetic factors with specific type of SCARs. Results: Multiple logistic regression models showed that genetic and non-genetic factors associated with PHT-induced SCARs were specified to its phenotype. HLA-B*13:01, HLA-B*56:02/04, CYP2C19*3, and omeprazole co-medication were strong risk factors of DRESS/DHS (adjusted OR = 13.29, p = 0.0001; adjusted OR = 56.23, p = 0.0007; adjusted OR = 6.75, p = 0.0414; and adjusted OR = 9.21, p = 0.0020, respectively). While CYP2C9*3 and having Chinese ancestry were significant risk factors of SJS (adjusted OR = 10.41, p = 0.0042 and adjusted OR = 5.40, p = 0.0097, respectively). Combined genetic and non-genetic risk factors optimized sensitivity and increased specificity for predicting PHT-induced SCARs. Conclusion: This study showed that distinct genetic markers were associated with phenotype-specific PHT-induced SCARs. Non-genetic factor, omeprazole co-medication, was strongly associated with PHT-induced DRESS/DHS in addition to variants in HLA-B and CYP2C genes. Combined markers may be better predictors for PHT-induced SCARs. © 2017, Springer-Verlag Berlin Heidelberg."
2-s2.0-85018591368,"Indoor climate control of thermal comfort for humans in a residential or commercial building is a major component of building energy management. The goal of optimal temperature and humidity control is to ensure indoor comfort with minimal energy consumption. Model-Based Predictive Control (MBPC) is considered to be one of the most suited solutions to achieve this goal due to its ability to use building dynamics, occupancy schedule, and weather conditions for optimal control. The development and verification of MBPC have been discussed in the Part I [1]. Here, to validate that MBPC achieves reduced energy consumption, while simultaneously satisfying comfort conditions, experiments are performed on a quarter scale shelter structure in a climate-controlled environmental chamber. The MBPC method is compared to three other control methods: conventional constant temperature setpoint control, scheduled control using a Honeywell smart thermostat, and scheduled control using Labview. Temperature variations and energy consumptions resulting from the four methods are analyzed. Compared to the three other methods, MBPC yields superior control performance with lowest energy consumption while still maintaining indoor thermal comfort. We also demonstrate that use of MBPC can reduce the number of sensors required for effective local control. © 2017 Elsevier B.V."
2-s2.0-85016508942,"Oxyresveratrol is a major active compound in the heartwood of Artocarpus lacucha. It plays an important role in anti-tyrosinase, antioxidant, anti-inflammatory, antiviral and neuroprotective properties. There are many A. lacucha commercial products available on the market for skin whitening and anti-aging effects. To evaluate the quality of raw material from the plant, a monoclonal antibody (MAb) against oxyresveratrol was generated in this study. The immunogen was prepared by the Mannich reaction for the conjugation of oxyresveratrol and cationized bovine serum albumin (cBSA). The conjugation of oxyresveratrol–cBSA at a ratio of 1:50 was used for the immunization. The novel MAb (E4) was specific to oxyresveratrol and resveratrol. An indirect competitive enzyme-linked immunosorbent assay (ELISA) using the MAb (E4) was developed for the determination of oxyresveratrol. The linear range for the measurement of oxyresveratrol was 63–500 ng/mL and the precision (% relative standard deviation) was found to be <10% with the percentages of recovery from 95.93−103.55%. According to the validation analysis, the established ELISA can be applied for the determination of oxyresvertrol in the heartwood of A. lacucha and samples of the traditional drug Puag-Haad. With reliability and high sensitivity, this assay can provide an alternative approach for the quantitative analysis of oxyresveratrol in A. lacucha samples. © 2017, The Japanese Society of Pharmacognosy and Springer Japan."
2-s2.0-85017442506,"We described qnrVC4 in S. Rissen 166ANSS50, a swine isolate, which was detected in the study on quinolone resistance mechanisms of nontyphoidal Salmonella in Thailand. The isolate was found to harbor a ̴17-kb non-conjugative plasmid carrying qnrVC4 within 8.91 kb of a novel In4-like class 1 integron (In805). It contained the multi-drug resistance gene cassettes of qnrVC4-qacH4-aacA4-cmlA7-blaOXA-10-aadA1-dfrA14 and unusual 3′-CS of mobC-IS6100. This 1014-bp qnrVC4 cassette included with promoter (PqnrVC4: –35 TTGAGA and −10 TAGTCT) showed high homology with qnrVC4 in superintegron of V. cholerae O1 El Tor. The qnrVC4 recombinant plasmid resulted in 4-, 8-, and 16-fold increase in the MICs of nalidixic acid (2–8 μg/mL), ciprofloxacin (0.015–0.125 μg/mL), and norfloxacin (0.03–0.5 μg/mL), respectively. In addition, the backbone plasmid revealed a novel replicon belonging to the MOBQ1 group from the broad-host-range mobilisable IncQ1 plasmid RFS1010 based on relaxase sequences. This is the first known report of qnrVC in Salmonella enterica. The qnrVC4 gene was co-transferred with other resistance genes via a novel plasmid-borne In805. This allowed the spread of this resistance gene to Enterobacteriaceae. © 2017 Elsevier Inc."
2-s2.0-85019219681,"Purpose To determine sensitivity and specificity of laser-scanning in vivo confocal microscopy (LS-IVCM) for detection of filamentous fungi in patients with microbial keratitis and to evaluate the effect of observer's imaging experience on these parameters. Design Retrospective reliability study. Methods This study included 21 patients with filamentous fungal keratitis and 24 patients with bacterial keratitis (as controls). The etiology of infection was confirmed based on the response to specific therapy regardless of culture results. All patients had undergone full-thickness corneal imaging by a LS-IVCM (Heidelberg Retina Tomograph 3 with Rostock Cornea Module; Heidelberg Engineering, Heidelberg, Germany). The images were evaluated for the presence of fungal filaments by 2 experienced observers and 2 inexperienced observers. All observers were masked to the clinical and microbiologic data. Results The mean number of images obtained per eye was 917 ± 353. The average sensitivity of LS-IVCM for detecting fungal filaments was 71.4% ± 0% for the experienced observers and 42.9% ± 6.7% for the inexperienced observers. The average specificity was 89.6% ± 3.0% and 87.5% ± 17.7% for these 2 groups of observers, respectively. Although there was a good agreement between the 2 experienced observers (κ = 0.77), the inexperienced observers showed only a moderate interobserver agreement (κ = 0.51). The LS-IVCM sensitivity was higher in patients with fungal infections who had positive culture or longer duration of the disease. Conclusions Although LS-IVCM has a high specificity for diagnosing filamentous fungal keratitis, its sensitivity is moderate and highly dependent on the level of the observer's experience and training with this imaging modality. © 2017 Elsevier Inc."
2-s2.0-85016183732,"The Lao population mostly relies on out-of-pocket expenditures for health care services. This study aims to determine the role of community-based health insurance in making health care services accessible and in preventing financial catastrophe resulting from personal payment for inpatient services. A cross-sectional study design was applied. Data collection involved 126 insured and 126 uninsured households in identical study sites. Two logistic regression models were used to predict and compare the probability of hospitalization and financial catastrophe that occurred in both insured and uninsured households within the previous year. The findings show that insurance status does not significantly improve accessibility and financial protection against catastrophic expenditure. The reason is relatively simple, as catastrophic health expenditure refers to a total out-of-pocket payment equal to or more than 40% of household income minus subsistence. When household income declines as a result of inability to work due to illness, the 40% threshold is quickly reached. Despite this, results suggest that insured households are not significantly better off under community-based health insurance. However, compared to uninsured households, insured households do have better accessibility and a lower probability of reaching the financial catastrophe threshold. © SAGE Publications."
