,Eid,Cite-By_Count,Title
15063,2-s2.0-85121425813,0,Radiation profile of 2.45 GHz bi-circular loop antenna using parabolic reflector made of frying pan (Wajanbolic)
15064,2-s2.0-85118549978,8,Determining the role of oxygen vacancies in palmitone selectivity and coke formation over acid metal oxide catalysts for the ketonization of methyl palmitate
15065,2-s2.0-85108504048,36,A durable rechargeable zinc-air battery via self-supported MnO<inf>x</inf>-S air electrode
15066,2-s2.0-85121831493,0,The divine ancestress in a matrilineal society: The imprints of khasi matriliny on the legend of ka pahsyntiew
15067,2-s2.0-85121764452,0,Responsiveness to incentives in organ donation decisions: A laboratory experiment
15068,2-s2.0-85119417845,5,Applied Artificial Neural Network for Hydrogen Sulfide Solubility in Natural Gas Purification
15069,2-s2.0-85119358476,5,Structure Elucidation Using Gas Chromatography-Infrared Spectroscopy/Mass Spectrometry Supported by Quantum Chemical IR Spectrum Simulations
15070,2-s2.0-85146322743,3,A Polystyrene Foam Factory Fire in a Bangkok Satellite City: Incident and Lessons Learned
15071,2-s2.0-85116555255,18,An origami paper-based peptide nucleic acid device coupled with label-free DNAzyme probe hybridization chain reaction for prostate cancer molecular screening test
15072,2-s2.0-85119959418,14,Charge neutral halogen bonding tetradentate-iodotriazole macrocycles capable of anion recognition and sensing in highly competitive aqueous media
15073,2-s2.0-85117091224,8,Advancing insights on β-cyclodextrin inclusion complexes with SSRIs through lens of X-ray diffraction and DFT calculation
15074,2-s2.0-85116933583,11,Effect of magnetic fields on the efficiency of the photocatalytic degradation of methylene blue in a dynamic fluid system
15075,2-s2.0-85113780836,4,Improved stability of zeolitic imidazolate framework-8 photocatalytic coating on polyurethane foam via polyelectrolyte multilayer surface modification
15076,2-s2.0-85109509562,14,Interactions between natural organic matter fractions and nanoscale zero-valent iron
15077,2-s2.0-85119979262,21,Superstring Loop Amplitudes from the Field Theory Limit
15078,2-s2.0-85121529735,3,On the Schwarzschild solution in TEGR
15079,2-s2.0-85120703625,6,Rate of Cornea Endothelial Cell Loss and Biomechanical Properties in Fuchs' Endothelial Corneal Dystrophy
15080,2-s2.0-85120582299,0,Quasinormal modes of perfect fluid spheres
15081,2-s2.0-85119047256,2,Evaluation of Silica-Based Nanofluid Foam in Waxy Oil Recovery and Its Role in Mitigation of Surfactant Loss
15082,2-s2.0-85120429590,0,Assessment of human impact on flooding for Thai East coast-gulf basin
15083,2-s2.0-85120426052,1,"A Flood Damage and Shelter Need Assessment: A Case Study of Mueang Sing Buri, Thailand"
15084,2-s2.0-85118677317,0,Ablation of Ventricular Arrhythmias Arising From the Pulmonary Artery
15085,2-s2.0-85137356863,6,Anatomical Study of the Dorsal Nasal Artery to Prevent Visual Complications during Dorsal Nasal Augmentation
15086,2-s2.0-85119324797,4,Preferential and persistent impact of acute HIV-1 infection on CD4+ iNKT cells in colonic mucosa
15087,2-s2.0-85117202833,17,Adsorption of hydrogen molecule on alkali metal-decorated hydrogen boride nanotubes: A DFT study
15088,2-s2.0-85116834453,9,Kinetic study of selected microorganisms and quality attributes during cold storage of mango and passion fruit smoothie subjected to dimethyl dicarbonate
15089,2-s2.0-85121575632,1,"Histological and ultrastructural characterization of the gonads of the grunting toadfish allenbatrachus grunniens (Linnaeus, 1758) from the pranburi river estuary, Thailand"
15090,2-s2.0-85119583662,1,Supersymmetric domain walls in maximal 6D gauged supergravity. II.
15091,2-s2.0-85116384943,108,Mechanical performance and optimization of high-volume fly ash concrete containing plastic wastes and graphene nanoplatelets using response surface methodology
15092,2-s2.0-85113696950,10,"Development of reactive iron-coated natural filter media for treating antibiotic residual in swine wastewater: Mechanisms, intermediates and toxicity"
15093,2-s2.0-85112160769,68,Pyrolysis of sewage sludge for sustainable biofuels and value-added biochar production
15094,2-s2.0-85111858963,4,Characterization of nilpotent Lie algebras of breadth 3 over finite fields of odd characteristic
15095,2-s2.0-85111340717,15,A biorefinery approach for high value-added bioproduct (astaxanthin) from alga Haematococcus sp. and residue pyrolysis for biochar synthesis and metallic iron production from hematite (Fe<inf>2</inf>O<inf>3</inf>)
15096,2-s2.0-85111263685,17,Variation of the mangrove sediment microbiomes and their phenanthrene biodegradation rates during the dry and wet seasons
15097,2-s2.0-85110307288,37,Performance of CaO catalyst prepared from magnetic-derived CaCO<inf>3</inf> for biodiesel production
15098,2-s2.0-85109880955,11,Resistome characterization of Flavobacterium columnare isolated from freshwater cultured Asian sea bass (Lates calcarifer) revealed diversity of quinolone resistance associated genes
15099,2-s2.0-85120458831,3,Study of signage design and information content for the Namtok Sai Khao National Park
15100,2-s2.0-85120443365,1,The emerging green destination: An empirical study of Phatthalung's value-based identity
15101,2-s2.0-85120752934,1,"The Feasibility of Ultrasonographic Diaphragmatic Excursion in Healthy Dogs: Effect of Positioning, Diaphragmatic Location, and Body Weight of Dogs"
15102,2-s2.0-85122909032,2,Accuracy of Smartphone Images of the Cervix After Acetic Acid Application for Diagnosing Cervical Intraepithelial Neoplasia Grade 2 or Greater in Women With Positive Cervical Screening: A Systematic Review and Meta-Analysis
15103,2-s2.0-85120405687,3,"Barrier Island Sediments Reveal Storm Surge and Fluvial Flood Events in the Past Centuries at Thua Thien Hue, Central Vietnam"
15104,2-s2.0-85117200005,18,Heparin-induced thrombocytopenia in patients with COVID-19: A systematic review and meta-analysis
15105,2-s2.0-85120423928,13,Comparison of drug release behavior of bacterial cellulose loaded with ibuprofen and propranolol hydrochloride
15106,2-s2.0-85116017216,12,Simultaneous production of hydrogen and carbon nanotubes from biogas: On the effect of Ce addition to CoMo/MgO catalyst
15107,2-s2.0-85118775819,7,Auricularia polytricha ethanol crude extract from sequential maceration induces lipid accumulation and inflammatory suppression in RAW264.7 macrophages
15108,2-s2.0-85118445156,29,A self-sacrifice template strategy to synthesize Co-LDH/MXene for lithium-ion batteries
15109,2-s2.0-85118435485,61,Machine learning and chemometrics for electrochemical sensors: Moving forward to the future of analytical chemistry
15110,2-s2.0-85115425381,184,Global perspective of familial hypercholesterolaemia: a cross-sectional study from the EAS Familial Hypercholesterolaemia Studies Collaboration (FHSC)
15111,2-s2.0-85119446476,13,Measurements of the Electroweak Diboson Production Cross Sections in Proton-Proton Collisions at s =5.02 TeV Using Leptonic Decays
15112,2-s2.0-85119428178,0,Short Practical Regimen of Acupuncture for Melasma: A Prospective Cohort Study in a Tertiary Hospital in Thailand
15113,2-s2.0-85118876497,7,Development of Eugenol-Embedded Calcium Citrate Nanoparticles as a Local Anesthetic Agent
15114,2-s2.0-85191883829,0,The 20th Anniversary of Dental Stem Cells
15115,2-s2.0-85147876059,3,Genetic diversity of blue-spotted mudskipper (Boleophthalmus boddarti) populations in Gulf of Thailand
15116,2-s2.0-85143272445,1,MHCVision: estimation of global and local false discovery rate for MHC class I peptide binding prediction
15117,2-s2.0-85132870983,14,"A Systematic Review and Meta-analysis of Randomized Controlled Trials of United States Food and Drug Administration-Approved, Home-use, Low-Level Light/Laser Therapy Devices for Pattern Hair Loss: Device Design and Technology"
15118,2-s2.0-85130630473,1,Effects of water temperature rise on energy budget allocation in Pacific white shrimp (Litopenaeus vannamei)
15119,2-s2.0-85130629474,0,Structural and morphological characterization of Thai monazite ore processing samples
15120,2-s2.0-85130597413,1,Identification of highly potent α-glucosidase inhibitors from Garcinia schomburgkiana and molecular docking studies
15121,2-s2.0-85130596018,1,Genetic variation of Boesenbergia rotunda (L.) Mansf. from Thailand based on essential oil compositions and internal transcribed spacer sequences
15122,2-s2.0-85125712161,0,"Predictors of the COVID-19 Social Distancing Practice among Undergraduate Health Students in Samarinda City, Indonesia: A Cross-Sectional Study"
15123,2-s2.0-85124908972,2,"Health Technology Assessment (HTA) evidence, regulatory classification and reimbursement of medicine: The case of glucosamine"
15124,2-s2.0-85124735983,0,DEVELOPMENT OF ELECTRONIC ITEM BANK FOR MEASURING THE LEARNING OUTCOMES OF STUDENTS IN UNDERGRADUATE EDUCATION PROGRAMS
15125,2-s2.0-85123277067,0,Manners as Cultural Capital in 1950s Thailand: A Study of Three Cultural Artefacts from the Writings of Santa T. Komolabutra
15126,2-s2.0-85122961576,1,Validation of a Thai version of the Hope Scale among patients with acute myocardial infarction
15127,2-s2.0-85122812690,16,Numerical simulations on potential application of ground source heat pumps with vertical ground heat exchangers in Bangkok and Hanoi
15128,2-s2.0-85122770600,3,Case Report: First Report of Disseminated Trachipleistophora hominis Infection in an AIDS Patient from Thailand
15129,2-s2.0-85122697213,13,Catalytic behavior of La<inf>2</inf>O<inf>3</inf>-promoted SO<inf>4</inf><sup>2−</sup> /ZrO<inf>2</inf> in the simultaneous esterification and transesterification of palm oil
15130,2-s2.0-85122694297,1,Proportion and Factors Associated with Anxiety in Women with Abnormal Cervical Cancer Screening at King Chulalongkorn Memorial Hospital
15131,2-s2.0-85122664003,7,A new tool for quality control to monitor contamination of six non-halal meats in food industry by multiplex high-resolution melting analysis (HRMA)
15132,2-s2.0-85122240611,5,"Phytochemical Composition, Antioxidant and Antityrosinase Activities, and Quantification of (+)-Dihydrokaempferol of Different Parts of Manilkara zapota"
15133,2-s2.0-85122110868,1,Glutathione Whitening Pills Induced Toxic Epidermal Necrolysis: An Unusual Case Confirmed by Enzyme-Linked Immunospot Assay and Liquid Chromatography-Mass Spectrometry
15134,2-s2.0-85121585004,0,Comparison of the effect of hot and thermo-neutral environments on fat oxidation during post-exercise recovery in exercise-trained obese women: A preliminary report
15135,2-s2.0-85121471017,10,"Novel clonality assays for T cell lymphoma in cats targeting the T cell receptor beta, T cell receptor delta, and T cell receptor gamma loci"
15136,2-s2.0-85121314677,49,Measurement of differential t t ¯ production cross sections in the full kinematic range using lepton+jets events from proton-proton collisions at s =13 TeV MEASUREMENT of DIFFERENTIAL ... A. TUMASYAN et al.
15137,2-s2.0-85121150916,2,Clinical manifestations of early childhood dengue virus infection in Thailand
15138,2-s2.0-85121014947,1,TRANSIENT PARADOXICAL WORSENING OF VISION DUE TO GRAVITATIONAL SHIFT OF SUBRETINAL FLUID AFTER PHOTODYNAMIC THERAPY FOR CENTRAL SEROUS CHORIORETINOPATHY
15139,2-s2.0-85121008658,0,Outcomes and Prognostic Factors in Patients with Malignant Peripheral Nerve Sheath Tumor
15140,2-s2.0-85120995424,10,Measurement of prompt open-charm production cross sections in proton-proton collisions at √s = 13 TeV
15141,2-s2.0-85120983651,9,"Critical care management of pulmonary arterial hypertension in pregnancy: The pre-, peri: The postpartum stages"
15142,2-s2.0-85120696092,0,Management of post cholecystectomy bile duct injury: Pertinent factors contributing to good surgical outcomes
15143,2-s2.0-85120676717,6,Surface proteomics and label-free quantification of leptospira interrogans serovar pomona
15144,2-s2.0-85120669643,0,Integrating telemedicine in assisting poison center service: Line application
15145,2-s2.0-85120651711,3,Thai physicians opinions about the use of home blood pressure monitoring
15146,2-s2.0-85120625176,0,The Use of SGLT2i and GLP-1 RA in patients with type 2 diabetes in thailand: Evidence review and recommendations
15147,2-s2.0-85120433552,13,Impact of vitamin d and calcium supplementation on bone mineral density and bone metabolism among thai adolescents with perinatally acquired human immunodeficiency virus (hiv) infection: A randomized clinical trial
15148,2-s2.0-85120420697,12,Genome-wide identification and expression profiling of durian CYPome related to fruit ripening
15149,2-s2.0-85120177857,4,Association of air pollution and meteorological variables with the two waves of COVID-19 pandemic in Delhi: A critical analysis
15150,2-s2.0-85120069769,0,Complete genome sequences of mycobacterium farcinogenes strains isolated from clinical specimens from patients in thailand
15151,2-s2.0-85120059914,2,Adaptability of siamese rosewood and teak seedlings to varying light conditions
15152,2-s2.0-85119995378,5,Experimental study on the out-of-plane behavior of brick masonry walls strengthened with mortar and wire mesh: A pioneer study
15153,2-s2.0-85119988759,90,Wormhole geometries in f(Q) gravity and the energy conditions
15154,2-s2.0-85119931272,8,"Alkyne-tagged apigenin, a chemical tool to navigate potential targets of flavonoid anti-dengue leads"
15155,2-s2.0-85119894636,84,Search for new particles in events with energetic jets and large missing transverse momentum in proton-proton collisions at √s = 13 TeV
15156,2-s2.0-85119610168,18,Multiple and high-risk clones of extended-spectrum cephalosporin-resistant and bla<inf>ndm-5</inf>-harbouring uropathogenic escherichia coli from cats and dogs in thailand
15157,2-s2.0-85119608697,4,Factors associated with unintentional weight loss among older adults in a geriatric outpatient clinic of university hospital
15158,2-s2.0-85119607780,13,Observation of tW production in the single-lepton channel in pp collisions at √s = 13 TeV
15159,2-s2.0-85119592349,3,"Associations between welding fume exposure and blood hemostatic parameters among workers exposed to welding fumes in confined space in Chonburi, Thailand"
15160,2-s2.0-85119590514,7,Sustainable fuel production from steam reforming of waste motor oil over olivine-supported Fe catalyst
15161,2-s2.0-85119581406,7,"Density, viscosity, physical CO<inf>2</inf> diffusivity, and CO<inf>2</inf> absorption capacity of novel blended N-methyl-4-piperidinol and piperazine solvent"
15162,2-s2.0-85119416871,28,Radioactivity control strategy for the JUNO detector
15163,2-s2.0-85119414361,9,The role of in vitro detection of drug-specific mediator-releasing cells to diagnose different phenotypes of severe cutaneous adverse reactions
15164,2-s2.0-85119411031,10,Whole genome sequencing and characteristics of Escherichia coli with coexistence of ESBL and mcr genes from pigs
15165,2-s2.0-85119383716,17,Leaky gut syndrome is associated with endotoxemia and serum (1→3)-β-d-glucan in severe dengue infection
15166,2-s2.0-85119375244,0,A modification of newton–raphson power flow for using in LV distribution system
15167,2-s2.0-85119360754,24,Search for a heavy Higgs boson decaying into two lighter Higgs bosons in the ττbb final state at 13 TeV
15168,2-s2.0-85119331893,9,"Catalytic performance of Co, Fe on MCM-41 synthesized from illite waste for gasification of torrefied cassava rhizome"
15169,2-s2.0-85119298877,31,Coherent detection-based photonic radar for autonomous vehicles under diverse weather conditions
15170,2-s2.0-85119236909,18,Nutritional assessment and support during continuous renal replacement therapy
15171,2-s2.0-85119184774,13,All-Inside Arthroscopic Anterior Cruciate Ligament Reconstruction and Internal Brace With Recycling Suture
15172,2-s2.0-85119173646,9,Quantum diffusion map for nonlinear dimensionality reduction
15173,2-s2.0-85119142918,3,"Supersymmetric AdS<inf>4</inf> black holes from matter-coupled N= 3 , 4 gauged supergravities"
15174,2-s2.0-85119086739,2,Emergence of Dirofilaria repens (Spirurida: Onchocercidae) in dogs in Eastern Thailand
15175,2-s2.0-85119086697,20,Aromatic and aliphatic production of catalytic pyrolysis of lignin using ZSM-5/Al-SBA-15 catalyst derived from high-calcium fly ash
15176,2-s2.0-85119051739,0,Standardized the natural gas data for Thailand's sustainable goal
15177,2-s2.0-85119043130,8,Selective aromatic production from fast pyrolysis of sugarcane bagasse lignin over ZSM-5 catalyst
15178,2-s2.0-85118973383,5,"Adaptation of a theory-based social networking and gamified app-based intervention to improve pre-exposure prophylaxis adherence among young men who have sex with men in bangkok, thailand: Qualitative study"
15179,2-s2.0-85118917558,24,Cardiac surgery associated aki prevention strategies and medical treatment for csa-aki
15180,2-s2.0-85118879472,17,"Effective connectivity between major nodes of the limbic system, salience and frontoparietal networks differentiates schizophrenia and mood disorders from healthy controls"
15181,2-s2.0-85118856336,24,The design and sensitivity of JUNO’s scintillator radiopurity pre-detector OSIRIS
15182,2-s2.0-85118848310,17,Repurposing of high-dose erythropoietin as a potential drug attenuates sepsis in preconditioning renal injury
15183,2-s2.0-85118812439,10,Earlier Detection of Glaucoma Progression Using High-Density 3-Dimensional Spectral-Domain OCT Optic Nerve Volume Scans
15184,2-s2.0-85118797403,36,Combined searches for the production of supersymmetric top quark partners in proton–proton collisions at √s=13Te
15185,2-s2.0-85118786481,3,Particle engineering of chitosan and kaolin composite as a novel tablet excipient by nanoparticles formation and co-processing
15186,2-s2.0-85118711037,20,Immersion vaccination by a biomimetic-mucoadhesive nanovaccine induces humoral immune response of red tilapia (Oreochromis sp.) against flavobacterium columnare challenge
15187,2-s2.0-85118639763,8,"New drug targets to prevent death due to stroke: A review based on results of protein-protein interaction network, enrichment, and annotation analyses"
15188,2-s2.0-85118587751,7,How do independent directors view generalist vs. specialist CEOs? Evidence from an exogenous regulatory shock
15189,2-s2.0-85118558833,6,Enhance text‐to‐text transfer transformer with generated questions for thai question answering
15190,2-s2.0-85118550675,9,Cytotoxic and anti-inflammatory activities of dihydroisocoumarin and xanthone derivatives from garcinia picrorhiza
15191,2-s2.0-85118538761,41,The impact of csr on sustainable innovation ambidexterity: The mediating role of sustainable supply chain management and second-order social capital
15192,2-s2.0-85118529443,14,Titania nanotube architectures synthesized on 3d-printed ti-6al-4v implant and assessing vancomycin release protocols
15193,2-s2.0-85118504456,14,"Yield, grain quality, and starch physicochemical properties of 2 elite thai rice cultivars grown under varying production systems and soil characteristics"
15194,2-s2.0-85118489005,3,Characterization of cryopreserved canine amniotic membrane
15195,2-s2.0-85118482871,37,"Wear resistance, color stability and displacement resistance of milled peek crowns compared to zirconia crowns under stimulated chewing and high-performance aging"
15196,2-s2.0-85118418553,12,Hydroquinone 5-o-cinnamoyl ester of renieramycin m suppresses lung cancer stem cells by targeting akt and destabilizes c-myc
15197,2-s2.0-85118405619,10,Establishment of human-induced pluripotent stem cell-derived neurons—a promising in vitro model for a molecular study of rabies virus and host interaction
15198,2-s2.0-85118402440,4,Pongol methyl ether inhibits akt and suppresses cancer stem cell phenotypes in lung cancer cells
15199,2-s2.0-85118398696,11,Hiv-1 protease and reverse transcriptase inhibitory activities of curcuma aeruginosa roxb. Rhizome extracts and the phytochemical profile analysis: In vitro and in silico screening
15200,2-s2.0-85118281590,0,Hand and feet swelling with indurated hypopigmented patches in the diaper area: Clue to diagnose Langerhans cell histiocytosis
15201,2-s2.0-85118228599,14,Novelties in fuscosporellaceae (Fuscosporellales): Two new parafuscosporella from thailand revealed by morphology and phylogenetic analyses
15202,2-s2.0-85118203587,1,K-zero-divisor and ideal-based k-zero-divisor hypergraphs of some commutative rings
15203,2-s2.0-85118195813,2,Industrial buyer innovation adoption model: A focus on a smartphone-based electrochemical analytical device for toxic heavy metal detection
15204,2-s2.0-85118127451,1,"Erratum: Suwattipong et al. Comparison of point-of-care testing and hospital-based methods in screening for potential type 2 diabetes mellitus and abnormal glucose regulation in a dental setting. (Int. j. environ. res. public health 2021, 18, 6459)"
15205,2-s2.0-85118126894,15,Monocyte-to-lymphocyte ratio as a predictor of TB among people living with HIV
15206,2-s2.0-85118096274,8,Preoperative angulation as a predictor for operations of Wassel type IV polydactyly
15207,2-s2.0-85117962706,24,Transition metal atom doped Ni<inf>3</inf>S<inf>2</inf> as efficient bifunctional electrocatalysts for overall water splitting: Design strategy from DFT studies
15208,2-s2.0-85117951808,14,Improved brønsted to lewis (B/L) ratio of co-and mo-impregnated ZSM-5 catalysts for palm oil conversion to hydrocarbon-rich biofuels
15209,2-s2.0-85117949364,39,A comprehensive review of hla and severe cutaneous adverse drug reactions: Implication for clinical pharmacogenomics and precision medicine
15210,2-s2.0-85117937470,22,First episode psychosis and schizophrenia are systemic neuro-immune disorders triggered by a biotic stimulus in individuals with reduced immune regulation and neuroprotection
15211,2-s2.0-85117890064,3,Pre-analytical modification of serum mirnas: Diagnostic reliability of serum mirnas in hemolytic diseases
15212,2-s2.0-85117824821,2,Improved mixed-integer linear programming model for short-term scheduling of the pressing process in multi-layer printed circuit board manufacturing
15213,2-s2.0-85117618193,9,Overexpression of lipa or glpd_rubisco in the synechocystis sp. Pcc 6803 mutant lacking the aas gene enhances free fatty-acid secretion and intracellular lipid accumulation
15214,2-s2.0-85117614518,19,Interference on cytosolic DNA activation attenuates sepsis severity: Experiments on cyclic GMP–AMP synthase (cGAS) deficient mice
15215,2-s2.0-85117595797,3,"Spatial variation of cladophora epiphytes in the Nan River, Thailand"
15216,2-s2.0-85117594332,11,Thunbergia laurifolia leaf extract inhibits glutamate-induced neurotoxicity and cell death through mitophagy signaling
15217,2-s2.0-85117418098,32,TiO<inf>2</inf>/MXene-PVA/GO hydrogel-based electrochemical sensor for neurological disorder screening via urinary norepinephrine detection
15218,2-s2.0-85117348761,3,"Correction to: Preparation and characterization of bio‑based green renewable composites from poly(lactic acid) reinforced with corn stover (Journal of Polymer Research, (2021), 28, 6, (199), 10.1007/s10965-021-02559-1)"
15219,2-s2.0-85117277025,25,Exploring the impact of flavonoids on symptoms of depression: A systematic review and meta-analysis
15220,2-s2.0-85117225287,20,Different responses of soil respiration to environmental factors across forest stages in a Southeast Asian forest
15221,2-s2.0-85116739754,9,Development of cellulose from recycled office waste paper-based composite as a platform for the colorimetric sensor in food spoilage indicator
15222,2-s2.0-85116712307,2,Immunogenicity of 2-dose pre-exposure rabies vaccine co-administered with quadrivalent influenza vaccine in children
15223,2-s2.0-85116391566,1,The role of once-weekly online hemodiafiltration with low protein diet for initiation of renal replacement therapy: A case series
15224,2-s2.0-85116363758,8,Antitubercular and antibacterial activities of isoxazolines derived from natural products: Isoxazolines as inhibitors of Mycobacterium tuberculosis InhA
15225,2-s2.0-85116102838,10,Optimization of elemental recovery from electronic wastes using a mild oxidizer
15226,2-s2.0-85116064565,6,"National culture and saving: How collectivism, uncertainty avoidance, and future orientation play roles"
15227,2-s2.0-85115839923,4,Facile preparation protocol of magnetic mesoporous carbon acid catalysts via soft-template self-assembly method and their applications in conversion of xylose into furfural
15228,2-s2.0-85115750146,8,Reduced ELANE and SLPI expression compromises dental pulp cell activity
15229,2-s2.0-85115726275,1,"The economic history of Thailand: Old debates, recent advances, and future prospects"
15230,2-s2.0-85115654873,11,Flexible cotton-AuNP thread electrode for non-enzymatic sensor of uric acid in urine
15231,2-s2.0-85115360121,5,Solution-mediated transformation of natural zeolite to ANA and CAN topological structures with altered active sites for ethanol conversion
15232,2-s2.0-85115333738,9,Dose calculation accuracy in particle therapy: Comparing carbon ions with protons
15233,2-s2.0-85115318095,5,Analysis of flocculation in a jet clarifier. Part 2 - Analysis of aggregate size distribution versus Camp number
15234,2-s2.0-85115271771,3,Incidence / predictors of pediatric obstructive sleep apnea with normal oximetry
15235,2-s2.0-85115202918,13,Overall survival with warfarin vs. low-molecular-weight heparin in cancer-associated thrombosis
15236,2-s2.0-85115198574,3,"Impact of COVID-19 on Patient Care, Training, and Research in Movement Disorders in MDS-AOS Region"
15237,2-s2.0-85115183222,1,Analysis of flocculation in a jet clarifier. Part 1 – Global and local hydrodynamic analysis
15238,2-s2.0-85115079568,0,Clinical and pathological attributes of hepatocellular carcinoma showing lack of restricted diffusion on magnetic resonance imaging
15239,2-s2.0-85115044869,2,A study of the tp53 germline mutation and clinicopathologic features in thai children with adrenocortical carcinoma
15240,2-s2.0-85114815229,28,Annealing dependent synthesis of cyto-compatible nano-silver/calcium hydroxyapatite composite for antimicrobial activities
15241,2-s2.0-85114720112,11,Molecular and functional insights into glutathione S-transferase genes associated with salt stress in Halothece sp. PCC7418
15242,2-s2.0-85114599856,2,Identification of in vivo expressed proteins in live attenuated lipopolysaccharide mutant that mediates heterologous protection against Leptospira spp
15243,2-s2.0-85114455772,7,"Enteritis associated with subclinical infection of Streptococcus iniae in juvenile Asian seabass Lates calcarifer (Bloch, 1790)"
15244,2-s2.0-85114360086,1,Clifford Algebra-Valued Segal–Bargmann Transform and Taylor Isomorphism
15245,2-s2.0-85114336090,1,"Streptomyces endocoffeicus sp. nov., an endophytic actinomycete isolated from Coffea arabica (L.)"
15246,2-s2.0-85114296950,7,Age defining immune effector cell associated neurotoxicity syndromes in aggressive large B cell lymphoma patients treated with axicabtagene ciloleucel
15247,2-s2.0-85114180072,31,Relationship between microstructure and performances of simultaneous biaxially stretched films based on thermoplastic starch and biodegradable polyesters
15248,2-s2.0-85114094922,9,Paper-based sensor from pyrrolidinyl peptide nucleic acid for the efficient detection of Bacillus cereus
15249,2-s2.0-85113903667,11,Molecular evidence for homologous strains of infectious spleen and kidney necrosis virus (ISKNV) genotype I infecting inland freshwater cultured Asian sea bass (Lates calcarifer) in Thailand
15250,2-s2.0-85113851209,17,"Linked color imaging, mucosal exposure device, their combination, and standard colonoscopy for adenoma detection: a randomized trial"
15251,2-s2.0-85113688115,17,Prevalence and Impact of Obesity on Disease-specific Outcomes in a Population-based Cohort of Patients with Ulcerative Colitis
15252,2-s2.0-85113505950,5,Modifications of the wetting characteristics of electrodeposited porous copper by controlling the plating parameters and storage conditions
15253,2-s2.0-85113344243,9,Production of bio-hydrogenated diesel from palm oil using Rh/HZSM-5 in a continuous mini fixed-bed reactor
15254,2-s2.0-85112848942,11,Statistical design of experiment-based formulation development and optimization of 3D printed oral controlled release drug delivery with multi target product profile
15255,2-s2.0-85112786189,2,Neglected Tropical Diseases and the Kidneys
15256,2-s2.0-85112747292,82,Characterization of Human Immunodeficiency Virus (HIV) Infection in Cisgender Men and Transgender Women Who Have Sex with Men Receiving Injectable Cabotegravir for HIV Prevention: HPTN 083
15257,2-s2.0-85112382227,27,"Development of an electrochemical sensor for nitric oxide based on carbon paste electrode modified with Nafion, gold nanoparticles and graphene nanoribbons"
15258,2-s2.0-85112059056,15,"Physical, mechanical and thermal properties of cross laminated timber made with coconut wood"
15259,2-s2.0-85111961682,24,Protection of electricity transmission infrastructure from sinkhole hazard based on electrical resistivity tomography
15260,2-s2.0-85111915578,260,Six modes of co-production for sustainability
15261,2-s2.0-85111821795,9,Photo-catalytic reforming of aqueous phase derived from hydrothermal liquefaction of Nostoc ellipsosporum for bio-hydrogen production
15262,2-s2.0-85111740976,13,Upsurge of human rhinovirus infection followed by a delayed seasonal respiratory syncytial virus infection in Thai children during the coronavirus pandemic
15263,2-s2.0-85111639690,17,Antibacterial and water-repellent cotton fabric coated with organosilane-modified cellulose nanofibers
15264,2-s2.0-85111613338,60,Identifying influencing groundwater parameter on human health associate with irrigation indices using the Automatic Linear Model (ALM) in a semi-arid region in India
15265,2-s2.0-85111557523,19,High-efficiency biodiesel production using rotating tube reactor: New insight of operating parameters on hydrodynamic regime and biodiesel yield
15266,2-s2.0-85111528199,21,An overview of the recent developments of microfluidic paper-based analytical devices for the detection of chromium species
15267,2-s2.0-85111252287,11,Patient dosimetry of <sup>177</sup>Lu-PSMA I&amp;T in metastatic prostate cancer treatment: the experience in Thailand
15268,2-s2.0-85111032154,113,Microalgae and ammonia: A review on inter-relationship
15269,2-s2.0-85111025847,16,"Increased nitro-oxidative toxicity in association with metabolic syndrome, atherogenicity and insulin resistance in patients with affective disorders"
15270,2-s2.0-85110962545,15,Microstructural and electrochemical supercapacitive properties of Cr-doped CuO thin films: Effect of substrate temperature
15271,2-s2.0-85110738803,148,Identification of differential RNA modifications from nanopore direct RNA sequencing with xPore
15272,2-s2.0-85110442048,223,Modulating Zn deposition via ceramic-cellulose separator with interfacial polarization effect for durable zinc anode
15273,2-s2.0-85110165880,12,The therapeutic effects of Bombyx mori sericin on rat skin psoriasis through modulated epidermal immunity and attenuated cell proliferation
15274,2-s2.0-85110130853,42,Transition metal single-atom anchored g-CN monolayer for constructing high-activity multifunctional electrocatalyst
15275,2-s2.0-85110043301,20,Hierarchical phase evolution in a lamellar Al<inf>0.7</inf>CoCrFeNi high entropy alloy involving competing metastable and stable phases
15276,2-s2.0-85109520633,27,A proof-of-concept study of maternal immune activation mediated induction of Toll-like receptor (TLR) and inflammasome pathways leading to neuroprogressive changes and schizophrenia-like behaviours in offspring
15277,2-s2.0-85109430548,24,Bus arrival time prediction and reliability analysis: An experimental comparison of functional data analysis and Bayesian support vector regression
15278,2-s2.0-85109307119,10,Ultrasound Liver Imaging Reporting and Data System (US LI-RADS) Visualization Score: a reliability analysis on inter-reader agreement
15279,2-s2.0-85109111521,21,Data-driven short-term natural gas demand forecasting with machine learning techniques
15280,2-s2.0-85109086144,12,Urea-extracted sericin is potentially better than kojic acid in the inhibition of melanogenesis through increased reactive oxygen species generation
15281,2-s2.0-85108309634,46,"Review on hydrothermal liquefaction aqueous phase as a valuable resource for biofuels, bio-hydrogen and valuable bio-chemicals recovery"
