Eid,Subtype,Publish_year,Publish_month
2-s2.0-85104976865,Article,2021,08
2-s2.0-85102374003,Article,2021,06
2-s2.0-85119043130,Article,2021,11
2-s2.0-85098964356,Article,2021,02
2-s2.0-85117380365,Article,2021,12
2-s2.0-85107395647,Article,2021,06
2-s2.0-85087803325,Article,2021,11
2-s2.0-85103998669,Article,2021,04
2-s2.0-85113759508,Article,2021,12
2-s2.0-85114310390,Article,2021,09
2-s2.0-85104504146,Article,2021,01
2-s2.0-85104092033,Article,2021,07
2-s2.0-85106005665,Article,2021,05
2-s2.0-85102913066,Article,2021,03
2-s2.0-85120033825,Article,2021,12
2-s2.0-85099019774,Article,2021,01
2-s2.0-85112410637,Article,2021,10
2-s2.0-85111004975,Article,2021,06
2-s2.0-85116511831,Article,2021,10
2-s2.0-85112379028,Article,2021,08
2-s2.0-85091317463,Article,2021,01
2-s2.0-85092072093,Article,2021,01
2-s2.0-85096655963,Article,2021,12
2-s2.0-85099496916,Article,2021,05
2-s2.0-85104571845,Article,2021,03
2-s2.0-85118933632,Article,2021,12
2-s2.0-85088512020,Review,2021,06
2-s2.0-85118281590,Letter,2021,11
2-s2.0-85097466604,Article,2021,04
2-s2.0-85111417550,Article,2021,08
2-s2.0-85115260064,Article,2021,09
2-s2.0-85147311712,Article,2021,07
2-s2.0-85114858121,Article,2021,09
2-s2.0-85102676932,Article,2021,02
2-s2.0-85109321071,Article,2021,12
2-s2.0-85099794003,Article,2021,04
2-s2.0-85108170324,Article,2021,06
2-s2.0-85111639690,Article,2021,11
2-s2.0-85101089940,Article,2021,02
2-s2.0-85111646753,Article,2021,08
2-s2.0-85099471621,Article,2021,01
2-s2.0-85158974768,Book Chapter,2021,01
2-s2.0-85080932055,Article,2021,04
2-s2.0-85120625176,Review,2021,11
2-s2.0-85108912593,Article,2021,05
2-s2.0-85101945598,Article,2021,03
2-s2.0-85122697213,Article,2021,11
2-s2.0-85122644604,Article,2021,12
2-s2.0-85104298674,Article,2021,05
2-s2.0-85121401822,Review,2021,12
2-s2.0-85112463913,Article,2021,08
2-s2.0-85103688027,Article,2021,07
2-s2.0-85066832483,Article,2021,10
2-s2.0-85112192845,Conference Paper,2021,06
2-s2.0-85095769286,Article,2021,01
2-s2.0-85096711692,Article,2021,02
2-s2.0-85099013653,Article,2021,09
2-s2.0-85109378313,Review,2021,08
2-s2.0-85096970279,Article,2021,04
2-s2.0-85117594332,Article,2021,11
2-s2.0-85092069792,Article,2021,06
2-s2.0-85119075025,Article,2021,12
2-s2.0-85110738803,Article,2021,11
2-s2.0-85108907598,Review,2021,06
2-s2.0-85110652181,Article,2021,12
2-s2.0-85098966628,Article,2021,02
2-s2.0-85115184658,Article,2021,09
2-s2.0-85121995988,Article,2021,07
2-s2.0-85107202550,Article,2021,05
2-s2.0-85120069769,Article,2021,11
2-s2.0-85089706815,Article,2021,04
2-s2.0-85106431016,Article,2021,10
2-s2.0-85142047508,Book Chapter,2021,01
2-s2.0-85099623310,Article,2021,01
2-s2.0-85112421933,Article,2021,08
2-s2.0-85096193259,Article,2021,02
2-s2.0-85096843014,Article,2021,01
2-s2.0-85099506548,Article,2021,10
2-s2.0-85101858388,Article,2021,07
2-s2.0-85103772946,Article,2021,05
2-s2.0-85123037611,Article,2021,12
2-s2.0-85102566846,Article,2021,03
2-s2.0-85117331393,Article,2021,12
2-s2.0-85097863732,Article,2021,02
2-s2.0-85119581406,Article,2021,11
2-s2.0-85101749368,Article,2021,06
2-s2.0-85106946364,Article,2021,08
2-s2.0-85117425880,Letter,2021,09
2-s2.0-85111908950,Article,2021,07
2-s2.0-85113808802,Article,2021,09
2-s2.0-85102755115,Article,2021,04
2-s2.0-85113192205,Article,2021,12
2-s2.0-85104582181,Article,2021,04
2-s2.0-85099185785,Article,2021,02
2-s2.0-85102755666,Article,2021,11
2-s2.0-85106607009,Article,2021,06
2-s2.0-85116025431,Editorial,2021,10
2-s2.0-85113861034,Article,2021,06
2-s2.0-85100798654,Conference Paper,2021,01
2-s2.0-85119422974,Article,2021,12
2-s2.0-85107791818,Conference Paper,2021,03
2-s2.0-85101809966,Article,2021,05
2-s2.0-85119324797,Article,2021,11
2-s2.0-85103543854,Article,2021,03
2-s2.0-85120317692,Article,2021,12
2-s2.0-85100499636,Article,2021,05
2-s2.0-85099353580,Article,2021,12
2-s2.0-85113939216,Article,2021,08
2-s2.0-85053164765,Article,2021,02
2-s2.0-85090715876,Article,2021,01
2-s2.0-85108020564,Article,2021,06
2-s2.0-85103534016,Article,2021,08
2-s2.0-85090734019,Article,2021,02
2-s2.0-85097463502,Article,2021,01
2-s2.0-85101769677,Article,2021,05
2-s2.0-85104985997,Article,2021,05
2-s2.0-85101471600,Article,2021,03
2-s2.0-85105744475,Article,2021,05
2-s2.0-85090113319,Article,2021,03
2-s2.0-85109208010,Article,2021,10
2-s2.0-85098775751,Article,2021,01
2-s2.0-85107552315,Article,2021,11
2-s2.0-85108064972,Article,2021,06
2-s2.0-85108953699,Article,2021,12
2-s2.0-85112382227,Article,2021,11
2-s2.0-85114739376,Article,2021,09
2-s2.0-85112082629,Article,2021,07
2-s2.0-85115753916,Article,2021,09
2-s2.0-85121853632,Article,2021,09
2-s2.0-85107090140,Review,2021,08
2-s2.0-85115198574,Letter,2021,11
2-s2.0-85106635656,Article,2021,05
2-s2.0-85118426594,Article,2021,12
2-s2.0-85102913182,Article,2021,03
2-s2.0-85121831493,Article,2021,11
2-s2.0-85096865617,Article,2021,05
2-s2.0-85120780884,Article,2021,12
2-s2.0-85132834443,Article,2021,08
2-s2.0-85105847423,Conference Paper,2021,01
2-s2.0-85108304534,Article,2021,06
2-s2.0-85096488085,Article,2021,01
2-s2.0-85097660990,Article,2021,01
2-s2.0-85102341344,Review,2021,03
2-s2.0-85106605975,Review,2021,05
2-s2.0-85111093960,Article,2021,07
2-s2.0-85111396560,Article,2021,09
2-s2.0-85111668751,Article,2021,12
2-s2.0-85103635068,Article,2021,04
2-s2.0-85118782467,Article,2021,10
2-s2.0-85100262712,Article,2021,02
2-s2.0-85104933566,Article,2021,06
2-s2.0-85116039601,Review,2021,12
2-s2.0-85102790524,Article,2021,06
2-s2.0-85118856336,Article,2021,11
2-s2.0-85096194498,Article,2021,06
2-s2.0-85104403800,Article,2021,08
2-s2.0-85105786597,Article,2021,09
2-s2.0-85089567000,Article,2021,01
2-s2.0-85102496935,Conference Paper,2021,01
2-s2.0-85107933699,Article,2021,03
2-s2.0-85090166915,Article,2021,05
2-s2.0-85103205561,Article,2021,03
2-s2.0-85110641059,Article,2021,05
2-s2.0-85103636568,Article,2021,03
2-s2.0-85100136030,Article,2021,01
2-s2.0-85115276465,Article,2021,10
2-s2.0-85163420457,Book Chapter,2021,01
2-s2.0-85106262574,Article,2021,06
2-s2.0-85118607886,Article,2021,10
2-s2.0-85114699125,Article,2021,12
2-s2.0-85112754391,Article,2021,12
2-s2.0-85112751314,Article,2021,09
2-s2.0-85164630875,Book Chapter,2021,07
2-s2.0-85110932762,Article,2021,07
2-s2.0-85106903663,Article,2021,09
2-s2.0-85097126519,Article,2021,08
2-s2.0-85099961792,Article,2021,06
2-s2.0-85118405619,Article,2021,11
2-s2.0-85116513528,Article,2021,12
2-s2.0-85118445156,Article,2021,11
2-s2.0-85100672093,Article,2021,03
2-s2.0-85122018071,Conference Paper,2021,12
2-s2.0-85102782053,Article,2021,05
2-s2.0-85113298411,Article,2021,08
2-s2.0-85092047282,Article,2021,01
2-s2.0-85096857157,Article,2021,07
2-s2.0-85091388207,Article,2021,02
2-s2.0-85098713016,Article,2021,01
2-s2.0-85103589240,Editorial,2021,03
2-s2.0-85106904408,Article,2021,05
2-s2.0-85112666953,Article,2021,07
2-s2.0-85114413448,Article,2021,09
2-s2.0-85100689966,Article,2021,04
2-s2.0-85108061095,Article,2021,12
2-s2.0-85107448052,Article,2021,06
2-s2.0-85103010246,Article,2021,02
2-s2.0-85108014599,Article,2021,11
2-s2.0-85118344161,Article,2021,12
2-s2.0-85112848846,Conference Paper,2021,05
2-s2.0-85117225287,Article,2021,11
2-s2.0-85108966493,Article,2021,08
2-s2.0-85118878093,Article,2021,09
2-s2.0-85114518560,Article,2021,08
2-s2.0-85107993843,Article,2021,07
2-s2.0-85113682872,Article,2021,10
2-s2.0-85101040199,Conference Paper,2021,01
2-s2.0-85099412413,Article,2021,12
2-s2.0-85121026052,Letter,2021,12
2-s2.0-85119583662,Article,2021,11
2-s2.0-85120713537,Article,2021,12
2-s2.0-85082091374,Article,2021,12
2-s2.0-85118233421,Article,2021,08
2-s2.0-85104950870,Article,2021,06
2-s2.0-85117104966,Article,2021,10
2-s2.0-85113292538,Article,2021,08
2-s2.0-85104716689,Article,2021,04
2-s2.0-85102270310,Article,2021,06
2-s2.0-85094843954,Article,2021,03
2-s2.0-85104447443,Article,2021,01
2-s2.0-85102307258,Review,2021,04
2-s2.0-85103919894,Article,2021,04
2-s2.0-85100070309,Article,2021,02
2-s2.0-85127568064,Article,2021,12
2-s2.0-85103357156,Article,2021,12
2-s2.0-85105551738,Article,2021,07
2-s2.0-85105702197,Article,2021,10
2-s2.0-85106366339,Article,2021,09
2-s2.0-85110454546,Article,2021,06
2-s2.0-85118178291,Article,2021,10
2-s2.0-85112493295,Article,2021,08
2-s2.0-85121467691,Article,2021,12
2-s2.0-85104046665,Article,2021,05
2-s2.0-85122961576,Article,2021,11
2-s2.0-85101740830,Article,2021,03
2-s2.0-85106144001,Article,2021,01
2-s2.0-85092039739,Article,2021,02
2-s2.0-85149866143,Book Chapter,2021,04
2-s2.0-85101398968,Article,2021,02
2-s2.0-85111252287,Article,2021,11
2-s2.0-85100023684,Article,2021,04
2-s2.0-85109092152,Review,2021,12
2-s2.0-85114791251,Article,2021,09
2-s2.0-85122202104,Article,2021,07
2-s2.0-85106882243,Article,2021,09
2-s2.0-85106993359,Erratum,2021,10
2-s2.0-85104265237,Article,2021,07
2-s2.0-85101870861,Article,2021,12
2-s2.0-85127615544,Article,2021,12
2-s2.0-85122110868,Article,2021,11
2-s2.0-85122868693,Article,2021,12
2-s2.0-85121834844,Review,2021,12
2-s2.0-85112784565,Article,2021,08
2-s2.0-85101145875,Article,2021,07
2-s2.0-85120379135,Article,2021,10
2-s2.0-85114008726,Conference Paper,2021,06
2-s2.0-85103756054,Article,2021,04
2-s2.0-85099365055,Article,2021,02
2-s2.0-85090194934,Article,2021,06
2-s2.0-85102247685,Article,2021,02
2-s2.0-85099643032,Editorial,2021,04
2-s2.0-85102321936,Article,2021,02
2-s2.0-85121645016,Article,2021,12
2-s2.0-85100395554,Article,2021,12
2-s2.0-85111926634,Article,2021,10
2-s2.0-85109258796,Article,2021,07
2-s2.0-85114453441,Article,2021,08
2-s2.0-85115932238,Article,2021,10
2-s2.0-85116634308,Article,2021,10
2-s2.0-85113202877,Book Chapter,2021,06
2-s2.0-85114114285,Article,2021,08
2-s2.0-85099865216,Article,2021,05
2-s2.0-85120435017,Article,2021,12
2-s2.0-85103348664,Article,2021,03
2-s2.0-85120429590,Conference Paper,2021,11
2-s2.0-85104846756,Article,2021,01
2-s2.0-85092615807,Article,2021,03
2-s2.0-85106906843,Article,2021,04
2-s2.0-85101363349,Article,2021,11
2-s2.0-85099729412,Article,2021,02
2-s2.0-85113143796,Article,2021,12
2-s2.0-85102963820,Article,2021,04
2-s2.0-85113603041,Article,2021,09
2-s2.0-85111053852,Article,2021,07
2-s2.0-85092577382,Article,2021,03
2-s2.0-85106607224,Conference Paper,2021,04
2-s2.0-85099773858,Article,2021,02
2-s2.0-85100549043,Article,2021,11
2-s2.0-85102993037,Letter,2021,04
2-s2.0-85113139186,Review,2021,12
2-s2.0-85113664036,Editorial,2021,09
2-s2.0-85111788066,Conference Paper,2021,07
2-s2.0-85122021738,Article,2021,12
2-s2.0-85100395875,Article,2021,12
2-s2.0-85111780579,Article,2021,10
2-s2.0-85109143672,Article,2021,07
2-s2.0-85114451476,Article,2021,08
2-s2.0-85115931043,Article,2021,10
2-s2.0-85116661131,Article,2021,10
2-s2.0-85107395405,Article,2021,06
2-s2.0-85114162630,Article,2021,08
2-s2.0-85120385721,Article,2021,12
2-s2.0-85100103990,Article,2021,05
2-s2.0-85120426052,Conference Paper,2021,11
2-s2.0-85103407779,Article,2021,03
2-s2.0-85103915116,Article,2021,04
2-s2.0-85099478407,Article,2021,02
2-s2.0-85088877305,Article,2021,06
2-s2.0-85093920034,Article,2021,02
2-s2.0-85099516363,Article,2021,04
2-s2.0-85102216889,Article,2021,02
2-s2.0-85106888680,Article,2021,09
2-s2.0-85107147292,Article,2021,10
2-s2.0-85104367853,Review,2021,07
2-s2.0-85101818270,Article,2021,12
2-s2.0-85127606194,Article,2021,12
2-s2.0-85122240611,Article,2021,11
2-s2.0-85122912032,Article,2021,12
2-s2.0-85121860893,Letter,2021,12
2-s2.0-85112776897,Article,2021,08
2-s2.0-85100334914,Article,2021,07
2-s2.0-85120085411,Article,2021,10
2-s2.0-85114001060,Conference Paper,2021,06
2-s2.0-85105937158,Article,2021,01
2-s2.0-85097353855,Article,2021,02
2-s2.0-85104294046,Article,2021,04
2-s2.0-85111528199,Review,2021,11
2-s2.0-85101388455,Article,2021,02
2-s2.0-85109167299,Article,2021,12
2-s2.0-85099969396,Review,2021,04
2-s2.0-85114788897,Article,2021,09
2-s2.0-85122200220,Editorial,2021,07
2-s2.0-85127564485,Article,2021,12
2-s2.0-85103347890,Article,2021,12
2-s2.0-85105575798,Article,2021,07
2-s2.0-85105727574,Article,2021,10
2-s2.0-85106416009,Article,2021,09
2-s2.0-85110434979,Article,2021,06
2-s2.0-85094806194,Article,2021,01
2-s2.0-85118156781,Article,2021,10
2-s2.0-85112473812,Review,2021,08
2-s2.0-85103994221,Note,2021,05
2-s2.0-85121506619,Article,2021,12
2-s2.0-85101721543,Article,2021,03
2-s2.0-85123277067,Article,2021,11
2-s2.0-85104668817,Article,2021,04
2-s2.0-85102273015,Article,2021,06
2-s2.0-85094574793,Article,2021,03
2-s2.0-85104423102,Article,2021,01
2-s2.0-85102472837,Article,2021,04
2-s2.0-85103919943,Article,2021,04
2-s2.0-85100121260,Article,2021,02
2-s2.0-85114512893,Article,2021,08
2-s2.0-85107908291,Article,2021,07
2-s2.0-85099723203,Article,2021,01
2-s2.0-85113327047,Article,2021,10
2-s2.0-85099434606,Article,2021,12
2-s2.0-85122004343,Article,2021,12
2-s2.0-85116384943,Article,2021,11
2-s2.0-85120697870,Letter,2021,12
2-s2.0-85070678740,Article,2021,12
2-s2.0-85119587568,Article,2021,08
2-s2.0-85108405736,Article,2021,06
2-s2.0-85117114706,Article,2021,10
2-s2.0-85113169753,Article,2021,08
2-s2.0-85112541641,Review,2021,07
2-s2.0-85114390460,Article,2021,09
2-s2.0-85108097463,Article,2021,12
2-s2.0-85100689421,Review,2021,04
2-s2.0-85107496309,Article,2021,06
2-s2.0-85108253213,Article,2021,11
2-s2.0-85102809898,Article,2021,02
2-s2.0-85118338201,Article,2021,12
2-s2.0-85112848005,Conference Paper,2021,05
2-s2.0-85116739754,Article,2021,11
2-s2.0-85109076739,Article,2021,08
2-s2.0-85119005351,Article,2021,09
2-s2.0-85100583757,Article,2021,03
2-s2.0-85118775819,Article,2021,11
2-s2.0-85102606651,Article,2021,05
2-s2.0-85122027613,Article,2021,12
2-s2.0-85112803963,Article,2021,08
2-s2.0-85096676820,Article,2021,07
2-s2.0-85092145584,Article,2021,01
2-s2.0-85091932962,Review,2021,02
2-s2.0-85098712246,Article,2021,01
2-s2.0-85102860113,Article,2021,03
2-s2.0-85107018523,Article,2021,05
2-s2.0-85106143441,Article,2021,06
2-s2.0-85116945019,Review,2021,10
2-s2.0-85114606216,Data Paper,2021,12
2-s2.0-85112702734,Article,2021,12
2-s2.0-85112850482,Article,2021,09
2-s2.0-85110340043,Article,2021,07
2-s2.0-85109161096,Article,2021,07
2-s2.0-85106449329,Article,2021,09
2-s2.0-85096469631,Article,2021,08
2-s2.0-85099963988,Article,2021,06
2-s2.0-85118418553,Article,2021,11
2-s2.0-85116523791,Article,2021,12
2-s2.0-85089557672,Note,2021,01
2-s2.0-85102487819,Conference Paper,2021,01
2-s2.0-85107941851,Article,2021,03
2-s2.0-85092629623,Article,2021,05
2-s2.0-85103276881,Article,2021,03
2-s2.0-85110512136,Article,2021,05
2-s2.0-85103106387,Article,2021,03
2-s2.0-85100146230,Article,2021,01
2-s2.0-85163563529,Book Chapter,2021,01
2-s2.0-85115178428,Article,2021,10
2-s2.0-85116790280,Book,2021,07
2-s2.0-85111526956,Article,2021,09
2-s2.0-85103648979,Article,2021,04
2-s2.0-85111522417,Editorial,2021,12
2-s2.0-85100314635,Article,2021,02
2-s2.0-85118763731,Article,2021,10
2-s2.0-85104929970,Letter,2021,06
2-s2.0-85116304285,Article,2021,12
2-s2.0-85102889891,Article,2021,06
2-s2.0-85118879472,Article,2021,11
2-s2.0-85096454585,Article,2021,06
2-s2.0-85104352777,Article,2021,08
2-s2.0-85104530796,Review,2021,09
2-s2.0-85121764452,Article,2021,11
2-s2.0-85102964831,Review,2021,03
2-s2.0-85120745504,Review,2021,12
2-s2.0-85097097330,Article,2021,05
2-s2.0-85111664273,Article,2021,08
2-s2.0-85105844271,Conference Paper,2021,01
2-s2.0-85087144401,Article,2021,01
2-s2.0-85109063643,Article,2021,06
2-s2.0-85096526495,Article,2021,01
2-s2.0-85099607204,Article,2021,01
2-s2.0-85100062743,Article,2021,01
2-s2.0-85101721613,Article,2021,03
2-s2.0-85106405426,Article,2021,05
2-s2.0-85107561210,Article,2021,11
2-s2.0-85108066905,Article,2021,06
2-s2.0-85108991319,Article,2021,12
2-s2.0-85112747292,Article,2021,11
2-s2.0-85114704749,Article,2021,09
2-s2.0-85112068548,Article,2021,07
2-s2.0-85115644892,Article,2021,09
2-s2.0-85122007380,Article,2021,09
2-s2.0-85107121937,Review,2021,08
2-s2.0-85115183222,Article,2021,11
2-s2.0-85106158612,Article,2021,05
2-s2.0-85118417584,Article,2021,12
2-s2.0-85090778052,Article,2021,02
2-s2.0-85094557506,Review,2021,01
2-s2.0-85097504178,Article,2021,01
2-s2.0-85101766158,Article,2021,05
2-s2.0-85104796460,Note,2021,05
2-s2.0-85101321784,Article,2021,03
2-s2.0-85105763292,Article,2021,05
2-s2.0-85100420157,Article,2021,03
2-s2.0-85109340687,Article,2021,10
2-s2.0-85131283230,Book Chapter,2021,01
2-s2.0-85116017261,Article,2021,10
2-s2.0-85113784835,Article,2021,06
2-s2.0-85099607493,Article,2021,01
2-s2.0-85119444392,Review,2021,12
2-s2.0-85107759717,Conference Paper,2021,03
2-s2.0-85101527631,Article,2021,05
2-s2.0-85103724021,Article,2021,03
2-s2.0-85117202833,Article,2021,11
2-s2.0-85100662359,Article,2021,05
2-s2.0-85120078668,Article,2021,12
2-s2.0-85099262876,Article,2021,12
2-s2.0-85114045577,Article,2021,08
2-s2.0-85047411226,Article,2021,02
2-s2.0-85108728340,Conference Paper,2021,06
2-s2.0-85090556532,Article,2021,01
2-s2.0-85104116144,Article,2021,08
2-s2.0-85117337744,Article,2021,12
2-s2.0-85097776756,Article,2021,02
2-s2.0-85119590514,Article,2021,11
2-s2.0-85101805060,Article,2021,06
2-s2.0-85106913520,Article,2021,08
2-s2.0-85116877238,Conference Paper,2021,09
2-s2.0-85114139078,Article,2021,07
2-s2.0-85113954109,Article,2021,09
2-s2.0-85113190413,Article,2021,12
2-s2.0-85102793406,Article,2021,04
2-s2.0-85104596135,Erratum,2021,04
2-s2.0-85101614504,Article,2021,11
2-s2.0-85099214634,Article,2021,02
2-s2.0-85106474060,Letter,2021,06
2-s2.0-85107319439,Article,2021,05
2-s2.0-85120059914,Article,2021,11
2-s2.0-85089990352,Article,2021,04
2-s2.0-85106517480,Article,2021,10
2-s2.0-85099585783,Article,2021,01
2-s2.0-85112436515,Article,2021,08
2-s2.0-85096236510,Article,2021,02
2-s2.0-85096849850,Article,2021,01
2-s2.0-85086655049,Article,2021,10
2-s2.0-85101605965,Article,2021,07
2-s2.0-85103429511,Editorial,2021,05
2-s2.0-85123037733,Article,2021,12
2-s2.0-85102547261,Review,2021,03
2-s2.0-85108784665,Article,2021,09
2-s2.0-85109387587,Article,2021,08
2-s2.0-85097287016,Article,2021,04
2-s2.0-85117418098,Article,2021,11
2-s2.0-85092010262,Article,2021,06
2-s2.0-85119019075,Article,2021,12
2-s2.0-85110962545,Article,2021,11
2-s2.0-85109000124,Article,2021,06
2-s2.0-85110676741,Article,2021,12
2-s2.0-85098239456,Article,2021,02
2-s2.0-85115131379,Article,2021,09
2-s2.0-85117856777,Article,2021,07
2-s2.0-85122649971,Review,2021,01
2-s2.0-85111667758,Article,2021,08
2-s2.0-85099471196,Article,2021,01
2-s2.0-85151706145,Book Chapter,2021,01
2-s2.0-85088937081,Article,2021,04
2-s2.0-85120433552,Article,2021,11
2-s2.0-85108980621,Article,2021,05
2-s2.0-85122726044,Article,2021,11
2-s2.0-85101934660,Review,2021,03
2-s2.0-85122644794,Article,2021,12
2-s2.0-85121425183,Article,2021,12
2-s2.0-85104267216,Article,2021,05
2-s2.0-85112459628,Article,2021,08
2-s2.0-85103612612,Erratum,2021,07
2-s2.0-85064014286,Article,2021,10
2-s2.0-85112192187,Conference Paper,2021,06
2-s2.0-85096917768,Article,2021,02
2-s2.0-85118876411,Article,2021,12
2-s2.0-85086565553,Article,2021,06
2-s2.0-85118228599,Article,2021,11
2-s2.0-85097598013,Article,2021,04
2-s2.0-85111464436,Article,2021,08
2-s2.0-85115859842,Article,2021,09
2-s2.0-85101193439,Article,2021,01
2-s2.0-85129248316,Article,2021,07
2-s2.0-85114839993,Article,2021,09
2-s2.0-85102602767,Article,2021,02
2-s2.0-85099737610,Article,2021,04
2-s2.0-85109399110,Article,2021,12
2-s2.0-85108248392,Article,2021,06
2-s2.0-85101086043,Article,2021,02
2-s2.0-85111740976,Article,2021,11
2-s2.0-85101360717,Article,2021,05
2-s2.0-85103137055,Article,2021,03
2-s2.0-85120075965,Article,2021,12
2-s2.0-85112408796,Article,2021,10
2-s2.0-85099204303,Article,2021,01
2-s2.0-85109856951,Article,2021,06
2-s2.0-85116482306,Article,2021,10
2-s2.0-85113154479,Article,2021,08
2-s2.0-85089473404,Article,2021,01
2-s2.0-85092287616,Review,2021,12
2-s2.0-85099511569,Article,2021,05
2-s2.0-85104572026,Article,2021,03
2-s2.0-85116399426,Article,2021,09
2-s2.0-85104936864,Review,2021,08
2-s2.0-85102433281,Article,2021,06
2-s2.0-85119051739,Article,2021,11
2-s2.0-85098737785,Article,2021,02
2-s2.0-85117383239,Article,2021,12
2-s2.0-85107233320,Article,2021,06
2-s2.0-85124045489,Article,2021,10
2-s2.0-85104047148,Article,2021,04
2-s2.0-85113725980,Article,2021,12
2-s2.0-85114333700,Note,2021,09
2-s2.0-85105806003,Article,2021,07
2-s2.0-85091918478,Review,2021,01
2-s2.0-85097763567,Article,2021,07
2-s2.0-85120893623,Article,2021,10
2-s2.0-85097388941,Article,2021,01
2-s2.0-85113352937,Article,2021,08
2-s2.0-85122148948,Article,2021,12
2-s2.0-85102346200,Article,2021,05
2-s2.0-85105531302,Article,2021,05
2-s2.0-85120405687,Article,2021,11
2-s2.0-85100344144,Article,2021,03
2-s2.0-85118353021,Review,2021,12
2-s2.0-85099252342,Article,2021,03
2-s2.0-85105426931,Review,2021,12
2-s2.0-85107522003,Article,2021,07
2-s2.0-85109176284,Article,2021,10
2-s2.0-85108327397,Article,2021,09
2-s2.0-85103105366,Article,2021,02
2-s2.0-85107928247,Article,2021,11
2-s2.0-85101115866,Article,2021,04
2-s2.0-85107841229,Article,2021,12
2-s2.0-85107177477,Article,2021,05
2-s2.0-85114720112,Article,2021,11
2-s2.0-85114362418,Article,2021,09
2-s2.0-85112115583,Article,2021,07
2-s2.0-85115398449,Article,2021,09
2-s2.0-85111071269,Article,2021,07
2-s2.0-85106010950,Article,2021,12
2-s2.0-85095848278,Article,2021,02
2-s2.0-85107531465,Conference Paper,2021,04
2-s2.0-85116555255,Article,2021,11
2-s2.0-85121303516,Article,2021,12
2-s2.0-85109216038,Article,2021,03
2-s2.0-85111157189,Article,2021,08
2-s2.0-85135028695,Article,2021,06
2-s2.0-85117905367,Article,2021,10
2-s2.0-85084854142,Article,2021,01
2-s2.0-85094204393,Article,2021,01
2-s2.0-85097875278,Article,2021,09
2-s2.0-85109489753,Article,2021,07
2-s2.0-85115411013,Article,2021,10
2-s2.0-85160503585,Book Chapter,2021,01
2-s2.0-85135193559,Article,2021,04
2-s2.0-85100539026,Article,2021,12
2-s2.0-85121871153,Article,2021,12
2-s2.0-85111558326,Article,2021,07
2-s2.0-85103512795,Article,2021,04
2-s2.0-85114939364,Article,2021,12
2-s2.0-85100908967,Article,2021,02
2-s2.0-85109070453,Article,2021,04
2-s2.0-85104296115,Article,2021,06
2-s2.0-85118265948,Article,2021,10
2-s2.0-85099055227,Article,2021,06
2-s2.0-85097939549,Article,2021,03
2-s2.0-85111067157,Article,2021,09
2-s2.0-85117255295,Article,2021,10
2-s2.0-85109682906,Article,2021,06
2-s2.0-85085084310,Article,2021,01
2-s2.0-85112707137,Article,2021,08
2-s2.0-85106694931,Article,2021,03
2-s2.0-85096636119,Article,2021,05
2-s2.0-85120952576,Article,2021,12
2-s2.0-85102651847,Article,2021,03
2-s2.0-85121425813,Conference Paper,2021,11
2-s2.0-85123372703,Article,2021,12
2-s2.0-85101764277,Article,2021,12
2-s2.0-85103966045,Article,2021,04
2-s2.0-85114793916,Article,2021,10
2-s2.0-85110504195,Article,2021,07
2-s2.0-85096339594,Article,2021,09
2-s2.0-85097719516,Article,2021,01
2-s2.0-85116601164,Article,2021,10
2-s2.0-85100501287,Article,2021,02
2-s2.0-85114167023,Article,2021,12
2-s2.0-85110986382,Article,2021,12
2-s2.0-85103776818,Article,2021,04
2-s2.0-85111251072,Article,2021,09
2-s2.0-85089101240,Article,2021,08
2-s2.0-85109214079,Article,2021,07
2-s2.0-85109821464,Article,2021,09
2-s2.0-85097780104,Article,2021,03
2-s2.0-85108195876,Article,2021,10
2-s2.0-85103277516,Article,2021,06
2-s2.0-85102068309,Article,2021,04
2-s2.0-85119428178,Article,2021,11
2-s2.0-85105176929,Article,2021,05
2-s2.0-85122385084,Article,2021,12
2-s2.0-85113771656,Article,2021,08
2-s2.0-85127621775,Book Chapter,2021,01
2-s2.0-85097721823,Article,2021,01
2-s2.0-85109408418,Article,2021,10
2-s2.0-85087510948,Article,2021,07
2-s2.0-85109113129,Article,2021,09
2-s2.0-85129794271,Book Chapter,2021,01
2-s2.0-85110587843,Article,2021,10
2-s2.0-85105919031,Article,2021,07
2-s2.0-85103422885,Erratum,2021,12
2-s2.0-85100161431,Article,2021,03
2-s2.0-85117968061,Article,2021,12
2-s2.0-85115903185,Article,2021,09
2-s2.0-85113505950,Article,2021,11
2-s2.0-85112795152,Conference Paper,2021,05
2-s2.0-85100496981,Article,2021,04
2-s2.0-85153474519,Article,2021,02
2-s2.0-85100379017,Article,2021,04
2-s2.0-85096192443,Article,2021,02
2-s2.0-85112861733,Conference Paper,2021,05
2-s2.0-85107571560,Article,2021,12
2-s2.0-85107384471,Article,2021,01
2-s2.0-85111050451,Article,2021,07
2-s2.0-85090443867,Article,2021,01
2-s2.0-85085060527,Article,2021,02
2-s2.0-85116615472,Article,2021,10
2-s2.0-85104635961,Article,2021,08
2-s2.0-85103415633,Article,2021,03
2-s2.0-85100293014,Article,2021,05
2-s2.0-85099395375,Article,2021,12
2-s2.0-85119469727,Article,2021,12
2-s2.0-85107731824,Conference Paper,2021,03
2-s2.0-85100905078,Article,2021,05
2-s2.0-85116029330,Article,2021,06
2-s2.0-85116014957,Article,2021,10
