_id,funding_agency_name,Country
67529b00f70a6504336c08ab,Lunit USA Inc.,United States
67529b01f70a6504336c08ac,Menarini,Italy
67529b01f70a6504336c08ad,Phosplatin Therapeutics,United States
67529b02f70a6504336c08ae,Roche Ltd.,Switzerland
67529b03f70a6504336c08af,"Roche Ltd., Merck, Sharp & Dohme",Switzerland
67529b04f70a6504336c08b0,SFJ Pharmaceuticals,None
67529b04f70a6504336c08b1,SFJ Pharmaceuticals Ltd.,United Kingdom
67529b05f70a6504336c08b2,Sanomics Ltd.,United Kingdom
67529b05f70a6504336c08b3,"Seattle Genetics, Foundation Medicine, and Takeda",United States
67529b06f70a6504336c08b4,Shanghai BeBirds Translation & Consulting Co. Ltd.,None
67529b06f70a6504336c08b5,Department of Medical Service,Thailand
67529b07f70a6504336c08b6,Mettapracharak Hospital,Thailand
67529b07f70a6504336c08b7,Chulalongkorn University and Health Systems Research Institute,Thailand
67529b08f70a6504336c08b8,Chulalongkorn University Health Systems Research Institute,Thailand
67529b08f70a6504336c08b9,C2F Fund,None
67529b09f70a6504336c08ba,Ministry of Science and Higher Education,Poland
67529b0af70a6504336c08bb,"Chalong Latex Industry Co., Ltd.",None
67529b0af70a6504336c08bc,Graduate School of Prince of Songkla University,Thailand
67529b0bf70a6504336c08bd,Interdisciplinary Graduate School of Energy Systems,None
67529b0bf70a6504336c08be,National Rubber Innovation Research Institute,China
67529b0cf70a6504336c08bf,Panel Plus Co. Ltd.,None
67529b0cf70a6504336c08c0,AMON,None
67529b0df70a6504336c08c1,Bundesmi-nisterium für Bildung und Forschung,Germany
67529b0ef70a6504336c08c2,Consejo Nacional de Ciencia y Tecnolo-gía,Mexico
67529b0ef70a6504336c08c3,Denmark— Villum Fonden,Denmark
67529b0ff70a6504336c08c4,Extreme Science and Engineering Discovery Environment,United States
67529b0ff70a6504336c08c5,HAWC,None
67529b10f70a6504336c08c6,IceCube,None
67529b10f70a6504336c08c7,Institute for Gravitation,None
67529b11f70a6504336c08c8,US Department of Energy National Energy Research Scientific Computing Center,United States
67529b11f70a6504336c08c9,US National Science Foundation Physics Division,United States
67529b12f70a6504336c08ca,"University of Wisconsin–Madison, Open Science Grid",United States
67529b12f70a6504336c08cb,XSEDE,United States
67529b13f70a6504336c08cc,National Key R@D Program of China,China
67529b16f70a6504336c08cd,Advisory Board member for Abbvie,United States
67529b16f70a6504336c08ce,Meda Pharma S.p.A.,Italy
67529b17f70a6504336c08cf,"Robolingo Co., Ltd.",None
67529b18f70a6504336c08d0,Technology and Innovation-Based Enterprise Development Fund,None
67529b18f70a6504336c08d1,International Tsunami Museum in Thailand,Thailand
67529b19f70a6504336c08d2,Radchadepisek Sompoch Endowment Fund,Thailand
67529b1af70a6504336c08d3,Ministry of Science and Technology Funding information,None
67529b1af70a6504336c08d4,Department of Food Science,None
67529b1bf70a6504336c08d5,TESA,None
67529b1bf70a6504336c08d6,USDA NIFA National Needs,United States
67529b1cf70a6504336c08d7,University of Massachusetts Agricultural Experiment Station,United States
67529b20f70a6504336c08d8,Department of Educational Technology and Communications,None
67529b21f70a6504336c08d9,Educational Invention and Innovation Research Unit,None
67529b21f70a6504336c08da,Silicon Craft Technology Co. Ltd,None
67529b22f70a6504336c08db,Chulalongkorn University and Energy Conservation Promotion Fund,Thailand
67529b22f70a6504336c08dc,Kumatomo University,Japan
67529b23f70a6504336c08dd,"Baiya Phytopharm Co., Ltd.",China
67529b24f70a6504336c08de,Program Management Unit for Human Resources and Institutional Development Research and Innovation-CU,None
67529b24f70a6504336c08df,Discretionary Funds of the President of Akita University,Japan
67529b25f70a6504336c08e0,Japan Mining Promotive Foundation,Japan
67529b26f70a6504336c08e1,NRF-NEP,None
67529b26f70a6504336c08e2,NRF‐NEP,India
67529b27f70a6504336c08e3,Society of Resource Geology and University of Johannesburg,South Africa
67529b27f70a6504336c08e4,"Centre of Excellence on Biodiversity, Chulalongkorn University",Thailand
67529b28f70a6504336c08e5,NBA/NRL/MV,None
67529b28f70a6504336c08e6,National Brain Appeal Organisation,United Kingdom
67529b29f70a6504336c08e7,Queen’s University,Canada
67529b2af70a6504336c08e8,MJIIT-UTM,Malaysia
67529b2af70a6504336c08e9,Thailand Science Research and Innovation Fund Chulalongkorn University,Thailand
67529b2bf70a6504336c08ea,Natural Products for Neuroprotection and Anti-ageing Research Unit,None
67529b2cf70a6504336c08eb,Binatang Research Centre,None
67529b2cf70a6504336c08ec,Michael Sharkey,None
67529b2df70a6504336c08ed,PAPIIT‐DGAPA‐UNAM,Mexico
67529b2ef70a6504336c08ee,Nanocatalysis and Molecular Simulation Research Group,None
67529b2ef70a6504336c08ef,Thailand Science and Research Innovation Fund and King Mongkut’s Institute of Technology Ladkrabang Fund,Thailand
67529b2ff70a6504336c08f0,Texas Medical Center Digestive Disease Center,United States
67529b2ff70a6504336c08f1,National Innovation Association,None
67529b30f70a6504336c08f2,International University of Health and Welfare,Japan
67529b30f70a6504336c08f3,Prasert Prasarttong-Osoth Research Foundation,Thailand
67529b31f70a6504336c08f4,Yoshitaka Hirooka,None
67529b31f70a6504336c08f5,NPRCT‑CU,Thailand
67529b32f70a6504336c08f6,Cooperative Research Project of the Research Center for Biomedical Engineering,None
67529b33f70a6504336c08f7,Gastrointestinal Experimental Model Systems,None
67529b33f70a6504336c08f8,Global Probiotic Council,None
67529b34f70a6504336c08f9,National Institutes of Health National Institute of Allergy and Infectious Diseases,United States
67529b34f70a6504336c08fa,Charles University Research Centre UNCE,Czech Republic
67529b35f70a6504336c08fb,China General Nuclear Power Group,China
67529b35f70a6504336c08fc,China Light and Power Company,China
67529b36f70a6504336c08fd,Joint Institute of Nuclear Research in Dubna,Russia
67529b36f70a6504336c08fe,MOE in Taiwan,Taiwan
67529b38f70a6504336c08ff,"Ministry of Education, Youth, and Sports in Czech Republic",Czech Republic
67529b38f70a6504336c0900,National Commission of Scientific and Technological Research,Chile
67529b39f70a6504336c0901,Research Grants Council of the Hong Kong Special Administrative Region of China,China
67529b39f70a6504336c0902,Shenzhen municipal government,China
67529b3af70a6504336c0903,Suranaree University of Technology in Thailand,Thailand
67529b3bf70a6504336c0904,Tsung-Dao Lee Institute of Shanghai Jiao Tong University in China,China
67529b3bf70a6504336c0905,Yellow River Engineering Consulting Co. Ltd.,China
67529b3cf70a6504336c0906,"Yellow River Engineering Consulting Co., Ltd.",China
67529b3cf70a6504336c0907,Princess Sirindhorn Craniofacial Center,Thailand
67529b3df70a6504336c0908,D. Whitaker of Newcastle University,United Kingdom
67529b3df70a6504336c0909,"National Science, Research and Innovation Fund",None
67529b3ef70a6504336c090a,"Cherlermphrakiat Grant, Faculty of Medicine Siriraj Hospital",Thailand
67529b3ef70a6504336c090b,National Science Fund for Distinguished Young Scholars for Hebei Province of China,China
67529b3ff70a6504336c090c,Office of National Higher Education Science Research and Innovation Policy Council,Thailand
67529b40f70a6504336c090d,"Trade, Development and the Environment Hub project",None
67529b40f70a6504336c090e,Yunnan Fundamental Research Projects,China
67529b41f70a6504336c090f,Bangchak Initiative Innovation Center at Bangchak Corporation Public Company Limited,Thailand
67529b41f70a6504336c0910,ASEAN Countries,None
67529b42f70a6504336c0911,"CEVA Animal Health Thailand Co., Ltd.",Thailand
67529b42f70a6504336c0912,Rachadaphiseksompot Fund,Thailand
67529b43f70a6504336c0913,"Ministry of Health, Thailand",Thailand
67529b43f70a6504336c0914,Ministry of Pu?lic Health,None
67529b44f70a6504336c0915,Accelerating Higher Education Expansion and Development and Development Oriented Research programs of the World Bank,United States
67529b44f70a6504336c0916,Alexander von Humboldt Foundation of Germany,Germany
67529b45f70a6504336c0917,American and Swiss National Science Foundations,"United States, Switzerland"
67529b45f70a6504336c0918,Attraction and Insertion of Advanced Human Capital Program of the National Commission for Scientific and Technological Research of Chile,Chile
67529b46f70a6504336c0919,Geological Survey Land Resources Research and Development,India
67529b46f70a6504336c091a,National Environment Research Council of the United Kingdom,The United Kingdom
67529b47f70a6504336c091b,Universidad Javeriana,Colombia
67529b48f70a6504336c091c,Chulalongkorn University Animal Care,Thailand
67529b48f70a6504336c091d,"Faculty of Education, Chulalongkorn University",Thailand
67529b49f70a6504336c091e,Department of Entomology,United States
67529b49f70a6504336c091f,US Army Medical Directorate,United States
67529b4af70a6504336c0920,US Army Medical Directorate-Armed Forces Research Institute of Medical Sciences,Thailand
67529b4af70a6504336c0921,National Institutes for the Humanities,None
67529b4bf70a6504336c0922,"Graduate School, State Key Laboratory of Estuarine and Coastal Research",None
67529b4cf70a6504336c0923,Ramkhamhaeng University,Thailand
67529b4cf70a6504336c0924,Her Royal Highness Maha Chakri Sirindhorn,None
67529b4df70a6504336c0925,Faculty of Engineering Research Fund,None
67529b4df70a6504336c0926,Opening Project of Key Laboratories of Fine Chemicals and Surfactants in Sichuan Provincial Universities,China
67529b4ff70a6504336c0927,Kinji Ohno and Akio Masuda,None
67529b4ff70a6504336c0928,BioMedica Nutraceuticals,None
67529b50f70a6504336c0929,Cooperative Research Centre,Australia
67529b50f70a6504336c092a,NutritionCare,None
67529b54f70a6504336c092b,Trisno Family Gift,United States
67529b55f70a6504336c092c,Centre for Social and Sustainable Innovation,None
67529b56f70a6504336c092d,Emilia Cederberg,None
67529b56f70a6504336c092e,Gustavson School of Business,Canada
67529b57f70a6504336c092f,Newmont Goldcorp Inc.,United States
67529b58f70a6504336c0930,Stockholm School of Economics,Sweden
67529b58f70a6504336c0931,CNRS-IN2P3,France
67529b59f70a6504336c0932,Institute for Global Environmental Strategies,Japan
67529b59f70a6504336c0933,Centus Biotherapeutics,None
67529b5af70a6504336c0934,China Outstanding Engineer Training Plan for Students of Chemical Engineering and Technology in Hunan University,China
67529b5bf70a6504336c0935,Hunan Key R & D Program Project,China
67529b5bf70a6504336c0936,NSFC-Nos,China
67529b5cf70a6504336c0937,National Key R&D Projects in Changsha,China
67529b5cf70a6504336c0938,GCRF Networks in Vaccines Research and Development,United Kingdom
67529b5df70a6504336c0939,International Veterinary Vaccinology Network,United Kingdom
67529b5ef70a6504336c093a,Ipsen Pharmaceuticals,France
67529b5ef70a6504336c093b,"Department of Marine Science, Faculty of Science, Chulalongkorn University",Thailand
67529b5ff70a6504336c093c,School of Marine Bioscience,None
67529b5ff70a6504336c093d,Charoen Pokphand Food Public Co. Ltd.,Thailand
67529b60f70a6504336c093e,"Department of Veterinary Microbiology, Faculty of Veterinary Science, Chulalongkorn University",Thailand
67529b60f70a6504336c093f,Strategic Wisdom and Research Institute of Srinakharinwirot University,Thailand
67529b61f70a6504336c0940,SATA,None
67529b62f70a6504336c0941,"Center of Excellence on Hazardous Substance Management, Chulalongkorn University",Thailand
67529b62f70a6504336c0942,Faculty of Technology and Envi-ronment,None
67529b63f70a6504336c0943,Chiang Mai University in Thailand,Thailand
67529b63f70a6504336c0944,Program Management Unit for Human Resources and Institutional Development Research and Innovation—CU,None
67529b64f70a6504336c0945,Italian and Serbian Ministries for Foreign Affairs and International Cooperation,Italy
67529b64f70a6504336c0946,UC Davis Department Plant Biology and Genome Center,United States
67529b65f70a6504336c0947,H2020 Drynet,None
67529b66f70a6504336c0948,EU-Horizon 2020,None
67529b66f70a6504336c0949,Environmental Radioactivity Research Network Center,None
67529b67f70a6504336c094a,National Natural Science Foundation of China Major International,China
67529b67f70a6504336c094b,Ratchadapisek Sompoch Endowment,Thailand
67529b68f70a6504336c094c,Bangkok Mass Transit System Public Company Limited,Thailand
67529b68f70a6504336c094d,Mass Rapid Transit Authority of Thailand,Thailand
67529b69f70a6504336c094e,Faculty of Liberal Arts and Science,None
67529b69f70a6504336c094f,Unit of Excellence of research and development,None
67529b6af70a6504336c0950,School of Engineering and Engineering Resources,None
67529b6bf70a6504336c0951,EU's Horizon 2020 research and innovation programme,None
67529b6bf70a6504336c0952,Program Management Unit for Human Resources & Institutional Development Research and Innovation-CU,None
67529b6cf70a6504336c0953,"Center of Excellence for Innovation and Endoscopy in Gastrointestinal Oncology, Chulalongkorn University",Thailand
67529b6cf70a6504336c0954,University Technology Center,None
67529b6df70a6504336c0955,Franco-Thai PHC,Thailand
67529b6df70a6504336c0956,"Ratchadapisek Somphot fund, Faculty of Medicine, Chulalongkorn University",Thailand
67529b6ef70a6504336c0957,TPBI,None
67529b6ef70a6504336c0958,Thailand Responsible Business Network,Thailand
67529b6ff70a6504336c0959,"Department of Mechanical and Industrial Engineering, University of Toronto",Canada
67529b6ff70a6504336c095a,Development and Promotion of Science and Technology Talent Project,None
67529b70f70a6504336c095b,National Security and Dual-Use Technology Center,None
67529b70f70a6504336c095c,SRM Institute of Science and Technology Kattankulathur,India
67529b71f70a6504336c095d,King Chulalongkorn Memorial Hospital Thai Red Cross Society,Thailand
67529b72f70a6504336c095e,JSandPVwerefundedbythe CzechScienceFoundation,Czech Republic
67529b72f70a6504336c095f,Agro-Industrial Scholarship for International Students,None
67529b73f70a6504336c0960,Functional Ingredients and Food Innovation Research Group,None
67529b73f70a6504336c0961,"Department of Chemistry, Faculty of Science, Prince of Songkla University and Center of Excellence on Catalysis and Catalytic Reaction Engineering, Faculty of Engineering, Chulalongkorn University",Thailand
67529b74f70a6504336c0962,Year Chulalongkorn University,Thailand
67529b74f70a6504336c0963,Royal Initiative of Her Royal Highness,None
67529b75f70a6504336c0964,Chiesi Pharma,Italy
67529b76f70a6504336c0965,IOP Publishing Ltd,United Kingdom
67529b76f70a6504336c0966,University of California at Irvine in USA,The United States
67529b77f70a6504336c0967,BRIN,Indonesia
67529b77f70a6504336c0968,KEMENRISTEK,Indonesia
67529b78f70a6504336c0969,Center of Excellence for Clinical Virology,None
67529b78f70a6504336c096a,Re‐emerging Infectious Diseases in Animals,None
67529b79f70a6504336c096b,Chulalongkorn University Drug and Health Products Innovation Promotion Center,Thailand
67529b7af70a6504336c096c,"Cosmos Technical Center Co., Ltd.",None
67529b7bf70a6504336c096d,Department of Chemistry and Biochemistry,None
67529b7bf70a6504336c096e,Kamolrat Metavarayuth,None
67529b7cf70a6504336c096f,Sathyabama institute of Science and Technology,India
67529b7cf70a6504336c0970,School of Pharmaceutical Sciences,None
67529b7df70a6504336c0971,UNICORN,None
67529b7df70a6504336c0972,Britannia Pharmaceuticals,United Kingdom
67529b7ef70a6504336c0973,Goldman Sachs,The United States
67529b7ff70a6504336c0974,Innovative Medicines Initiative European Union,Belgium
67529b7ff70a6504336c0975,Instituto Nacional de Neurología y Neurocirugía Manuel Velasco Suárez,Mexico
67529b80f70a6504336c0976,Kirby Laing Foundation,United Kingdom
67529b80f70a6504336c0977,NIHR Biomedical Research Centre at South London and Maudsley NHS Foundation Trust,United Kingdom
67529b81f70a6504336c0978,NIHR London South Clinical Research Network,United Kingdom
67529b81f70a6504336c0979,Office of Life Sciences,United States
67529b82f70a6504336c097a,Princess Royal Hospitals,United Kingdom
67529b83f70a6504336c097b,"Cosmeceutical Research, Development and Testing Centre",None
67529b83f70a6504336c097c,Bacterial Vaccines,None
67529b84f70a6504336c097d,PSE,None
67529b87f70a6504336c097e,King Chulalongkorn Memorial Hospital's Excellence Centre Program,Thailand
67529b88f70a6504336c097f,Research Management Center,None
67529b88f70a6504336c0980,Medical Correctional Institution,None
67529b89f70a6504336c0981,Blue Pacific Minerals Ltd.,New Zealand
67529b8af70a6504336c0982,Center of Excellence on Catalysis and Catalytic Reaction Engineering,None
67529b8af70a6504336c0983,Joint Research Fund Liaoning‐Shenyang National Laboratory for Materials Science,China
67529b8bf70a6504336c0984,"program Management Unit for Human Resources & Institutional Development, Research and Innovation",None
67529b8cf70a6504336c0985,CIBMTR Cellular Immunotherapy Data Resource Committee,United States
67529b8cf70a6504336c0986,GLG,None
67529b8df70a6504336c0987,McKinsey & Company and Angiocrine Bioscience,None
67529b8df70a6504336c0988,Thamamasat University,Thailand
67529b8ef70a6504336c0989,HIV,None
67529b8ef70a6504336c098a,UCL Institute of Education,United Kingdom
67529b8ff70a6504336c098b,What Works Centre for Wellbeing,United Kingdom
67529b8ff70a6504336c098c,"Wuliangye Group Co., Ltd",China
67529b90f70a6504336c098d,Labtech Engineering Co. Ltd.,None
67529b91f70a6504336c098e,Hope BabetteTang,None
67529b91f70a6504336c098f,MIT Skoltech Initiative,United States
67529b92f70a6504336c0990,Postharvest Technology Innovation Center,None
67529b92f70a6504336c0991,Boston Scientific and Bioexcel,United States
67529b93f70a6504336c0992,MIMS Pte Ltd,Singapore
67529b93f70a6504336c0993,"Ministry of Higher Education, Science, Research and Inno-vation",Thailand
67529b94f70a6504336c0994,TINT,None
67529b94f70a6504336c0995,Allergopharma GmbH,Germany
67529b95f70a6504336c0996,European Commission's Horison's 2020 Framework Programme Cure,None
67529b95f70a6504336c0997,European Commission’s Horison's 2020 Framework Programme Cure,Belgium
67529b96f70a6504336c0998,KNOW,None
67529b96f70a6504336c0999,Novartis Research Institutes,Switzerland
67529b97f70a6504336c099a,Bara Scientific Co. Ltd.,None
67529b98f70a6504336c099b,Chukkapong Comsup,Thailand
67529b98f70a6504336c099c,Department of Health Service Support,None
67529b9bf70a6504336c099d,Joint Graduate School of Energy and Environment for the Postdoctoral Research Fund,None
67529b9cf70a6504336c099e,"Fisheries Administration Ministry of Agriculture, Forestry and Fisheries of Cambodia",Cambodia
67529b9cf70a6504336c099f,SCMU-ACUC,None
67529b9df70a6504336c09a0,SUT Research and Development Fund,None
67529b9df70a6504336c09a1,Division of Clinical Pharmacology,None
67529b9ef70a6504336c09a2,"School of Medicine, University of Missouri?Kansas City",United States
67529b9ef70a6504336c09a3,Stockholm Environmental Institute,Sweden
67529b9ff70a6504336c09a4,Chememan Public Company Limited,Thailand
67529ba0f70a6504336c09a5,Thai Government Research Budgets,Thailand
67529ba0f70a6504336c09a6,Chulalongkorn UniversityGB-CU-61-12-30-02,Thailand
67529ba1f70a6504336c09a7,"Faculty of Science, Prince of Songkla University",Thailand
67529ba2f70a6504336c09a8,"Seneca Foundation of Murcia Region, Spain",Spain
67529ba2f70a6504336c09a9,"Sugar Industries for Sustainable Management, Center of Excellence on Hazardous",None
67529ba3f70a6504336c09aa,Susan Lindquist Laboratory,None
67529ba3f70a6504336c09ab,"Oral Biology Research Center, Faculty of Dentistry, Chulalongkorn University",Thailand
67529ba7f70a6504336c09ac,International Conservation Fund of Canada,Canada
67529ba7f70a6504336c09ad,Jessie B. Cox Charitable Trust,United States
67529ba8f70a6504336c09ae,Wege Foundation,The United States
67529ba8f70a6504336c09af,Zai Laboratories,China
67529ba9f70a6504336c09b0,Aerie Pharmaceuticals,United States
67529baaf70a6504336c09b1,Aleyegn Technologies,None
67529baaf70a6504336c09b2,Iridex Corporation,United States
67529babf70a6504336c09b3,National Eye Institute Core,United States
67529bacf70a6504336c09b4,National Institutes of Health/National Eye Institute Core,United States
67529badf70a6504336c09b5,Tomey Corporation,Japan
67529badf70a6504336c09b6,Health System Research Institute in Thailand,Thailand
67529baef70a6504336c09b7,A∗STAR,Singapore
67529baef70a6504336c09b8,Center for Biomedical Research,None
67529baff70a6504336c09b9,European Union’s Eurostar,None
67529bb0f70a6504336c09ba,American Nurses Association celebrates National Nurses Week,United States
67529bb0f70a6504336c09bb,Department of Education of Liaoning Province?s Basic Research Projects of Liaoning Colleges and Universities,China
67529bb1f70a6504336c09bc,USDA-APHIS,United States
67529bb2f70a6504336c09bd,LUCIA Cytogenetics System,None
67529bb2f70a6504336c09be,Lopburi and Phetchaburi Province,None
67529bb3f70a6504336c09bf,Mrs Saitip Jaipong,None
67529bb3f70a6504336c09c0,Graduate School of Business and Advanced Technology Management,None
67529bb4f70a6504336c09c1,Expertise France,France
67529bb4f70a6504336c09c2,FCDO,United Kingdom
67529bb5f70a6504336c09c3,United Kingdom Foreign Commonwealth Development Office,United Kingdom
67529bb6f70a6504336c09c4,Joint Research Program,None
67529bb6f70a6504336c09c5,"Science and Technology, Chiang Mai Rajabhat University",Thailand
67529bb7f70a6504336c09c6,WHO Kobe Centre,Japan
67529bb7f70a6504336c09c7,"SCG Chemicals Co, Ltd.",Thailand
67529bb8f70a6504336c09c8,Bussayarat Maikhunthod,None
67529bbbf70a6504336c09c9,Chulalongkorn University National Research University Development Program,Thailand
67529bbbf70a6504336c09ca,Laboratory-Based Education,None
67529bbcf70a6504336c09cb,Faculty of Applied Science and Engineering of Queen's University at Kingston,Canada
67529bbcf70a6504336c09cc,Government of Canada for the Natural Sciences and Engineering Research Council of Canada,Canada
67529bbdf70a6504336c09cd,SNIC,Sweden
67529bbef70a6504336c09ce,HIV Clinic,None
67529bbef70a6504336c09cf,Police General Hospital,None
67529bbff70a6504336c09d0,MDPB,None
67529bbff70a6504336c09d1,Lomonosov Moscow State University in Russia,Russia
67529bc0f70a6504336c09d2,MAECI-NSFC,Italy
67529bc0f70a6504336c09d3,Ratchadaphiseksomphot Endowment Fund from CU,Thailand
67529bc1f70a6504336c09d4,Center of Excellence in Logistics and Supply Chain Systems Engineering and Technology,None
67529bc2f70a6504336c09d5,MU-Talents on Research,None
67529bc2f70a6504336c09d6,Cardiology/Nephrology Clinic,None
67529bc2f70a6504336c09d7,Small Animal Hospital,None
67529bc3f70a6504336c09d8,CHB,None
67529bc4f70a6504336c09d9,Dentistry Chulalongkorn University,Thailand
67529bc4f70a6504336c09da,Research Program of Industrial Waste Management,None
67529bc5f70a6504336c09db,Songkhla Rajabhat University,Thailand
67529bc5f70a6504336c09dc,Graduate Institute of Science and Technology Scholarship,Taiwan
67529bc6f70a6504336c09dd,Australian Government NHMRC,Australia
67529bc7f70a6504336c09de,Chula-longkorn University and Health Systems Research Institute,Thailand
67529bc7f70a6504336c09df,Chomchon Fusinpaiboon and Thomas Coomans,None
67529bc8f70a6504336c09e0,Chulalongkorn University Archives,Thailand
67529bc8f70a6504336c09e1,Document on Urban Architecture History,None
67529bc9f70a6504336c09e2,Vincent Magos,None
67529bc9f70a6504336c09e3,"Faculty of Medicine, Ratchadapiseksompotch Fund",Thailand
67529bcaf70a6504336c09e4,Medical Material Research Laboratory,None
67529bcaf70a6504336c09e5,Second Century Fund of Chulalongkorn,Thailand
67529bcbf70a6504336c09e6,Viatris Inc,The United States
67529bccf70a6504336c09e7,Viatris Inc.,The United States
67529bccf70a6504336c09e8,State Key Laboratory of Loess,China
67529bcdf70a6504336c09e9,Tokyo University of Science and Lion Corporation,Japan
67529bcdf70a6504336c09ea,International Collaboration Research Fund,None
67529bcef70a6504336c09eb,CDC Collaboration,United States
67529bcff70a6504336c09ec,Her Royal Highness Princess Chu-labhorn Mahidol,Thailand
67529bcff70a6504336c09ed,Her Royal Highness Princess Chulabhorn Mahidol,Thailand
67529bd0f70a6504336c09ee,Saving Animals and Human Lives,None
67529bd0f70a6504336c09ef,"Department of Marine Science, Faculty of Fisheries, Kasetsart University",Thailand
67529bd1f70a6504336c09f0,Faculty of Technology and Environment,None
67529bd1f70a6504336c09f1,Graduate Scholarship Program of the Graduate School,None
67529bd2f70a6504336c09f2,"Office of the Ministry of Higher Education, Science, Research and Innovation",Thailand
67529bd3f70a6504336c09f3,Shanghai Artificial Intelligence innovation and development project,China
67529bd3f70a6504336c09f4,International NeuroHIV Cure Consortium,None
67529bd4f70a6504336c09f5,U.S. NIAID,The United States
67529bd4f70a6504336c09f6,Chumroonkiet Leelasestaporn,None
67529bd5f70a6504336c09f7,Chun Hoi Yan,None
67529bd6f70a6504336c09f8,Tham-masat University Research Fund,Thailand
67529bd6f70a6504336c09f9,Interdisciplinary Scientific and Educational School of Moscow University,Russia
67529bd9f70a6504336c09fa,Department of Education of Liaoning Province's Basic Research Projects of Liaoning Colleges and Universities,China
67529bd9f70a6504336c09fb,ECTI Association,Thailand
67529bdaf70a6504336c09fc,Electrical Engineering/Electronics,None
67529bdaf70a6504336c09fd,"Electrical Engineering/Electronics, Computer, Telecommunications and Information Technology Association of Thailand",Thailand
67529bdcf70a6504336c09fe,Information Technology Association of Thailand,Thailand
67529bdcf70a6504336c09ff,Ministry of Education in Taiwan,Taiwan
67529bddf70a6504336c0a00,Thammasat School of Engineering,Thailand
67529bddf70a6504336c0a01,"Ratchadapiseksompotch Funding, Faculty of Medicine, Chulalongkorn University",Thailand
67529bdef70a6504336c0a02,NUT,None
67529bdff70a6504336c0a03,Pacific Rim Green Innovation Hub Project of Nagaoka University of Technology,Japan
67529bdff70a6504336c0a04,"Home Dot Tech Co., Ltd.",None
67529be0f70a6504336c0a05,TRC-ARC,Australia
67529be0f70a6504336c0a06,Ratchadaphiseksomphot Endowment Fund for the Natural Products for Aging,Thailand
67529be1f70a6504336c0a07,bioMérieux SA,France
67529be1f70a6504336c0a08,Britania Pharmaceuticals,United Kingdom
67529be2f70a6504336c0a09,Dennis and Doreen Erker Fund,None
67529be3f70a6504336c0a0a,IMI EU,Belgium
67529be3f70a6504336c0a0b,Shanghai 2020 Ruijin Forum for Translational Neurodegeneration,China
67529be4f70a6504336c0a0c,Jongkolneenithi foundation,None
67529be4f70a6504336c0a0d,Catalysis for Bioenergy and Renewable Chemicals,None
67529be5f70a6504336c0a0e,Mahidol University Thailand,Thailand
67529be5f70a6504336c0a0f,Wellcome Trust Mahidol University,Thailand
67529be6f70a6504336c0a10,AWAK,None
67529be6f70a6504336c0a11,FOF,None
67529be7f70a6504336c0a12,Japanese Society of Peritoneal Dialysis,Japan
67529be8f70a6504336c0a13,LiberDi,None
67529be9f70a6504336c0a14,"Laboratoire de Génie Chimique, Université de Toulouse, France",France
67529be9f70a6504336c0a15,China?ASEAN Maritime Collaboration Fund,None
67529beaf70a6504336c0a16,Eastern Pacific Environment Moni-toring and Protection Project,None
67529bebf70a6504336c0a17,National Key Technologies Research and Development Program of China,China
67529bebf70a6504336c0a18,scientific research foundation of Third Institute of Oceanography,China
67529becf70a6504336c0a19,"Department of Entomology and Plant Pathology, Chiang Mai University",Thailand
67529becf70a6504336c0a1a,Department of National Park,None
67529bedf70a6504336c0a1b,Dr Max Kasparek,None
67529bedf70a6504336c0a1c,Ms Natalie Dale-Skey,None
67529beef70a6504336c0a1d,NHMUK,United Kingdom
67529bf1f70a6504336c0a1e,"Natural Resources Management, Heidelberg",Germany
67529bf2f70a6504336c0a1f,PCNYNP,None
67529bf2f70a6504336c0a20,Giles-O'Malley Foundation,United States
67529bf3f70a6504336c0a21,Joe Family Fund,None
67529bf4f70a6504336c0a22,Lee Barberito Fund,None
67529bf4f70a6504336c0a23,Research Council of Shahid Chamran University of Ahvaz,Iran
67529bf5f70a6504336c0a24,UCL-Tohoku,Japan
67529bf5f70a6504336c0a25,Benja Rewthongchum,None
67529bf6f70a6504336c0a26,Benjamas Garden,None
67529bf6f70a6504336c0a27,"Faculty of Medical Technology, Mahidol University",Thailand
67529bf7f70a6504336c0a28,Medical Technology Program,None
67529bf7f70a6504336c0a29,Koyanagi Foudation,Japan
67529bf8f70a6504336c0a2a,BCRU,None
67529bf9f70a6504336c0a2b,"Program Management Unit for Human Resources & Institutional Development, Research, and Innovation - CU",None
67529bf9f70a6504336c0a2c,Mubadala Petroleum,United Arab Emirates
67529bfaf70a6504336c0a2d,Pornchai Intertrade Limited Partnership,Thailand
67529bfaf70a6504336c0a2e,Zinpro Animal Nutrition (Thailand) Inc.,Thailand
67529bfbf70a6504336c0a2f,"Kao chemical Co., Ltd",Japan
67529bfcf70a6504336c0a30,"Surin Bran Oil Co., Ltd.",None
67529bfcf70a6504336c0a31,Faculty of Allied Health Sciences research fund,None
67529bfdf70a6504336c0a32,East Kalimantan Provincial Government,Indonesia
67529bfdf70a6504336c0a33,National Science and Technology Agency,None
67529bfef70a6504336c0a34,"Ministry of Science and Technology, Taiwan , Republic of China",Taiwan
67529bfff70a6504336c0a35,Ministry of Health and Public Health Authority of Saudi Arabia,Saudi Arabia
67529bfff70a6504336c0a36,ANR-16-CE92-0018,None
