,Eid,Subject_Field
1042,2-s2.0-85031764742,Computer Science
1043,2-s2.0-85031747983,Computer Science
1044,2-s2.0-85031731311,Computer Science
1045,2-s2.0-85031728869,Computer Science
1046,2-s2.0-85031721247,Computer Science
1047,2-s2.0-85031718408,Computer Science
1048,2-s2.0-85031710353,Computer Science
1049,2-s2.0-85045546974,Computer Science
1050,2-s2.0-85030869631,Computer Science
1051,2-s2.0-85030867075,Computer Science
1052,2-s2.0-85030861953,Computer Science
1053,2-s2.0-85030860753,Computer Science
1054,2-s2.0-85030855411,Computer Science
1055,2-s2.0-85030837372,Computer Science
1056,2-s2.0-85030837368,Computer Science
1057,2-s2.0-85030831258,Computer Science
1058,2-s2.0-85033559593,Computer Science
1059,2-s2.0-85036548096,Computer Science
1060,2-s2.0-85019905263,Computer Science
1061,2-s2.0-85017507304,Computer Science
1062,2-s2.0-85016266044,Computer Science
1063,2-s2.0-85015693532,Computer Science
1064,2-s2.0-84955270045,Computer Science
1065,2-s2.0-85009765394,Computer Science
1066,2-s2.0-85037378839,Computer Science
1067,2-s2.0-85027404878,Computer Science
1068,2-s2.0-85027458023,Computer Science
1069,2-s2.0-85044572579,Computer Science
1070,2-s2.0-85027579247,Computer Science
1071,2-s2.0-85027566775,Computer Science
1072,2-s2.0-85027550889,Computer Science
1073,2-s2.0-85050596126,Computer Science
1074,2-s2.0-85050396467,Computer Science
1075,2-s2.0-85050378999,Computer Science
1076,2-s2.0-85050354190,Computer Science
1077,2-s2.0-85050336797,Computer Science
1078,2-s2.0-85049752235,Computer Science
1079,2-s2.0-85049613672,Computer Science
1080,2-s2.0-85049583769,Computer Science
1081,2-s2.0-85047745274,Computer Science
1082,2-s2.0-85047724032,Computer Science
1083,2-s2.0-85047649903,Computer Science
1084,2-s2.0-85047001871,Computer Science
1085,2-s2.0-85046994997,Computer Science
1086,2-s2.0-85071044943,Computer Science
1087,2-s2.0-85049600525,Computer Science
1088,2-s2.0-85049502410,Computer Science
1089,2-s2.0-85049500249,Computer Science
1090,2-s2.0-85047811757,Computer Science
1091,2-s2.0-85047744193,Computer Science
1092,2-s2.0-85046272787,Computer Science
1093,2-s2.0-85046266177,Computer Science
1094,2-s2.0-85029860144,Computer Science
1095,2-s2.0-85026540368,Computer Science
1096,2-s2.0-85021419886,Computer Science
1097,2-s2.0-85049378787,Computer Science
1098,2-s2.0-85044522046,Computer Science
1099,2-s2.0-85025620409,Computer Science
1100,2-s2.0-85020446982,Computer Science
1101,2-s2.0-85002125795,Computer Science
1102,2-s2.0-85021831929,Computer Science
1103,2-s2.0-85021790044,Computer Science
1104,2-s2.0-85026248204,Computer Science
1105,2-s2.0-85020026842,Computer Science
1106,2-s2.0-85019546029,Computer Science
1107,2-s2.0-85025141678,Computer Science
1108,2-s2.0-85018269665,Computer Science
1109,2-s2.0-85018565544,Computer Science
1110,2-s2.0-85019260426,Computer Science
1111,2-s2.0-85019187017,Computer Science
1112,2-s2.0-85019228339,Computer Science
1113,2-s2.0-85024109215,Computer Science
1114,2-s2.0-85024090206,Computer Science
1115,2-s2.0-85018259670,Computer Science
1116,2-s2.0-85018351529,Computer Science
1117,2-s2.0-85017517879,Computer Science
1118,2-s2.0-85017514004,Computer Science
1119,2-s2.0-85017511254,Computer Science
1120,2-s2.0-85017508893,Computer Science
1121,2-s2.0-85017503861,Computer Science
1122,2-s2.0-85017501291,Computer Science
1123,2-s2.0-85017501076,Computer Science
1124,2-s2.0-85017498825,Computer Science
1125,2-s2.0-85016206557,Computer Science
1126,2-s2.0-84995614737,Computer Science
1127,2-s2.0-84970990065,Computer Science
1128,2-s2.0-85019497638,Computer Science
1129,2-s2.0-85019435407,Computer Science
1130,2-s2.0-85031995700,Computer Science
1131,2-s2.0-85016209340,Computer Science
1132,2-s2.0-85016190077,Computer Science
1133,2-s2.0-85016189255,Computer Science
1134,2-s2.0-85016172427,Computer Science
1135,2-s2.0-85015401289,Computer Science
1136,2-s2.0-85015380787,Computer Science
1137,2-s2.0-85015421680,Computer Science
1138,2-s2.0-85015049318,Computer Science
1139,2-s2.0-85013844758,Computer Science
1140,2-s2.0-85013742058,Computer Science
1141,2-s2.0-85015146771,Computer Science
1142,2-s2.0-85014182749,Computer Science
1143,2-s2.0-85014163616,Computer Science
1144,2-s2.0-85011015550,Computer Science
1145,2-s2.0-85073551609,Computer Science
1146,2-s2.0-85073497004,Computer Science
1147,2-s2.0-85055026628,Computer Science
1148,2-s2.0-85050004531,Computer Science
1149,2-s2.0-85049994173,Computer Science
1150,2-s2.0-85047754844,Computer Science
1151,2-s2.0-85042390988,Computer Science
1152,2-s2.0-85042196073,Computer Science
1153,2-s2.0-85042187818,Computer Science
1154,2-s2.0-85042187667,Computer Science
1155,2-s2.0-85042186931,Computer Science
1156,2-s2.0-85042184708,Computer Science
1157,2-s2.0-85042182832,Computer Science
1158,2-s2.0-85042181859,Computer Science
1159,2-s2.0-85042178667,Computer Science
1160,2-s2.0-85042173331,Computer Science
1161,2-s2.0-85041863258,Computer Science
1162,2-s2.0-85041848743,Computer Science
1163,2-s2.0-85041796671,Computer Science
1164,2-s2.0-85041732215,Computer Science
1165,2-s2.0-85041539487,Computer Science
1166,2-s2.0-85041387205,Computer Science
1167,2-s2.0-85041219855,Computer Science
1168,2-s2.0-85041193181,Computer Science
1169,2-s2.0-85036559393,Computer Science
1170,2-s2.0-85035796434,Computer Science
1171,2-s2.0-85035319700,Computer Science
1172,2-s2.0-85034106342,Computer Science
1173,2-s2.0-85034064620,Computer Science
1174,2-s2.0-85032906454,Computer Science
1175,2-s2.0-85032360231,Computer Science
1176,2-s2.0-85030749075,Computer Science
1177,2-s2.0-85029348034,Computer Science
1178,2-s2.0-85028602519,Computer Science
1179,2-s2.0-85028380686,Computer Science
1180,2-s2.0-85028297627,Computer Science
1181,2-s2.0-85027887118,Computer Science
1182,2-s2.0-85027883874,Computer Science
1183,2-s2.0-85027881281,Computer Science
1184,2-s2.0-85027877675,Computer Science
1185,2-s2.0-85027871636,Computer Science
1186,2-s2.0-85027859862,Computer Science
1187,2-s2.0-85027856135,Computer Science
1188,2-s2.0-85027849080,Computer Science
1189,2-s2.0-85027843168,Computer Science
1190,2-s2.0-85027833100,Computer Science
1191,2-s2.0-85026354006,Computer Science
1192,2-s2.0-85023595177,Computer Science
1193,2-s2.0-85021990065,Computer Science
1194,2-s2.0-85021113689,Computer Science
1195,2-s2.0-85014656143,Computer Science
1196,2-s2.0-85014145052,Computer Science
1197,2-s2.0-85013218744,Computer Science
1198,2-s2.0-85013204473,Computer Science
1199,2-s2.0-85013194846,Computer Science
1200,2-s2.0-85013178203,Computer Science
1201,2-s2.0-85013157814,Computer Science
1202,2-s2.0-85013149482,Computer Science
1203,2-s2.0-85010469821,Computer Science
1204,2-s2.0-85010430770,Computer Science
1205,2-s2.0-85010420470,Computer Science
1206,2-s2.0-85010376041,Computer Science
1207,2-s2.0-85010375929,Computer Science
1208,2-s2.0-85010338846,Computer Science
1209,2-s2.0-85007143697,Computer Science
1210,2-s2.0-85003022740,Computer Science
1211,2-s2.0-85002967192,Computer Science
1212,2-s2.0-85002836932,Computer Science
1213,2-s2.0-85002596817,Computer Science
1214,2-s2.0-84988000615,Computer Science
1215,2-s2.0-84986890454,Computer Science
1216,2-s2.0-84984861424,Computer Science
1217,2-s2.0-84981513510,Computer Science
1218,2-s2.0-84905892595,Computer Science
1219,2-s2.0-85039078015,Decision Sciences
1220,2-s2.0-85034068717,Decision Sciences
1221,2-s2.0-85014742131,Decision Sciences
1222,2-s2.0-85040557689,Decision Sciences
1223,2-s2.0-85026820399,Decision Sciences
1224,2-s2.0-85038252750,Decision Sciences
1225,2-s2.0-85015693532,Decision Sciences
1226,2-s2.0-85027876244,Decision Sciences
1227,2-s2.0-85027840318,Decision Sciences
1228,2-s2.0-85050378999,Decision Sciences
1229,2-s2.0-85071044943,Decision Sciences
1230,2-s2.0-85047811757,Decision Sciences
1231,2-s2.0-85047744193,Decision Sciences
1232,2-s2.0-85020389443,Decision Sciences
1233,2-s2.0-85012909571,Decision Sciences
1234,2-s2.0-85049378787,Decision Sciences
1235,2-s2.0-85017183573,Decision Sciences
1236,2-s2.0-85018351529,Decision Sciences
1237,2-s2.0-84940704057,Decision Sciences
1238,2-s2.0-85016196912,Decision Sciences
1239,2-s2.0-84978782684,Decision Sciences
1240,2-s2.0-85034996735,Decision Sciences
1241,2-s2.0-85027887118,Decision Sciences
1242,2-s2.0-85027883874,Decision Sciences
1243,2-s2.0-85027881281,Decision Sciences
1244,2-s2.0-85027877675,Decision Sciences
1245,2-s2.0-85027871636,Decision Sciences
1246,2-s2.0-85027859862,Decision Sciences
1247,2-s2.0-85027856135,Decision Sciences
1248,2-s2.0-85027849080,Decision Sciences
1249,2-s2.0-85027843168,Decision Sciences
1250,2-s2.0-85027833100,Decision Sciences
1251,2-s2.0-85038264240,Dentistry
1252,2-s2.0-85033598844,Dentistry
1253,2-s2.0-85025594633,Dentistry
1254,2-s2.0-85021387122,Dentistry
1255,2-s2.0-85015838467,Dentistry
1256,2-s2.0-85033717251,Dentistry
1257,2-s2.0-85030864250,Dentistry
1258,2-s2.0-85027402434,Dentistry
1259,2-s2.0-85026431206,Dentistry
1260,2-s2.0-85026384092,Dentistry
1261,2-s2.0-85024089017,Dentistry
1262,2-s2.0-85020250409,Dentistry
1263,2-s2.0-85020002719,Dentistry
1264,2-s2.0-85016647878,Dentistry
1265,2-s2.0-85033377047,Dentistry
1266,2-s2.0-85030613732,Dentistry
1267,2-s2.0-85028347120,Dentistry
1268,2-s2.0-85028331344,Dentistry
1269,2-s2.0-85026872001,Dentistry
1270,2-s2.0-85019957526,Dentistry
1271,2-s2.0-85013054868,Dentistry
1272,2-s2.0-84995563302,Dentistry
1273,2-s2.0-84978272023,Dentistry
1274,2-s2.0-85039839552,Dentistry
1275,2-s2.0-85030638977,Dentistry
1276,2-s2.0-85018945638,Dentistry
1277,2-s2.0-85016561351,Dentistry
1278,2-s2.0-85019571966,Dentistry
1279,2-s2.0-85017410508,Dentistry
1280,2-s2.0-85017175515,Dentistry
1281,2-s2.0-84995527068,Dentistry
1282,2-s2.0-85018407395,Dentistry
1283,2-s2.0-85016009856,Dentistry
1284,2-s2.0-85000995879,Dentistry
1285,2-s2.0-85020440503,Dentistry
1286,2-s2.0-85017551091,Dentistry
1287,2-s2.0-85003845809,Dentistry
1288,2-s2.0-85018532169,Dentistry
1289,2-s2.0-85017562778,Dentistry
1290,2-s2.0-85014415620,Dentistry
1291,2-s2.0-85008165479,Dentistry
1292,2-s2.0-84969900695,Dentistry
1293,2-s2.0-85010366371,Dentistry
1294,2-s2.0-85009415878,Dentistry
1295,2-s2.0-84995938576,Dentistry
1296,2-s2.0-84945978534,Dentistry
1297,2-s2.0-85043983145,Dentistry
1298,2-s2.0-85037533326,Dentistry
1299,2-s2.0-85034577755,Dentistry
1300,2-s2.0-85029411389,Dentistry
1301,2-s2.0-85021819290,Dentistry
1302,2-s2.0-85019963824,Dentistry
1303,2-s2.0-85019870122,Dentistry
1304,2-s2.0-84929649705,Dentistry
1305,2-s2.0-85040219312,Earth and Planetary Sciences
1306,2-s2.0-85039709530,Earth and Planetary Sciences
1307,2-s2.0-85041342424,Earth and Planetary Sciences
1308,2-s2.0-85036619587,Earth and Planetary Sciences
1309,2-s2.0-85033564863,Earth and Planetary Sciences
1310,2-s2.0-85020398553,Earth and Planetary Sciences
1311,2-s2.0-85026467782,Earth and Planetary Sciences
1312,2-s2.0-85026825336,Earth and Planetary Sciences
1313,2-s2.0-85026811654,Earth and Planetary Sciences
1314,2-s2.0-85033385771,Earth and Planetary Sciences
1315,2-s2.0-85032856887,Earth and Planetary Sciences
1316,2-s2.0-85029742136,Earth and Planetary Sciences
1317,2-s2.0-85027518106,Earth and Planetary Sciences
1318,2-s2.0-85026883420,Earth and Planetary Sciences
1319,2-s2.0-85018854948,Earth and Planetary Sciences
1320,2-s2.0-85026253910,Earth and Planetary Sciences
1321,2-s2.0-85018724519,Earth and Planetary Sciences
1322,2-s2.0-85029485245,Earth and Planetary Sciences
1323,2-s2.0-84983507429,Earth and Planetary Sciences
1324,2-s2.0-85047633401,Earth and Planetary Sciences
1325,2-s2.0-85028024928,Earth and Planetary Sciences
1326,2-s2.0-85021245434,Earth and Planetary Sciences
1327,2-s2.0-85019568067,Earth and Planetary Sciences
1328,2-s2.0-85016266044,Earth and Planetary Sciences
1329,2-s2.0-85023747288,Earth and Planetary Sciences
1330,2-s2.0-85022331937,Earth and Planetary Sciences
1331,2-s2.0-85020863185,Earth and Planetary Sciences
1332,2-s2.0-85017645249,Earth and Planetary Sciences
1333,2-s2.0-85015791870,Earth and Planetary Sciences
1334,2-s2.0-85008144312,Earth and Planetary Sciences
1335,2-s2.0-84966681631,Earth and Planetary Sciences
1336,2-s2.0-84980329240,Earth and Planetary Sciences
1337,2-s2.0-85019893268,Earth and Planetary Sciences
1338,2-s2.0-85018430636,Earth and Planetary Sciences
1339,2-s2.0-85018364196,Earth and Planetary Sciences
1340,2-s2.0-85014296413,Earth and Planetary Sciences
1341,2-s2.0-85013228290,Earth and Planetary Sciences
1342,2-s2.0-85008431785,Earth and Planetary Sciences
1343,2-s2.0-84977672428,Earth and Planetary Sciences
1344,2-s2.0-85032349515,Earth and Planetary Sciences
1345,2-s2.0-85015187333,Earth and Planetary Sciences
1346,2-s2.0-85012300554,Earth and Planetary Sciences
1347,2-s2.0-85012240026,Earth and Planetary Sciences
1348,2-s2.0-85008194353,Earth and Planetary Sciences
1349,2-s2.0-84995614737,Earth and Planetary Sciences
1350,2-s2.0-84979544817,Earth and Planetary Sciences
1351,2-s2.0-85009089854,Earth and Planetary Sciences
1352,2-s2.0-85006293761,Earth and Planetary Sciences
1353,2-s2.0-85088771006,Earth and Planetary Sciences
1354,2-s2.0-85086688445,Earth and Planetary Sciences
1355,2-s2.0-85073551609,Earth and Planetary Sciences
1356,2-s2.0-85073497004,Earth and Planetary Sciences
1357,2-s2.0-85055775227,Earth and Planetary Sciences
1358,2-s2.0-85051709257,Earth and Planetary Sciences
1359,2-s2.0-85045262448,Earth and Planetary Sciences
1360,2-s2.0-85042290050,Earth and Planetary Sciences
1361,2-s2.0-85040709159,Earth and Planetary Sciences
1362,2-s2.0-85039921941,Earth and Planetary Sciences
1363,2-s2.0-85025176950,Earth and Planetary Sciences
1364,2-s2.0-85021399666,Earth and Planetary Sciences
1365,2-s2.0-85020793670,Earth and Planetary Sciences
1366,2-s2.0-85020552496,Earth and Planetary Sciences
1367,2-s2.0-85020099926,Earth and Planetary Sciences
1368,2-s2.0-85019565348,Earth and Planetary Sciences
1369,2-s2.0-85018361444,Earth and Planetary Sciences
1370,2-s2.0-85016041973,Earth and Planetary Sciences
1371,2-s2.0-85013269731,Earth and Planetary Sciences
1372,2-s2.0-85006839951,Earth and Planetary Sciences
1373,2-s2.0-84988000615,Earth and Planetary Sciences
1374,2-s2.0-84981513510,Earth and Planetary Sciences
1375,2-s2.0-85027694743,"Economics, Econometrics and Finance"
1376,2-s2.0-85026838334,"Economics, Econometrics and Finance"
1377,2-s2.0-85020307475,"Economics, Econometrics and Finance"
1378,2-s2.0-85014742131,"Economics, Econometrics and Finance"
1379,2-s2.0-85042699524,"Economics, Econometrics and Finance"
1380,2-s2.0-85020463194,"Economics, Econometrics and Finance"
1381,2-s2.0-85030672945,"Economics, Econometrics and Finance"
1382,2-s2.0-85015077340,"Economics, Econometrics and Finance"
1383,2-s2.0-85072768814,"Economics, Econometrics and Finance"
1384,2-s2.0-85016785863,"Economics, Econometrics and Finance"
1385,2-s2.0-85027096099,"Economics, Econometrics and Finance"
1386,2-s2.0-85020389443,"Economics, Econometrics and Finance"
1387,2-s2.0-85017293760,"Economics, Econometrics and Finance"
1388,2-s2.0-84937053705,"Economics, Econometrics and Finance"
1389,2-s2.0-85018750564,"Economics, Econometrics and Finance"
1390,2-s2.0-85016390274,"Economics, Econometrics and Finance"
1391,2-s2.0-84989213644,"Economics, Econometrics and Finance"
1392,2-s2.0-85027495308,"Economics, Econometrics and Finance"
1393,2-s2.0-84994660110,"Economics, Econometrics and Finance"
1394,2-s2.0-84984890251,"Economics, Econometrics and Finance"
1395,2-s2.0-84929430245,"Economics, Econometrics and Finance"
1396,2-s2.0-85007155295,"Economics, Econometrics and Finance"
1397,2-s2.0-84959461157,"Economics, Econometrics and Finance"
1398,2-s2.0-84980009982,"Economics, Econometrics and Finance"
1399,2-s2.0-85140132050,"Economics, Econometrics and Finance"
1400,2-s2.0-85088763118,"Economics, Econometrics and Finance"
1401,2-s2.0-85080810617,"Economics, Econometrics and Finance"
1402,2-s2.0-85079872439,"Economics, Econometrics and Finance"
1403,2-s2.0-85076068542,"Economics, Econometrics and Finance"
1404,2-s2.0-85052461732,"Economics, Econometrics and Finance"
1405,2-s2.0-85050280899,"Economics, Econometrics and Finance"
1406,2-s2.0-85049927932,"Economics, Econometrics and Finance"
1407,2-s2.0-85040314314,"Economics, Econometrics and Finance"
1408,2-s2.0-85040198561,"Economics, Econometrics and Finance"
1409,2-s2.0-85040172041,"Economics, Econometrics and Finance"
1410,2-s2.0-85040171410,"Economics, Econometrics and Finance"
1411,2-s2.0-85040167007,"Economics, Econometrics and Finance"
1412,2-s2.0-85033496227,"Economics, Econometrics and Finance"
1413,2-s2.0-85031701902,"Economics, Econometrics and Finance"
1414,2-s2.0-85029286477,"Economics, Econometrics and Finance"
1415,2-s2.0-85028957536,"Economics, Econometrics and Finance"
1416,2-s2.0-85028544528,"Economics, Econometrics and Finance"
1417,2-s2.0-85022063783,"Economics, Econometrics and Finance"
1418,2-s2.0-85021381710,"Economics, Econometrics and Finance"
1419,2-s2.0-85021257348,"Economics, Econometrics and Finance"
1420,2-s2.0-85020750583,"Economics, Econometrics and Finance"
1421,2-s2.0-85020456756,"Economics, Econometrics and Finance"
1422,2-s2.0-85019188408,"Economics, Econometrics and Finance"
1423,2-s2.0-85019137431,"Economics, Econometrics and Finance"
1424,2-s2.0-85019063775,"Economics, Econometrics and Finance"
1425,2-s2.0-85019002592,"Economics, Econometrics and Finance"
1426,2-s2.0-85018990284,"Economics, Econometrics and Finance"
1427,2-s2.0-85018989743,"Economics, Econometrics and Finance"
1428,2-s2.0-85016469604,"Economics, Econometrics and Finance"
1429,2-s2.0-85014193693,"Economics, Econometrics and Finance"
1430,2-s2.0-84990065755,"Economics, Econometrics and Finance"
1431,2-s2.0-0343899114,"Economics, Econometrics and Finance"
1432,2-s2.0-85046643512,Energy
1433,2-s2.0-85028376438,Energy
1434,2-s2.0-85045989546,Energy
1435,2-s2.0-85040704260,Energy
1436,2-s2.0-85037528847,Energy
1437,2-s2.0-85033572607,Energy
1438,2-s2.0-85027589981,Energy
1439,2-s2.0-85019629867,Energy
1440,2-s2.0-85043496148,Energy
1441,2-s2.0-85034589273,Energy
1442,2-s2.0-85034116791,Energy
1443,2-s2.0-85034045943,Energy
1444,2-s2.0-85028915029,Energy
1445,2-s2.0-85028055860,Energy
1446,2-s2.0-85018936868,Energy
1447,2-s2.0-85040107583,Energy
1448,2-s2.0-85039973646,Energy
1449,2-s2.0-85039959259,Energy
1450,2-s2.0-85039957331,Energy
1451,2-s2.0-85039953365,Energy
1452,2-s2.0-85029814049,Energy
1453,2-s2.0-85042655033,Energy
1454,2-s2.0-85025656408,Energy
1455,2-s2.0-85024123856,Energy
1456,2-s2.0-85030112873,Energy
1457,2-s2.0-85029381575,Energy
1458,2-s2.0-85027888210,Energy
1459,2-s2.0-85027347374,Energy
1460,2-s2.0-85023640954,Energy
1461,2-s2.0-85027833617,Energy
1462,2-s2.0-85016785863,Energy
1463,2-s2.0-85021179674,Energy
1464,2-s2.0-85019480651,Energy
1465,2-s2.0-85019151207,Energy
1466,2-s2.0-85026760969,Energy
1467,2-s2.0-85026730637,Energy
1468,2-s2.0-85021281194,Energy
1469,2-s2.0-85043991537,Energy
1470,2-s2.0-85043785215,Energy
1471,2-s2.0-85043776981,Energy
1472,2-s2.0-85043767219,Energy
1473,2-s2.0-85020640329,Energy
1474,2-s2.0-85019611990,Energy
1475,2-s2.0-85020552980,Energy
1476,2-s2.0-85020205697,Energy
1477,2-s2.0-85020316863,Energy
1478,2-s2.0-85017427630,Energy
1479,2-s2.0-84924131601,Energy
1480,2-s2.0-85014848973,Energy
1481,2-s2.0-85014813255,Energy
1482,2-s2.0-85006823026,Energy
1483,2-s2.0-85032349515,Energy
1484,2-s2.0-85010874962,Energy
1485,2-s2.0-85008512774,Energy
1486,2-s2.0-85008451523,Energy
1487,2-s2.0-85000502400,Energy
1488,2-s2.0-84994096890,Energy
1489,2-s2.0-84975302081,Energy
1490,2-s2.0-85011883202,Energy
1491,2-s2.0-85006699764,Energy
1492,2-s2.0-85028270382,Energy
1493,2-s2.0-84994716119,Energy
1494,2-s2.0-85018346645,Energy
1495,2-s2.0-85009412369,Energy
1496,2-s2.0-85014182749,Energy
1497,2-s2.0-85014163616,Energy
1498,2-s2.0-85085922019,Energy
1499,2-s2.0-85079872439,Energy
1500,2-s2.0-85073551609,Energy
1501,2-s2.0-85073497004,Energy
1502,2-s2.0-85052497447,Energy
1503,2-s2.0-85051709257,Energy
1504,2-s2.0-85050579817,Energy
1505,2-s2.0-85047752971,Energy
1506,2-s2.0-85042517867,Energy
1507,2-s2.0-85041546429,Energy
1508,2-s2.0-85041538295,Energy
1509,2-s2.0-85041536193,Energy
1510,2-s2.0-85041520590,Energy
1511,2-s2.0-85041512917,Energy
1512,2-s2.0-85040229760,Energy
1513,2-s2.0-85040018041,Energy
1514,2-s2.0-85039979385,Energy
1515,2-s2.0-85035244998,Energy
1516,2-s2.0-85035244226,Energy
1517,2-s2.0-85035239261,Energy
1518,2-s2.0-85035233145,Energy
1519,2-s2.0-85035229107,Energy
1520,2-s2.0-85035216393,Energy
1521,2-s2.0-85035214108,Energy
1522,2-s2.0-85035207890,Energy
1523,2-s2.0-85035206642,Energy
1524,2-s2.0-85034217773,Energy
1525,2-s2.0-85032723050,Energy
1526,2-s2.0-85032447173,Energy
1527,2-s2.0-85029658933,Energy
1528,2-s2.0-85029647893,Energy
1529,2-s2.0-85029640716,Energy
1530,2-s2.0-85029634318,Energy
1531,2-s2.0-85029620840,Energy
1532,2-s2.0-85029614013,Energy
1533,2-s2.0-85029435627,Energy
1534,2-s2.0-85029431668,Energy
1535,2-s2.0-85029429732,Energy
1536,2-s2.0-85029428350,Energy
1537,2-s2.0-85029419890,Energy
1538,2-s2.0-85026490096,Energy
1539,2-s2.0-85026415804,Energy
1540,2-s2.0-85022081353,Energy
1541,2-s2.0-85021425109,Energy
1542,2-s2.0-85021417300,Energy
1543,2-s2.0-85021113689,Energy
1544,2-s2.0-85020721196,Energy
1545,2-s2.0-85020705808,Energy
1546,2-s2.0-85020644237,Energy
1547,2-s2.0-85019867411,Energy
1548,2-s2.0-85017658777,Energy
1549,2-s2.0-85017427651,Energy
1550,2-s2.0-85017410159,Energy
1551,2-s2.0-85016795827,Energy
1552,2-s2.0-85016035069,Energy
1553,2-s2.0-85016009628,Energy
1554,2-s2.0-85015417452,Energy
1555,2-s2.0-85014863057,Energy
1556,2-s2.0-85014373255,Energy
1557,2-s2.0-85013218744,Energy
1558,2-s2.0-85013204473,Energy
1559,2-s2.0-85013194846,Energy
1560,2-s2.0-85013178203,Energy
1561,2-s2.0-85013157814,Energy
1562,2-s2.0-85013149482,Energy
1563,2-s2.0-85011286637,Energy
1564,2-s2.0-85010376008,Energy
1565,2-s2.0-85009851928,Energy
1566,2-s2.0-85009100547,Energy
1567,2-s2.0-85007492114,Energy
1568,2-s2.0-85007040250,Energy
1569,2-s2.0-85007005033,Energy
1570,2-s2.0-85040219312,Environmental Science
1571,2-s2.0-85042128472,Environmental Science
1572,2-s2.0-85040114563,Environmental Science
1573,2-s2.0-85032809262,Environmental Science
1574,2-s2.0-85029208129,Environmental Science
1575,2-s2.0-85019629867,Environmental Science
1576,2-s2.0-85018891443,Environmental Science
1577,2-s2.0-85018866825,Environmental Science
1578,2-s2.0-85015744326,Environmental Science
1579,2-s2.0-85036668130,Environmental Science
1580,2-s2.0-85017574096,Environmental Science
1581,2-s2.0-85026467782,Environmental Science
1582,2-s2.0-85019580319,Environmental Science
1583,2-s2.0-85034749575,Environmental Science
1584,2-s2.0-85032919230,Environmental Science
1585,2-s2.0-85032710237,Environmental Science
1586,2-s2.0-85031277030,Environmental Science
1587,2-s2.0-85028055860,Environmental Science
1588,2-s2.0-85026825336,Environmental Science
1589,2-s2.0-85018936868,Environmental Science
1590,2-s2.0-85043437005,Environmental Science
1591,2-s2.0-85032856887,Environmental Science
1592,2-s2.0-85031911705,Environmental Science
1593,2-s2.0-85029742136,Environmental Science
1594,2-s2.0-85026308072,Environmental Science
1595,2-s2.0-85025656408,Environmental Science
1596,2-s2.0-85021653819,Environmental Science
1597,2-s2.0-85020890383,Environmental Science
1598,2-s2.0-85072768814,Environmental Science
1599,2-s2.0-85066815325,Environmental Science
1600,2-s2.0-85042352286,Environmental Science
1601,2-s2.0-85034654488,Environmental Science
1602,2-s2.0-85025825788,Environmental Science
1603,2-s2.0-85022207227,Environmental Science
1604,2-s2.0-85019424490,Environmental Science
1605,2-s2.0-84983507429,Environmental Science
1606,2-s2.0-85028024928,Environmental Science
1607,2-s2.0-85021245434,Environmental Science
1608,2-s2.0-85020875298,Environmental Science
1609,2-s2.0-85019568067,Environmental Science
1610,2-s2.0-85040620965,Environmental Science
1611,2-s2.0-85019480651,Environmental Science
1612,2-s2.0-85025686173,Environmental Science
1613,2-s2.0-85019223156,Environmental Science
1614,2-s2.0-84991508508,Environmental Science
1615,2-s2.0-85026760969,Environmental Science
1616,2-s2.0-85026730637,Environmental Science
1617,2-s2.0-85020703743,Environmental Science
1618,2-s2.0-85118788235,Environmental Science
1619,2-s2.0-85034973772,Environmental Science
1620,2-s2.0-85024495162,Environmental Science
1621,2-s2.0-85024494583,Environmental Science
1622,2-s2.0-85024481152,Environmental Science
1623,2-s2.0-85015422761,Environmental Science
1624,2-s2.0-84989831761,Environmental Science
1625,2-s2.0-85043991537,Environmental Science
1626,2-s2.0-85043785215,Environmental Science
1627,2-s2.0-85043776981,Environmental Science
1628,2-s2.0-85043767219,Environmental Science
1629,2-s2.0-85036589103,Environmental Science
1630,2-s2.0-85029042071,Environmental Science
1631,2-s2.0-85020863185,Environmental Science
1632,2-s2.0-85020456674,Environmental Science
1633,2-s2.0-85017449346,Environmental Science
1634,2-s2.0-85017138354,Environmental Science
1635,2-s2.0-85017132684,Environmental Science
1636,2-s2.0-85015791870,Environmental Science
1637,2-s2.0-85008144312,Environmental Science
1638,2-s2.0-85006355741,Environmental Science
1639,2-s2.0-84992739291,Environmental Science
1640,2-s2.0-84980329240,Environmental Science
1641,2-s2.0-85019917255,Environmental Science
1642,2-s2.0-85019889916,Environmental Science
1643,2-s2.0-84984706715,Environmental Science
1644,2-s2.0-85020205697,Environmental Science
1645,2-s2.0-84982307013,Environmental Science
1646,2-s2.0-85019893268,Environmental Science
1647,2-s2.0-85018430636,Environmental Science
1648,2-s2.0-85018364196,Environmental Science
1649,2-s2.0-85013162277,Environmental Science
1650,2-s2.0-85012253709,Environmental Science
1651,2-s2.0-85014564504,Environmental Science
1652,2-s2.0-85020268513,Environmental Science
1653,2-s2.0-85014848973,Environmental Science
1654,2-s2.0-85014813255,Environmental Science
1655,2-s2.0-85014114721,Environmental Science
1656,2-s2.0-85013751948,Environmental Science
1657,2-s2.0-85013480638,Environmental Science
1658,2-s2.0-85007331123,Environmental Science
1659,2-s2.0-85007179642,Environmental Science
1660,2-s2.0-85006823026,Environmental Science
1661,2-s2.0-85019044269,Environmental Science
1662,2-s2.0-85019026070,Environmental Science
