source,target,weight
Oman,Tunisia,7
Nicaragua,Peru,7
Botswana,Jamaica,7
Belgium,Mauritius,7
Belgium,Mozambique,7
Egypt,Mali,7
Belgium,Nepal,7
Estonia,Senegal,7
Angola,Pakistan,7
Angola,Iraq,7
Benin,Singapore,7
Liberia,Turkey,7
Mali,South Korea,7
Botswana,Israel,7
Algeria,Jamaica,7
Benin,Serbia,7
Hong Kong,Paraguay,7
Bosnia and Herzegovina,Colombia,7
Egypt,Nicaragua,7
Estonia,Kenya,7
Denmark,Mauritius,7
Democratic Republic Congo,Zambia,7
Haiti,Iraq,7
El Salvador,Turkey,7
Jamaica,Philippines,7
Benin,Bulgaria,7
Denmark,State of Libya,7
Palestine,Saudi Arabia,7
Bosnia and Herzegovina,South Africa,7
Mauritius,Netherlands,7
India,Trinidad and Tobago,7
Dominican Republic,Ireland,7
Denmark,Togo,7
Cape Verde,Japan,7
Bosnia and Herzegovina,Poland,7
Dominican Republic,Iraq,7
Bosnia and Herzegovina,Norway,7
Malta,Slovenia,7
Slovakia,Zambia,7
Panama,Peru,7
Peru,State of Libya,7
Israel,Syrian Arab Republic,7
Algeria,Uzbekistan,7
Jamaica,New Zealand,7
South Korea,Togo,7
El Salvador,Germany,7
Dominican Republic,Slovenia,7
Denmark,Mozambique,7
Dominican Republic,Slovakia,7
Pakistan,Swaziland,7
Ghana,Nicaragua,7
Malta,New Zealand,7
Uganda,Venezuela,7
Cape Verde,Mexico,7
Pakistan,Timor Leste,7
South Korea,Trinidad and Tobago,7
Denmark,Panama,7
Slovakia,Uzbekistan,7
Ghana,Oman,7
Cameroon,Zambia,7
Benin,Ecuador,7
Denmark,Puerto Rico,7
Niger,Ukraine,7
Bosnia and Herzegovina,Viet Nam,7
Angola,Australia,7
Ghana,Mali,7
El Salvador,Pakistan,7
Algeria,Iraq,7
Ecuador,Sierra Leone,7
Paraguay,Yemen,7
Cape Verde,Sweden,7
Colombia,Gambia,7
South Africa,Syrian Arab Republic,7
Norway,Puerto Rico,7
New Zealand,Venezuela,7
Ghana,United Arab Emirates,7
Belgium,El Salvador,7
Lebanon,North Macedonia,7
Democratic Republic Congo,Slovakia,7
Democratic Republic Congo,Slovenia,7
Bolivia,Iraq,7
Democratic Republic Congo,Rwanda,7
Egypt,Haiti,7
Ethiopia,Hong Kong,7
Ecuador,Nicaragua,7
Slovenia,Zambia,7
Ghana,Malawi,7
Botswana,Mexico,7
Belgium,Cape Verde,7
Cameroon,Philippines,7
Afghanistan,Netherlands,7
Democratic Republic Congo,Sri Lanka,7
North Macedonia,Viet Nam,7
Lebanon,Viet Nam,7
New Zealand,Tanzania,7
Hong Kong,Sudan,7
Ecuador,State of Libya,7
Ireland,Zambia,7
Egypt,Kyrgyzstan,7
Cape Verde,Singapore,7
Bolivia,Slovenia,7
Cuba,Iran,6
Egypt,Zimbabwe,6
Guatemala,Sweden,6
Bolivia,Latvia,6
Jamaica,Kenya,6
Burkina Faso,Uganda,6
Benin,Ethiopia,6
Cote d'Ivoire,Iran,6
Austria,Trinidad and Tobago,6
Madagascar,Peru,6
Ecuador,Rwanda,6
Haiti,Netherlands,6
Liberia,South Korea,6
Bolivia,Lithuania,6
Spain,Swaziland,6
Kuwait,Lebanon,6
Burkina Faso,Portugal,6
Ecuador,Senegal,6
Mozambique,Sierra Leone,6
Algeria,Zambia,6
Palestine,Uganda,6
Dominican Republic,Ethiopia,6
Cuba,Kenya,6
Sierra Leone,Uruguay,6
Burundi,Canada,6
Belize,Saudi Arabia,6
Jamaica,Jamaica,6
Slovenia,Tanzania,6
Mauritania,Morocco,6
Benin,Ghana,6
Afghanistan,Kenya,6
Lithuania,Tunisia,6
Norway,Togo,6
Israel,Togo,6
Costa Rica,Paraguay,6
Iran,State of Libya,6
Russian Federation,Rwanda,6
Somalia,Thailand,6
Mozambique,Paraguay,6
Dominican Republic,Qatar,6
Bosnia and Herzegovina,New Zealand,6
Albania,Philippines,6
Benin,Czech Republic,6
Germany,Laos,6
Cambodia,Jordan,6
Cameroon,Uruguay,6
Albania,Croatia,6
Azerbaijan,Latvia,6
Argentina,Montenegro,6
Palestine,Senegal,6
Azerbaijan,Ethiopia,6
El Salvador,Netherlands,6
Bolivia,Cambodia,6
Belize,South Africa,6
Qatar,Zambia,6
Azerbaijan,Ghana,6
Albania,Czech Republic,6
Dominican Republic,Greece,6
Uganda,Uruguay,6
Uruguay,Yemen,6
Azerbaijan,Kenya,6
France,Togo,6
Honduras,Peru,6
Zambia,Zambia,6
Kazakhstan,Palestine,6
Malta,South Africa,6
Greece,Mongolia,6
Cuba,Finland,6
Mongolia,Nepal,6
Palestine,Philippines,6
Cuba,Czech Republic,6
Iran,Zimbabwe,6
Chile,Myanmar,6
Angola,Spain,6
Greece,Malawi,6
Albania,New Zealand,6
Ecuador,Venezuela,6
Burkina Faso,South Korea,6
Mozambique,South Korea,6
Spain,Timor Leste,6
El Salvador,Iran,6
Tanzania,Zambia,6
Azerbaijan,Lithuania,6
Kuwait,Netherlands,6
Cote d'Ivoire,Israel,6
Cape Verde,Israel,6
El Salvador,Italy,6
Ecuador,Sudan,6
Madagascar,Spain,6
Germany,Guatemala,6
Argentina,Panama,6
Moldova,Taiwan,6
Dominican Republic,Serbia,6
Saudi Arabia,Tanzania,6
Ecuador,Iceland,6
Kenya,Somalia,6
Luxembourg,United Arab Emirates,6
Rwanda,Senegal,6
Mongolia,Serbia,6
Cambodia,Germany,6
Ecuador,Mongolia,6
Iceland,Lebanon,6
Macau,Macau,6
Armenia,Ethiopia,6
Montenegro,Netherlands,6
Slovenia,Venezuela,6
Colombia,Democratic Republic Congo,6
Singapore,Togo,6
Australia,Laos,6
Cambodia,Greece,6
Bosnia and Herzegovina,Ecuador,6
Egypt,Panama,6
Russian Federation,Zimbabwe,6
Italy,Togo,6
Montenegro,Slovakia,6
Canada,Guyana,6
Iceland,Latvia,6
Lebanon,Zambia,6
Oman,United Arab Emirates,6
Italy,Myanmar,6
Viet Nam,Zambia,6
Kuwait,United Arab Emirates,6
Rwanda,Tanzania,6
Chad,Peru,6
North Macedonia,Sudan,6
Benin,Tunisia,6
North Macedonia,Sri Lanka,6
Bolivia,Uganda,6
Cambodia,Egypt,6
Benin,Sudan,6
Oman,Uganda,6
Afghanistan,Norway,6
Benin,Uganda,6
Ghana,Syrian Arab Republic,6
Mongolia,Slovakia,6
Luxembourg,South Africa,6
Haiti,Norway,6
Rwanda,Zambia,6
Ecuador,Jamaica,6
Mongolia,Uganda,6
Mauritania,Uganda,6
Canada,Liberia,6
Luxembourg,Macau,6
Mauritania,Poland,6
Kenya,Mauritius,6
Burundi,Russian Federation,6
Uzbekistan,Zambia,6
Croatia,Iceland,6
Albania,Ghana,6
Austria,Benin,6
Germany,Nicaragua,6
Benin,Kenya,6
Mauritania,Singapore,6
Lithuania,United Arab Emirates,6
Turkey,Zimbabwe,6
Gabon,Spain,6
Mauritania,Mozambique,6
Morocco,Tunisia,6
Cambodia,Myanmar,6
Russian Federation,Togo,6
Benin,Iran,6
Chile,Mauritania,6
Bolivia,Nepal,6
Mexico,Togo,6
Ghana,Togo,6
Senegal,Zambia,6
Cambodia,Ethiopia,6
Bolivia,Mozambique,6
Morocco,Venezuela,6
Iran,Rwanda,6
Bolivia,Mongolia,6
Armenia,Azerbaijan,6
Burundi,Italy,6
Pakistan,Sierra Leone,6
Slovenia,Uzbekistan,6
Mauritania,Serbia,6
Mauritania,New Zealand,6
Iran,Kyrgyzstan,6
Costa Rica,Tunisia,6
Chad,South Korea,6
Dominican Republic,Zambia,6
Albania,Cameroon,6
Croatia,Jamaica,6
Cape Verde,China,6
Iran,Malawi,6
Benin,Morocco,6
Albania,Kenya,6
Kyrgyzstan,Nepal,6
Morocco,Panama,6
Bolivia,Paraguay,6
Kenya,Togo,6
Bosnia and Herzegovina,Indonesia,6
Kenya,Latvia,6
Afghanistan,Mexico,6
Gabon,Turkey,6
Chad,Iran,6
Mauritania,Ukraine,6
China,Laos,6
El Salvador,Russian Federation,6
Albania,Algeria,6
Bangladesh,Haiti,6
Cape Verde,Philippines,6
Botswana,Ghana,6
Afghanistan,France,6
Bangladesh,Kyrgyzstan,6
Bangladesh,Macau,6
Nicaragua,Russian Federation,6
Nepal,Yemen,6
Guatemala,Kenya,6
Fiji,Switzerland,6
Paraguay,Tunisia,6
Brunei Darussalam,Switzerland,6
Colombia,Venezuela,6
Haiti,Uganda,6
Philippines,Uzbekistan,6
Czech Republic,Mali,6
Ireland,Jamaica,6
Czech Republic,Mongolia,6
Belgium,Moldova,6
Netherlands,Sierra Leone,6
Haiti,Haiti,6
Central African Republic,France,6
Paraguay,Uruguay,6
Mexico,Nicaragua,6
Botswana,Kazakhstan,6
Ireland,Mongolia,6
Algeria,Malawi,6
Mali,Uganda,6
Argentina,Cote d'Ivoire,6
Bangladesh,Guatemala,6
Jamaica,Ukraine,6
Nepal,Oman,6
Belize,Chile,6
Poland,Tanzania,6
Israel,Mauritania,6
Bahrain,Ukraine,6
Malaysia,Mauritius,6
Nepal,Paraguay,6
Bulgaria,Panama,6
Paraguay,Slovakia,6
Bulgaria,Oman,6
Finland,Malawi,6
Bahrain,Viet Nam,6
Bulgaria,Niger,6
Afghanistan,Italy,6
Bangladesh,Bolivia,6
Cyprus,Uganda,6
Cape Verde,Norway,6
Nepal,Qatar,6
Afghanistan,Sweden,6
Afghanistan,Israel,6
Botswana,Finland,6
Botswana,France,6
Bulgaria,Macau,6
Central African Republic,Japan,6
Nicaragua,Norway,6
Netherlands,Trinidad and Tobago,6
Bahrain,Sri Lanka,6
New Zealand,Paraguay,6
Belgium,Belize,6
Ethiopia,Qatar,6
Afghanistan,Ghana,6
Democratic Republic Congo,Latvia,6
Ireland,Tanzania,6
Belarus,Uruguay,6
Democratic Republic Congo,Malawi,6
New Zealand,Rwanda,6
Mali,Morocco,6
Ireland,Syrian Arab Republic,6
Ghana,Jamaica,6
Belarus,United Arab Emirates,6
Belarus,Uganda,6
Botswana,Slovakia,6
Algeria,Estonia,6
Ireland,Senegal,6
Algeria,Ethiopia,6
Belarus,Paraguay,6
Afghanistan,Singapore,6
Ethiopia,Mali,6
Belarus,Tunisia,6
Ethiopia,Malawi,6
Japan,Mauritius,6
Botswana,Portugal,6
Mauritius,Sweden,6
Ethiopia,Rwanda,6
Ethiopia,Georgia,6
Federated States of Micronesia,United States,6
Belgium,Cameroon,6
Cameroon,Mauritania,6
Latvia,Sudan,6
Estonia,Tunisia,6
Ethiopia,Venezuela,6
Ethiopia,Uzbekistan,6
Bangladesh,Togo,6
Cameroon,Portugal,6
Ethiopia,United Arab Emirates,6
Czech Republic,State of Libya,6
Czech Republic,Sudan,6
Algeria,Iceland,6
Belgium,Guatemala,6
Ireland,Venezuela,6
Democratic Republic Congo,Tunisia,6
Czech Republic,Venezuela,6
Ethiopia,Taiwan,6
Trinidad and Tobago,Turkey,6
Philippines,Tanzania,6
Malaysia,Venezuela,6
Czech Republic,Yemen,6
Ethiopia,State of Libya,6
Peru,Qatar,6
New Zealand,Uruguay,6
Philippines,Rwanda,6
Belarus,Ethiopia,6
Botswana,Czech Republic,6
Armenia,Mongolia,6
Chile,Togo,6
France,French Guiana,6
Israel,Panama,6
Algeria,Slovenia,6
Cameroon,Cameroon,6
Chile,Syrian Arab Republic,6
Myanmar,Russian Federation,6
Jordan,Mozambique,6
Belize,Israel,6
Slovakia,Venezuela,6
Panama,Saudi Arabia,6
Bahrain,Latvia,6
Mauritius,Mexico,6
Azerbaijan,Uganda,6
Mauritius,Saudi Arabia,6
Mozambique,Yemen,6
Burkina Faso,Iran,6
Malawi,Russian Federation,6
Cuba,Poland,6
Bahrain,Indonesia,6
Costa Rica,Jordan,6
Albania,Romania,6
Cameroon,Cote d'Ivoire,6
Argentina,Kuwait,6
Bahrain,Dominican Republic,6
Mauritius,Norway,6
Portugal,Trinidad and Tobago,6
Cuba,Taiwan,6
Belize,Mexico,6
Afghanistan,Chile,6
Cape Verde,Malaysia,6
Cuba,Uganda,6
Liberia,Thailand,6
Lithuania,Nepal,6
France,Kyrgyzstan,6
Portugal,Venezuela,6
Cuba,Ukraine,6
Albania,Slovakia,6
Portugal,Tanzania,6
Panama,Singapore,6
Panama,Poland,6
Cameroon,Sri Lanka,6
Argentina,Haiti,6
Azerbaijan,Singapore,6
Jamaica,Uganda,6
Jordan,Tunisia,6
Niger,Peru,6
Denmark,Myanmar,6
Belize,France,6
Costa Rica,Estonia,6
Afghanistan,Russian Federation,6
Israel,Myanmar,6
Papua New Guinea,Spain,6
Azerbaijan,Qatar,6
Bahrain,Qatar,6
Cyprus,Kazakhstan,6
Cape Verde,Lebanon,6
Cuba,New Zealand,6
Cameroon,Slovakia,6
Belize,Ghana,6
Sweden,Togo,6
Jordan,Yemen,6
France,Nicaragua,6
Finland,Oman,6
Argentina,Mauritania,6
Estonia,Ghana,6
Malawi,Poland,6
Costa Rica,Latvia,6
Namibia,South Africa,6
Argentina,Guatemala,6
Bahrain,Nepal,6
Argentina,Niger,5
Taiwan,Tanzania,5
Slovakia,Trinidad and Tobago,5
State of Libya,Yemen,5
Haiti,Italy,5
Afghanistan,Uganda,5
Albania,Democratic Republic Congo,5
Greece,Trinidad and Tobago,5
Slovenia,State of Libya,5
Guatemala,Uganda,5
Angola,Turkey,5
Afghanistan,Myanmar,5
Afghanistan,Zambia,5
Hong Kong,Zambia,5
Algeria,Syrian Arab Republic,5
Ghana,Yemen,5
Taiwan,Zambia,5
Togo,Uganda,5
Afghanistan,Ukraine,5
Argentina,Central African Republic,5
Iceland,Indonesia,5
Algeria,Democratic Republic Congo,5
State of Libya,Uganda,5
Haiti,Israel,5
Hong Kong,Uzbekistan,5
Togo,Ukraine,5
Albania,Paraguay,5
Spain,Trinidad and Tobago,5
Algeria,Sudan,5
Guatemala,Singapore,5
Haiti,Sweden,5
Togo,Zambia,5
Sierra Leone,Viet Nam,5
Sri Lanka,Zambia,5
Greece,Mozambique,5
Argentina,Kyrgyzstan,5
Afghanistan,Philippines,5
Afghanistan,New Zealand,5
Algeria,Croatia,5
South Korea,Tanzania,5
Viet Nam,Yemen,5
Germany,Mali,5
Argentina,Honduras,5
Albania,Yemen,5
Albania,Zambia,5
Ghana,Guatemala,5
Timor Leste,Turkey,5
Guatemala,Philippines,5
Guatemala,Zambia,5
Singapore,Trinidad and Tobago,5
South Korea,South Sudan,5
Timor Leste,United Kingdom,5
Algeria,Armenia,5
Albania,Morocco,5
Algeria,Azerbaijan,5
Algeria,Latvia,5
Angola,Peru,5
India,Liberia,5
Swaziland,United Kingdom,5
Guatemala,Saudi Arabia,5
Albania,Tunisia,5
Afghanistan,Czech Republic,5
Algeria,Mongolia,5
Albania,Uganda,5
Germany,Niger,5
Argentina,Trinidad and Tobago,5
Uzbekistan,Viet Nam,5
Ghana,Myanmar,5
Algeria,Rwanda,5
Algeria,Qatar,5
Slovenia,Uruguay,5
Slovakia,Syrian Arab Republic,5
Honduras,Iran,5
Syrian Arab Republic,Ukraine,5
Armenia,Bosnia and Herzegovina,5
Albania,Sri Lanka,5
United Arab Emirates,Uruguay,5
Afghanistan,Saudi Arabia,5
Ghana,Panama,5
Hungary,Malawi,5
Uzbekistan,Venezuela,5
Guatemala,Hong Kong,5
Tunisia,Yemen,5
Afghanistan,Iran,5
Singapore,Zimbabwe,5
Slovakia,Tanzania,5
Tunisia,Zambia,5
Guinea-Bissau,Norway,5
Guyana,South Korea,5
Slovakia,Yemen,5
Indonesia,Kuwait,5
Haiti,Mexico,5
Ghana,Sierra Leone,5
Guinea-Bissau,Netherlands,5
Guatemala,Iran,5
Syrian Arab Republic,Uzbekistan,5
Singapore,Syrian Arab Republic,5
Afghanistan,Sri Lanka,5
Albania,Slovenia,5
Albania,Benin,5
Iceland,Romania,5
Ghana,Mauritania,5
Taiwan,Zimbabwe,5
Algeria,Venezuela,5
Ghana,Haiti,5
Sudan,Tunisia,5
Algeria,Bosnia and Herzegovina,5
Guatemala,Russian Federation,5
Guinea-Bissau,Kenya,5
Angola,United Kingdom,5
Swaziland,Turkey,5
Zambia,Zimbabwe,5
Nepal,Uganda,5
Czech Republic,Malawi,5
Netherlands,Panama,5
Cameroon,Tunisia,5
Brunei Darussalam,Netherlands,5
Netherlands,Seychelles,5
Netherlands,Somalia,5
Czech Republic,Papua New Guinea,5
Brunei Darussalam,Canada,5
Brunei Darussalam,Bulgaria,5
Czech Republic,Rwanda,5
Brazil,Kyrgyzstan,5
Czech Republic,Togo,5
Brazil,Honduras,5
Mauritania,Viet Nam,5
Democratic Republic Congo,Dominican Republic,5
Brazil,Chad,5
Cameroon,Uzbekistan,5
Brazil,Central African Republic,5
Democratic Republic Congo,Georgia,5
Botswana,Ukraine,5
Democratic Republic Congo,Jamaica,5
Democratic Republic Congo,Kazakhstan,5
Cameroon,Venezuela,5
Botswana,Sri Lanka,5
Brunei Darussalam,Russian Federation,5
Brunei Darussalam,Ukraine,5
Democratic Republic Congo,North Macedonia,5
Bulgaria,Cameroon,5
Burkina Faso,Finland,5
Burkina Faso,Ethiopia,5
Myanmar,Ukraine,5
Cyprus,Macau,5
Cameroon,Slovenia,5
Burkina Faso,Dominican Republic,5
Burkina Faso,Czech Republic,5
Colombia,Tanzania,5
Japan,Venezuela,5
Mauritius,Portugal,5
Bulgaria,Zambia,5
Bulgaria,Mongolia,5
Cyprus,Viet Nam,5
Nepal,Rwanda,5
Bulgaria,Mauritania,5
Bulgaria,Liberia,5
Bulgaria,Iceland,5
Nepal,Sudan,5
Bulgaria,Fiji,5
Bulgaria,Cuba,5
Armenia,Mozambique,5
Mauritania,Zambia,5
Czech Republic,Jamaica,5
Japan,Moldova,5
Botswana,Senegal,5
Jordan,Mongolia,5
Niger,Serbia,5
Jamaica,Sri Lanka,5
Mauritania,Paraguay,5
Bosnia and Herzegovina,Romania,5
Bosnia and Herzegovina,Philippines,5
Denmark,Zimbabwe,5
Jamaica,Slovakia,5
Bosnia and Herzegovina,Pakistan,5
Colombia,Dominican Republic,5
Dominican Republic,Hong Kong,5
Bosnia and Herzegovina,North Macedonia,5
Dominican Republic,Jamaica,5
Dominican Republic,Latvia,5
Dominican Republic,Lithuania,5
Liberia,Russian Federation,5
Dominican Republic,Malawi,5
Dominican Republic,Mongolia,5
Dominican Republic,Morocco,5
Dominican Republic,Mozambique,5
Jamaica,Morocco,5
Cape Verde,Finland,5
Cape Verde,Ghana,5
Dominican Republic,North Macedonia,5
Cape Verde,Kenya,5
Bosnia and Herzegovina,United Arab Emirates,5
Niger,Poland,5
Cameroon,Yemen,5
Denmark,Nicaragua,5
Botswana,Poland,5
Canada,Gabon,5
New Zealand,Sudan,5
New Zealand,Syrian Arab Republic,5
New Zealand,Togo,5
Botswana,Mozambique,5
Japan,Laos,5
New Zealand,Yemen,5
Democratic Republic Congo,Uzbekistan,5
Democratic Republic Congo,Yemen,5
Democratic Republic Congo,Zimbabwe,5
Denmark,Guatemala,5
Jamaica,Uzbekistan,5
Denmark,Haiti,5
Botswana,Hungary,5
Mauritania,Sweden,5
Botswana,Greece,5
Nicaragua,Sweden,5
Nicaragua,Uganda,5
Nicaragua,Viet Nam,5
Lebanon,Venezuela,5
Denmark,Mauritania,5
Denmark,Montenegro,5
Myanmar,Uganda,5
Mauritius,South Africa,5
Dominican Republic,Rwanda,5
Cote d'Ivoire,Mozambique,5
Cote d'Ivoire,Netherlands,5
Mongolia,Senegal,5
Cambodia,Ghana,5
Cote d'Ivoire,Portugal,5
Costa Rica,Lithuania,5
Mexico,Sierra Leone,5
Kenya,Seychelles,5
Cote d'Ivoire,Slovakia,5
Mongolia,Slovenia,5
Cameroon,Croatia,5
Laos,Netherlands,5
Laos,Norway,5
Costa Rica,Dominican Republic,5
Costa Rica,Democratic Republic Congo,5
Mongolia,Sri Lanka,5
Mongolia,Tanzania,5
Cameroon,Finland,5
Kenya,Oman,5
Kenya,Nepal,5
Mongolia,Uzbekistan,5
Mongolia,Zambia,5
Croatia,Dominican Republic,5
Croatia,El Salvador,5
Mongolia,Rwanda,5
Cote d'Ivoire,Malaysia,5
Latvia,Mozambique,5
Mongolia,Romania,5
Costa Rica,Oman,5
Costa Rica,Qatar,5
Cambodia,Tanzania,5
Kyrgyzstan,Mexico,5
Cambodia,Portugal,5
Cambodia,Peru,5
Costa Rica,Sri Lanka,5
Mexico,Zimbabwe,5
Kyrgyzstan,Peru,5
Kyrgyzstan,Philippines,5
Kyrgyzstan,Poland,5
Kyrgyzstan,Portugal,5
Kyrgyzstan,Russian Federation,5
Kuwait,South Africa,5
Mongolia,Myanmar,5
Cote d'Ivoire,Czech Republic,5
Cote d'Ivoire,Egypt,5
Cote d'Ivoire,Finland,5
Kuwait,Philippines,5
Cambodia,Kenya,5
Cote d'Ivoire,Hungary,5
Kyrgyzstan,Switzerland,5
Cote d'Ivoire,Kazakhstan,5
Cameroon,Guinea,5
Burundi,Peru,5
Myanmar,Saudi Arabia,5
Cuba,Ecuador,5
Cameroon,Paraguay,5
Kazakhstan,Oman,5
Cuba,Ireland,5
Lebanon,Palestine,5
Burkina Faso,Poland,5
Burkina Faso,Philippines,5
Cuba,Lebanon,5
Kazakhstan,Lithuania,5
Lebanon,Paraguay,5
Mozambique,Uzbekistan,5
Jordan,Tanzania,5
Mozambique,Venezuela,5
Burkina Faso,New Zealand,5
Cuba,Philippines,5
Colombia,Zambia,5
Cuba,Serbia,5
Cuba,Slovakia,5
Cuba,Slovenia,5
Jordan,Qatar,5
Mauritius,South Korea,5
Cameroon,Romania,5
Myanmar,Qatar,5
Cuba,Zambia,5
Cuba,Ethiopia,5
Cuba,Dominican Republic,5
Cameroon,Jamaica,5
Cuba,Democratic Republic Congo,5
Mexico,Niger,5
Burundi,New Zealand,5
Cameroon,Lebanon,5
Cameroon,Mali,5
Kenya,Laos,5
Congo,Norway,5
Morocco,Rwanda,5
Congo,Netherlands,5
Croatia,Mongolia,5
Croatia,Namibia,5
Congo,Kenya,5
Lebanon,Macau,5
Morocco,Uzbekistan,5
Lebanon,Malta,5
Kazakhstan,Trinidad and Tobago,5
Burkina Faso,Viet Nam,5
Lebanon,Mongolia,5
Burkina Faso,Ukraine,5
Mozambique,Rwanda,5
Mozambique,Slovenia,5
Croatia,Uruguay,5
Burkina Faso,Singapore,5
Croatia,Zambia,5
Dominican Republic,Romania,5
Mexico,Trinidad and Tobago,5
Dominican Republic,Sri Lanka,5
Dominican Republic,Sudan,5
Belarus,Yemen,5
Austria,Botswana,5
Ethiopia,Jamaica,5
Austria,Cameroon,5
Ireland,State of Libya,5
Peru,Swaziland,5
Belarus,State of Libya,5
Macau,Slovakia,5
Malaysia,Nicaragua,5
Belarus,Singapore,5
Israel,Nicaragua,5
Peru,Syrian Arab Republic,5
Peru,Timor Leste,5
Ireland,Rwanda,5
Peru,Trinidad and Tobago,5
Ethiopia,Panama,5
Austria,Cote d'Ivoire,5
Russian Federation,Trinidad and Tobago,5
Austria,Jamaica,5
Ireland,Namibia,5
Central African Republic,Mexico,5
Lithuania,Malawi,5
Belgium,Central African Republic,5
Macau,Saudi Arabia,5
Papua New Guinea,Turkey,5
Indonesia,Trinidad and Tobago,5
Maldives,South Korea,5
Macau,Romania,5
Azerbaijan,Cameroon,5
Israel,Mali,5
Paraguay,Sri Lanka,5
Estonia,Mozambique,5
Gambia,Turkey,5
Gambia,South Africa,5
Central African Republic,Iran,5
Austria,Bahrain,5
Paraguay,Tanzania,5
Belgium,Myanmar,5
Iran,Nicaragua,5
Paraguay,Viet Nam,5
Belgium,Kyrgyzstan,5
Ireland,Yemen,5
Paraguay,Zambia,5
Central African Republic,Peru,5
Fiji,India,5
Fiji,Israel,5
Bahrain,Kazakhstan,5
Madagascar,Turkey,5
Central African Republic,Switzerland,5
Bahrain,Hungary,5
Austria,Tanzania,5
Bahrain,Ethiopia,5
Azerbaijan,Uzbekistan,5
Malawi,Morocco,5
Iran,Togo,5
France,Mali,5
France,Moldova,5
Romania,Tanzania,5
Qatar,Uganda,5
Qatar,Venezuela,5
Azerbaijan,Jordan,5
Azerbaijan,Estonia,5
Azerbaijan,Dominican Republic,5
Azerbaijan,Democratic Republic Congo,5
Malawi,New Zealand,5
Azerbaijan,Cyprus,5
Finland,Zambia,5
Bahrain,Kenya,5
Ireland,Malawi,5
Finland,Trinidad and Tobago,5
Fiji,Russian Federation,5
Gabon,Peru,5
Fiji,Ukraine,5
Iraq,United Arab Emirates,5
Bangladesh,Gabon,5
Malawi,Ukraine,5
Bangladesh,Central African Republic,5
Bangladesh,Bosnia and Herzegovina,5
Bahrain,Uzbekistan,5
Bahrain,United Arab Emirates,5
Central African Republic,Russian Federation,5
Bahrain,Russian Federation,5
Poland,Venezuela,5
Central African Republic,South Korea,5
Austria,Panama,5
Bahrain,Mongolia,5
Romania,Zambia,5
Portugal,Rwanda,5
Finland,Tanzania,5
Maldives,United Kingdom,5
Israel,Mauritius,5
Mali,Mauritania,5
Bolivia,Cote d'Ivoire,5
Mali,Switzerland,5
Norway,Paraguay,5
Bolivia,Iran,5
Norway,Seychelles,5
Serbia,Venezuela,5
Ecuador,Syrian Arab Republic,5
Mali,Sweden,5
Norway,Somalia,5
Oman,Pakistan,5
Ecuador,Panama,5
Mali,Sri Lanka,5
Chad,Russian Federation,5
Bhutan,Germany,5
Papua New Guinea,Peru,5
Aruba,France,5
Oman,Qatar,5
Mali,Singapore,5
Benin,Sri Lanka,5
Indonesia,Oman,5
Ecuador,Palestine,5
Aruba,Japan,5
Malta,Nigeria,5
Armenia,Namibia,5
Nigeria,Trinidad and Tobago,5
Chad,Turkey,5
Bosnia and Herzegovina,Kazakhstan,5
Dominican Republic,Tunisia,5
Dominican Republic,Venezuela,5
Malta,Romania,5
Bosnia and Herzegovina,Czech Republic,5
Italy,Syrian Arab Republic,5
Mali,Ukraine,5
Chile,Cote d'Ivoire,5
Ecuador,Malawi,5
Ecuador,Mauritania,5
Bolivia,Rwanda,5
Mali,Uruguay,5
Ecuador,Myanmar,5
Georgia,Zambia,5
Bolivia,Palestine,5
Oman,Ukraine,5
Romania,Sudan,5
Mali,Serbia,5
Panama,Sri Lanka,5
El Salvador,Switzerland,5
Pakistan,Syrian Arab Republic,5
Benin,Dominican Republic,5
El Salvador,Sweden,5
Benin,Croatia,5
Benin,Cameroon,5
Mali,New Zealand,5
Liberia,Ukraine,5
Rwanda,Sri Lanka,5
Palestine,Peru,5
China,Mauritius,5
Mali,Poland,5
Rwanda,Slovenia,5
Israel,Trinidad and Tobago,5
Palestine,Uruguay,5
El Salvador,Peru,5
Cape Verde,South Africa,5
Macau,Nigeria,5
Rwanda,Slovakia,5
Mali,Netherlands,5
Panama,Sudan,5
Benin,Slovenia,5
Benin,Slovakia,5
Egypt,Niger,5
Saudi Arabia,Togo,5
Georgia,North Macedonia,5
Israel,Niger,5
Rwanda,Uzbekistan,5
Benin,Romania,5
Benin,New Zealand,5
Rwanda,Venezuela,5
Italy,Nicaragua,5
Benin,Malawi,5
El Salvador,Uganda,5
Benin,Jamaica,5
Georgia,Paraguay,5
Latvia,Latvia,4
Hong Kong,Jamaica,4
Venezuela,Viet Nam,4
Tanzania,Venezuela,4
Malawi,Mozambique,4
Kyrgyzstan,Uganda,4
Lithuania,Tanzania,4
Honduras,Russian Federation,4
Kyrgyzstan,Taiwan,4
Laos,Turkey,4
Macau,Tunisia,4
Madagascar,Tanzania,4
Madagascar,Russian Federation,4
Kyrgyzstan,Sweden,4
Macau,Viet Nam,4
Lithuania,Zambia,4
Luxembourg,Luxembourg,4
Luxembourg,Palestine,4
Luxembourg,Serbia,4
Kyrgyzstan,Sudan,4
Laos,Sweden,4
Malaysia,Mali,4
Malawi,Senegal,4
Malaysia,Syrian Arab Republic,4
Mali,Paraguay,4
