Eid,Index_Terms
2-s2.0-85006511570, Atom transfer radical polymerization Biocompatibility Biological environments Biological systems Biomedical applications Cell culture Cytotoxicity Decomposition Ethylene glycol Fibroblasts Free radical reactions Inflammatory Iron Iron oxides Macrophages Magnetic materials Magnetic nano-particles Magnetism Magnetite Magnetite nanoparticles Medical applications Metal nanoparticles Microemulsions Multifunctional carriers Nanocomposites Nanomagnetics Nanoparticles PPEGMA Polyethylene glycols Polyethylene oxides Polyols Silica Sol-gel process Sol-gels Solutions Superparamagnetic nanocomposites Superparamagnetism Synthesis (chemical) Thermal decomposition methods Thermogravimetric analysis
2-s2.0-85006700610," Cross-Sectional Studies Diabetes Mellitus, Type 2 Female Humans Male Middle Aged Psychometrics Reproducibility of Results Self Care Surveys and Questionnaires Translations Viet Nam Vietnam cross-sectional study female human male middle aged psychometry publication questionnaire reproducibility self care"
2-s2.0-85005822696, Aromatic compounds Decomposition High photocatalytic activities Iron oxides Metal nanoparticles Microemulsions Multifunctional nanocomposites Nanocomposites Photocatalysis Photocatalysts Photocatalytic activities Photodegradation of methylene blue Silica Superparamagnetic nanocomposites Superparamagnetics Superparamagnetism Synthesis (chemical) Thermal decomposition methods Titania Titanium dioxide Transmission electron microscopy X ray diffraction
2-s2.0-85007389076, Apocynaceae Asclepiadoideae Dischidia Thailand dicotyledon flower morphology new species species occurrence
2-s2.0-85006149976, Alkalinity Anti-inflammatory effects Atom transfer radical polymerization Biocompatibility Biodegradable polymers Cell culture Characterization Controllable drug release Decomposition Drug delivery Free radical reactions High-saturation magnetization Macrophages Magnetic Magnetic materials Magnetism Magnetite Nanocomposites Nanocubes Nanomagnetics Nanoparticles Plastic coatings Pro-inflammatory cytokines Saturation magnetization Thermal decomposition methods Transdentinal
2-s2.0-85003845809," Adult Alveolar Process Anti-HIV Agents Bone Density Case-Control Studies Cross-Sectional Studies Female HIV Infections Humans Male Middle Aged Radiography, Dental Young Adult adult alveolar bone anti human immunodeficiency virus agent bone density case control study complication cross-sectional study diagnostic imaging drug effects female human male middle aged pathology tooth radiography young adult"
2-s2.0-84995679027,  Acetone Carbon Chemical detection Chemical sensors Deposition Deposits Electrostatic spray deposition Electrostatics Gas detectors Gas sensing electrodes Inter-digitated electrodes Long term stability One-step methods Semiconductor doping Synergistic combinations Threedimensional (3-d) Unique morphologies Zirconium alloys
2-s2.0-84997426753," Animals Cats Conservation of Natural Resources Cryopreservation DNA Endangered Species Epididymis Felidae Fertilization Fertilization in Vitro Male Semen Preservation Sperm Banks Sperm Injections, Intracytoplasmic Spermatozoa Testis animal cat chemistry cryopreservation cytology endangered species environmental protection epididymis fertilization genetics in vitro fertilization intracytoplasmic sperm injection male physiology procedures sperm bank sperm preservation spermatozoon testis ultrastructure veterinary"
2-s2.0-84995593578, Animals Article Dog Diseases Dogs Female Genetic Predisposition to Disease Genome-Wide Association Study Male Patellar Dislocation Pedigree Thailand animal cohort analysis controlled study dog dog breed female genetic predisposition genetics genome-wide association study heritability male nonhuman patella dislocation pathogenesis pedigree pomeranian population genetics purebred dog risk sex difference single nucleotide polymorphism veterinary
2-s2.0-85006054809," Adenosine Triphosphate Animals Breeding Cats Cell Membrane Cryopreservation Ejaculation Fertilization Fertilization in Vitro Hot Temperature Insemination, Artificial Male Membrane Potential, Mitochondrial Panthera Semen Preservation Sperm Motility Sperm-Ovum Interactions Spermatozoa Thailand adenosine triphosphate animal artificial insemination breeding cat cell membrane cryopreservation drug effects ejaculation fertility fertilization heat in vitro fertilization male mitochondrial membrane potential physiology procedures sperm preservation spermatozoon spermatozoon motility ultrastructure veterinary"
2-s2.0-84991730493, Animals Cell Membrane Centrifugation Dithiothreitol Ejaculation Felidae Fertility Hypotonic Solutions Male Oxidation-Reduction Sperm Motility Sperm Tail Spermatozoa Testis abnormalities animal cell membrane centrifugation chemistry cytology dithiothreitol ejaculation fertility hypotonic solution male oxidation reduction reaction physiology procedures spermatozoon spermatozoon motility spermatozoon tail testis ultrastructure veterinary
2-s2.0-84983206016," Article Calcium Calcium carbonate Calcium phosphate Dicalcium phosphate dihydrate Durapatite Effects of rotation Ethanol Hydroxyapatite Hydroxyapatite nanoparticles Low crystallinity Mechano-chemical methods Milling (machining) Nanoparticles Optimum conditions Particle size Particle size and morphologies Phase formations Stress, Mechanical Synthesis (chemical) Wettability X ray diffraction alcohol calcium carbonate calcium phosphate dibasic chemical reaction chemistry crystal decomposition hydroxyapatite liquid mechanical stress mechanics nanoparticle particle size powder rotation scanning electron microscopy solubility surface property synthesis time water water supply wettability"
2-s2.0-84982920557," Acetylation Animals Cats Cattle Cellular Reprogramming Techniques Embryonic Development Epigenesis, Genetic Female Fertilization in Vitro Histones Hydroxamic Acids Lysine Methylation Nuclear Transfer Techniques Species Specificity acetylation animal bovine cat cell nucleus transplantation cell reprogramming technique drug effects embryo development female genetic epigenesis histone hydroxamic acid in vitro fertilization lysine metabolism methylation species difference trichostatin A"
2-s2.0-84980642001," Adolescent Adult Aged Anti-Retroviral Agents Antiretroviral Therapy, Highly Active Article Cohort Studies Female HIV Infections Human immunodeficiency virus infected patient Human immunodeficiency virus infection Humans Life Expectancy Male Middle Aged Survival Analysis Young Adult adolescent adult aged antiretroviral therapy antiretrovirus agent cohort analysis combination drug therapy female high income country highly active antiretroviral therapy human life expectancy low income country male meta analysis middle aged middle income country priority journal procedures survival analysis young adult"
2-s2.0-84991627900,---
2-s2.0-84982987616, Anti-microbial properties Anti-microbial tests Atomic force microscopy Copper Differential scanning calorimetry Dynamic mechanical analysis Fourier transform infrared spectroscopy Glass transition Gravimetric analysis Initial decomposition temperatures Metals Microorganisms Moisture permeability Polybutylene adipate Polyethylenes Polyurethanes Silver Surface roughness Synthesis (chemical) Thermal gravimetric analysis Thermogravimetric analysis Water-based polyurethane Waterborne Polyurethane Zinc Zinc compounds
2-s2.0-84989213644, Adult Female Humans Logistic Models Male Medically Uninsured Middle Aged National Health Programs Patient Dropouts Sudan Surveys and Questionnaires adult coordination economics education family health family study female head health care utilization health status household human human experiment information system logistic regression analysis male medically uninsured middle aged national health insurance patient dropout probability public health questionnaire risk management satisfaction social support statistical model statistics and numerical data utilization
2-s2.0-85022346611,---
2-s2.0-84987607076,---
2-s2.0-85022331564,---
2-s2.0-84930747037, Biodegradation Composite materials Decomposition temperature Elastic moduli High temperature Impact strength Interfacial adhesions Morphological study Oilseeds Poly lactic acid Tensile strength Thermo-mechanical Twin screw extruders Young's Modulus
2-s2.0-85022342234,---
2-s2.0-85022329248,---
2-s2.0-84994682670, Jatropha Light Phorbol Esters Plant Oils Seeds Temperature chemistry light phorbol ester plant seed radiation response temperature vegetable oil
2-s2.0-85022053995,---
2-s2.0-85016573490, Acrylic monomers Amides Bins Carboxylic acid groups Chitin Chitosan Dual function Functional materials Magnetic nano-particles Magnetism Molecules Multilayers Nanomagnetics Nanoparticles Organic polymers Poly (n isopropylacrylamide) Poly(N-isopropyl acrylamide) (pNIPAM) Polymeric nanoparticles Thermoresponsive polymer entrapable-releasable
2-s2.0-85016402277, Analysis of Variance Antifungal Agents Article Candida albicans Humans Materials Testing Mechanical Phenomena Methacrylates Microbial Sensitivity Tests Nanoparticles Optical Phenomena Polymethyl Methacrylate Silanes Zinc Oxide analysis of variance antifungal activity antifungal agent brightness chemistry color controlled study dental material drug effects energy dispersive X ray spectroscopy flexural strength heat treatment human light related phenomena materials testing mechanics methacrylic acid derivative methacryloxypropyltrimethoxysilane microbial sensitivity test nanoparticle nonhuman opacity physical parameters poly(methyl methacrylate) product development scanning electron microscope silane silane derivative stereomicrometer storage surface property tensile strength unclassified drug zinc oxide zinc oxide nanoparticle
2-s2.0-85016336322," Article CD3+ CD4+ CD8+ T lymphocyte CD3+ CD4- CD8- T lymphocyte CD4+ T lymphocyte CD8+ T lymphocyte Fas ligand HLA system Hematopoietic Stem Cells Humans Immunity, Cellular Leukocytes, Mononuclear Malaria, Falciparum Malaria, Vivax Plasmodium falciparum Plasmodium vivax Plasmodium vivax malaria T lymphocyte cell lysate cell maturation cell stimulation cell surface cellular immunity controlled study dendritic cell erythrocyte flow cytometry hematopoietic stem cell human human cell immunology in vitro study malaria falciparum mononuclear cell nonhuman parasitology physiology protein expression"
2-s2.0-85017133066, Acrylic monomers Amides Cellulose Cellulose derivatives Cellulose nano-crystals Drug products Free radical polymerization Free radicals Hybrid hydrogels Hydrogels Measurement Nanocrystals Poly (n isopropylacrylamide) Reinforcement Rheological Properties Synthesis Thermal responsive Thermodynamic stability Wound dressings
2-s2.0-85013411064," Antibodies Antibodies, Monoclonal Antineoplastic Agents, Phytogenic Article Cell culture Cephalotaxus Chemical detection Colloidal gold nanoparticles Colloids Equipment Design Fiber optic sensors Fieldwork studies Gold Gold Colloid Harringtonine Harringtonines Immunochromatographic assays Immunochromatographic strips Immunochromatography Limit of detection Metal Nanoparticles Metal nanoparticles Monoclonal antibodies Nanoparticles Plant tissue culture Reagent Strips Sensitive detection Tissue culture analysis antineoplastic agent chemistry colloidal gold controlled study devices drug determination equipment design gold nanoparticle harringtonine harringtonine derivative immunoaffinity chromatography limit of detection metal nanoparticle monoclonal antibody nonhuman plant tissue culture priority journal procedures qualitative analysis quantitative analysis rapid test sensitivity and specificity test strip"
2-s2.0-85016273515," 2,4 dichlorophenol 2,4,6 trichlorophenol Aerobic microorganisms Agricultural chemicals Article Biodegradation Biodegradation pathways Catalytic mechanisms Chlorine compounds Chlorophenols Dechlorination Environmental problems Environmental remediation Enzymes Flavin-Adenine Dinucleotide Flavin-dependent monooxygenase Gram negative infection Gram-Negative Bacterial Infections HadA monooxygenase Halogenation Humans Hydroxyl substituents Kinetics Mechanistic properties Mixed Function Oxygenases Ralstonia pickettii Rate constants Reaction intermediates Substrate Specificity catalysis chemistry chlorophenol chlorophenol 4-monooxygenase controlled study dechlorination enzyme binding enzyme kinetics enzyme mechanism enzyme purification enzyme specificity enzyme substrate enzymology flavine adenine nucleotide flavoprotein halogenation human hydroxylation kinetics metabolism microbiology mixed function oxidase nonhuman protein expression unclassified drug unspecific monooxygenase"
2-s2.0-85016158851, Azimuthal correlations Binary alloys Center-of-mass energies Centre-of-mass energies Colliding beam accelerators Heavy ions Magnetic effects Nucleon-nucleon Ordering events Particle correlations Pb-Pb collisions Second orders Tellurium compounds Three-particle correlations
2-s2.0-85016124689," Adult Aged Cytological Techniques Humans Middle Aged Multivariate Analysis Neoplasms Paraffin Embedding Principal Component Analysis Raman spectrometry Reproducibility of Results Sensitivity and Specificity Spectrum Analysis, Raman adult aged cytology human middle aged multivariate analysis neoplasm paraffin pathology principal component analysis procedures reproducibility sensitivity and specificity"
2-s2.0-85010403057, Japan Seriola quinqueradiata Seto Inland Sea ammonium compound aquaculture effluent bay bottom water cage culture coastal zone concentration (composition) environmental impact experimental design fish culture intensive culture organic matter oxygen perciform sediment analysis sediment trap surficial sediment water quality
2-s2.0-85016055447, Article allergic rhinitis clinical protocol drug effect human methodology nasal lavage outcome assessment priority journal sodium chloride systematic review
2-s2.0-85009814697," Aged Aged, 80 and over Article Asia Asian Cross-Sectional Studies Female Health Knowledge, Attitudes, Practice Humans Male Middle Aged Parkinson Disease Parkinson disease Patient Education as Topic Perceptual Disorders Regression Analysis Statistics, Nonparametric Surveys and Questionnaires adult aged attitude to health complication cross-sectional study disease duration female groups by age health survey human major clinical study male middle aged nonparametric test patient education priority journal psychology questionnaire regression analysis sex difference therapeutic misconception very elderly"
2-s2.0-85015765663, Adult Alginates Aluminum Antacids Female Gastroesophageal Reflux Glucuronic Acid Heartburn Hexuronic Acids Humans Magnesium Pregnancy Pregnancy Complications Risk Factors Treatment Outcome adult alginic acid aluminum antacid agent chemistry clinical trial complication controlled study female gastroesophageal reflux glucuronic acid heartburn hexuronic acid human magnesium pregnancy pregnancy complication randomized controlled trial risk factor treatment outcome
2-s2.0-85009074440, Animals Deer Embryo Transfer Embryonic Development Estrus Synchronization Female Fertilization in Vitro Follicle Stimulating Hormone In Vitro Oocyte Maturation Techniques Oocytes Ovulation Induction animal deer drug effects embryo development embryo transfer embryology estrus cycle female follitropin in vitro fertilization in vitro oocyte maturation oocyte ovulation induction physiology procedures veterinary
2-s2.0-85008431785, Animals Anthropogenic activity Aquaculture Bathing Beaches Beaches Debris Economics Environmental Monitoring Environmental Pollution Fish Fisheries Litter accumulation Plastics Pollution Pollution control Pollution management Seasonal variation Spatial variability Thailand Waste Products Waste management animal environmental monitoring plastic pollution swimming waste
2-s2.0-85014521308,---
2-s2.0-84977672428, CORDEX Climate models Dynamical downscaling Extreme climates Rain RegCM Southeast Asia Weather forecasting air temperature annual variation climate modeling downscaling extreme event performance assessment rainfall regional climate seasonal variation weather forecasting
2-s2.0-84992159138," Coffea Coffee Food Contamination Humans Models, Statistical Ochratoxins Reproducibility of Results Seeds Spectroscopy, Fourier Transform Infrared Spectroscopy, Near-Infrared analysis chemistry coffee food contamination human infrared spectroscopy near infrared spectroscopy ochratoxin plant seed procedures reproducibility statistical model"
2-s2.0-85017217824, Article CXCL9 chemokine Ro antibody STAT1 protein Sanger sequencing abscess adalimumab adult alpha interferon antinuclear antibody autoimmunity azathioprine case report centromere protein B controlled study cytokine disease association female flow cytometry fluconazole gain of function mutation gamma interferon inducible protein 10 gene expression gene mutation hemolytic anemia human hydroxychloroquine hypothyroidism immunosuppressive treatment interleukin 17 interleukin 22 male middle aged mouth ulcer mucocutaneous candidiasis mycophenolate mofetil nonhuman pneumonia posaconazole programmed death 1 ligand 1 protein phosphorylation protein synthesis regulation real time polymerase chain reaction steroid vaginal ulcer young adult
2-s2.0-85012297132, Amorphous and crystalline phasis Amorphous films Elongation Elongation at break Ethylene Fracture mechanics Lactic acid Organic polymers Packing structure Poly L lactic acid Poly lactic acid Polyethylene imines Polyethylenimines Ring opening polymerization Role of branching
2-s2.0-85003422048, Cellulose Cellulose Derivatives Cellulose films Cellulose molecules Chemical cross-linking Composites Cross Linking Crosslinking Delignification Elongation at break Hydrogel nanocomposites Hydrogels Magnetic Fields Mechanical Properties Mechanical properties Nanocomposite films Nanocomposites Nanoparticles Oilseeds Phase-inversion method Plant Residues Silica Silica nanoparticles Sodium Sodium hypochlorites Swelling Tensile strength Viscosity and viscoelasticities Wood
2-s2.0-85010375391,---
2-s2.0-85015734132, Combined system Convex functions Entropy Entropy production Environmental regulations Fluctuation relations Functions Jensen's inequality Second Law of Thermodynamics Stationary systems Stochastic systems Stochastic trajectories Thermodynamics article entropy stochastic model
2-s2.0-85021639760,---
2-s2.0-85014340978, Article BMP1 gene Bone Density Bone Morphogenetic Protein 1 Child Femur Gene Deletion Genotype Heterozygote Humans Male Osteogenesis Imperfecta Protein Isoforms Thai (people) bisphosphonic acid derivative bone density bone radiography case report child diagnostic imaging disease severity femur fracture gene deletion gene mutation genetics genotype genotype phenotype correlation heterozygosity heterozygote human isoprotein male mutational analysis next generation sequencing osteogenesis imperfecta preschool child procollagen C proteinase tolloid metalloproteinase
2-s2.0-85023196501," Animals Anti-Infective Agents Drug Resistance, Microbial Humans Population Surveillance Thailand animal antibiotic resistance antiinfective agent health survey human procedures"
2-s2.0-85012049714, Age Factors Article Climate Cross-Sectional Studies Culture Female Hot Flashes Hot Flush Rating Scale Humans Life Style Menopause Representations Questionnaire Middle Aged Perimenopause Postmenopause Prevalence Surveys and Questionnaires Sweating Thailand adult age alcohol consumption climacterium climate cross-sectional study cultural anthropology demography diet educational status exercise female genital system disease assessment health belief hot flush human lifestyle major clinical study middle aged night sweat occupation postmenopause prevalence priority journal questionnaire smoking sweating
2-s2.0-84981186485," Adult Antiretroviral Therapy, Highly Active Article CD4 lymphocyte count Cross-Sectional Studies Depressive Disorder Female HIV Infections Human immunodeficiency virus Human immunodeficiency virus infected patient Human immunodeficiency virus infection Humans Male Middle Aged Psychiatric Status Rating Scales Public Sector Quality of Life Surveys and Questionnaires Survivors Thailand Viral Load adult anti human immunodeficiency virus agent antiviral therapy anxiety disorder cross-sectional study depression drug exposure efavirenz female health program highly active antiretroviral therapy human long term care major clinical study male medication compliance middle aged nonnucleoside reverse transcriptase inhibitor prevalence priority journal proteinase inhibitor psychological rating scale psychology public sector quality of life questionnaire sex difference survivor virus inhibition virus load"
2-s2.0-85105126979, Aquifers Chao Phraya Basin Chao phraya river Chao phraya river basins Conjunctive management Conjunctive management of water resource Groundwater resources Kriging Multivariate visualization Remote sensing Rivers Thailand Visualization Water management Waters managements Waters resources Watersheds Watertable groundwater kriging multivariate analysis sustainability visualization water management water resource water table
2-s2.0-84973098799,---
2-s2.0-85059624915,---
2-s2.0-85014899814,---
2-s2.0-85035773536, Amines Digital microfluidics ELectrochemical methods Electric power systems Electrical control system Electro wetting Electrochemical assays Electrochemical electrodes Electrochemical sensors Enhanced sensitivity Gold nanoparticles Ink jet printing Man machine systems Paper Point of care Portable power supplies Wetting active paper chip
2-s2.0-85040713584,---
2-s2.0-85019887684, Russian Federation human propaganda
2-s2.0-85018768320, Article Chronic Illness Resource Survey Thai (people) adult aged comorbidity assessment cross-sectional study diet female glycemic control health behavior health care facility health care planning health survey human major clinical study male medication compliance middle aged non insulin dependent diabetes mellitus outcome assessment physical activity scoring system self care smoking social support structured questionnaire unemployment
2-s2.0-85018766550, Article Q wave ST segment elevation myocardial infarction Thailand abciximab acetylsalicylic acid adult angina pectoris artery lesion bleeding blood clot lysis cardiogenic shock cardiovascular risk cerebrovascular accident clopidogrel coronary artery disease creatine kinase MB demography eptifibatide female heart failure heart left bundle branch block heart tamponade heart ventricle arrhythmia heparin human kidney failure low molecular weight heparin major clinical study male middle aged non st segment elevation acute coronary syndrome outcome assessment percutaneous coronary intervention postoperative complication risk factor stenosis ticlopidine tirofiban troponin I troponin T
2-s2.0-85018868839,---
2-s2.0-85018532169,---
2-s2.0-85019852259,---
2-s2.0-85018267789, Amino acids Angiogenesis Animals Article Bubaline Cell culture Combined Modality Therapy Control groups Escherichia coli Female Fibrin Tissue Adhesive Fibrin glue Glues Gluing Granulation Histological examination Klebsiella pneumoniae Lacerations Mammals Pathology Porcine Serine protease Skin Transplantation Skin grafting Swine Tissue Adhesives Tissue regeneration Treatment Outcome alanine aminotransferase blood level alkaline phosphatase blood level angiogenesis animal animal experiment animal model animal tissue antibiotic sensitivity bacterium contamination bacterium culture bleeding bubaline fibrin centrifugation controlled study creatinine blood level female fibrin fibrin glue fibrinogen fibroblast graft rejection graft survival granulation tissue histopathology inflammation laceration multimodality cancer therapy nonhuman pathology pig pinch strength platelet derived growth factor priority journal procedures scar formation skin transplantation skinfold thickness thrombin tissue adhesive treatment outcome unclassified drug urea nitrogen blood level wound dressing wound healing
2-s2.0-85018166615," Adult Anti-Infective Agents, Local Article Bandages, Hydrocolloid Betaine Biguanides Burns Drug Combinations Drug Monitoring Female Humans Male Middle Aged Patient Care Management Silver Sulfadiazine Trauma Severity Indices Treatment Outcome Wound Healing adult bacterial colonization betaine biguanide derivative burn burn infection clinical article controlled study drug combination drug effects drug efficacy drug monitoring female healing human hydrocolloid dressing hydrogel infection rate injury scale male middle aged numeric rating scale pain assessment pathology patient care polihexanide priority journal procedures prospective study randomized controlled trial sulfadiazine silver topical antiinfective agent treatment outcome wound care wound closure wound dressing wound healing"
2-s2.0-85018351017,---
2-s2.0-85018324935,---
2-s2.0-85017161520, Anesthetics Break through curve Contamination Continuous-flow system Cosolvents Dense non-aqueous phase liquids Effluents Groundwater Groundwater contamination Groundwater pollution Organic solvents Partitioning tracers Pitting Propanol Radioactive tracers Retardation factors Risk assessment Solubility Solubility enhancement Solvents Trichloroethylene alcohol effluent groundwater pollution nonaqueous phase liquid partitioning solubility solvent tracer trichloroethylene
2-s2.0-85017037401,---
2-s2.0-85017031249,---
2-s2.0-85017022778," Abortion, Induced Adolescent Adult Article Bangladesh Birth Rate Cross-Sectional Studies Female Humans Infant, Newborn Menstruation Middle Aged Pregnancy Prenatal Care Reproductive Health Reproductive Health Services Sex Workers Sexual Behavior Sexually Transmitted Diseases Surveys and Questionnaires Young Adult abortion adolescent adult attitude to health birth rate childbirth controlled study cross-sectional study descriptive research dilatation and curettage female health care access health care survey health care system health care utilization health program health promotion health service human induced abortion major clinical study maternal care menstruation middle aged newborn pregnancy prenatal care preventive medicine procedures questionnaire randomized controlled trial reproductive health sex worker sexual behavior sexually transmitted disease statistics and numerical data urban area vacuum aspiration young adult"
2-s2.0-85016791059,---
2-s2.0-85016766249,---
2-s2.0-85016311144,---
2-s2.0-85016206557, Achievable rate region Cooperative protocols Gaussian distribution Gaussian interference channels Han-Kobayashi (HK) strategy Receiver cooperations Signal interference Super-position coding Transmission schemes Transmissions X-channel
2-s2.0-85015659338," Animals Anti-Inflammatory Agents Antioxidants Camellia sinensis Chemical and Drug Induced Liver Injury Disease Models, Animal Enzyme Inhibitors Male Molecular Docking Simulation Monophenol Monooxygenase Oxidative Stress Phenols Plant Extracts Rats animal antagonists and inhibitors antiinflammatory agent antioxidant chemistry disease model drug effects enzyme inhibitor male molecular docking monophenol monooxygenase oxidative stress phenol derivative plant extract rat"
2-s2.0-85015743748,---
2-s2.0-85015645295, Animals Bird Diseases Birds Chlamydia psittaci Chlamydophila psittaci Columbidae Genotype Phylogeny Polymerase Chain Reaction Psittacosis Temperature Thailand animal bird bird disease classification comparative study genetics genotype isolation and purification microbiology ornithosis phylogeny physiology pigeons and doves polymerase chain reaction temperature veterinary
2-s2.0-85015831524,---
2-s2.0-85015211976, Adolescent Adult Biofilms Cross-Over Studies Dental Plaque Dental Plaque Index Equipment Design Female Gingivitis Humans Male Orthodontic Appliances Periodontal Index Saliva Single-Blind Method Streptococcus mutans Toothbrushing Treatment Outcome Ultrasonics adolescent adult biofilm comparative study controlled study crossover procedure devices equipment design female gingivitis human male microbiology orthodontic device periodontal index plaque index randomized controlled trial saliva single blind procedure tooth brushing tooth plaque treatment outcome ultrasound
2-s2.0-85015255304," AIDS related complex AIDS-Related Opportunistic Infections Adolescent Adult Anti-HIV Agents Antitubercular Agents Article CD4 Lymphocyte Count CD4 lymphocyte count Cohort Studies Drug Eruptions Female Follow-Up Studies HIV Infections Human immunodeficiency virus infection Humans Incidence Male Middle Aged Retrospective Studies Risk Factors Thai (people) Thailand Trimethoprim, Sulfamethoxazole Drug Combination Tuberculosis Young Adult adolescent adult anti human immunodeficiency virus agent antibiotic therapy antiretroviral therapy antiretrovirus agent cohort analysis complication cotrimoxazole drug eruption drug hypersensitivity female follow up glomerulus filtration rate human incidence maculopapular rash major clinical study male medical history middle aged mixed infection retrospective study risk factor tuberculosis tuberculostatic agent young adult"
2-s2.0-85016087590, Elementary particles Final state Hadronization Integrated luminosity Measurements of Pair production Production cross section Proton proton collisions Quark antiquark pair Tellurium compounds The standard model Top quarks Vanadium compounds
2-s2.0-85014930015," Animals Article Audiovisual Aids Data Mining Databases, Protein Diffusion of Innovation Energy Metabolism Enzymes Gene Expression Regulation, Enzymologic Kidney Tubules Mice Protein Interaction Maps RNA, Messenger Rats Systems Biology Vasopressins animal audiovisual aid bioinformatics data mining energy metabolism enzyme enzymology gene expression gene expression regulation gene mapping genetic database genetics genome kidney tubule mass communication messenger RNA metabolism metabolomics mouse priority journal procedures protein database protein expression protein protein interaction proteomics rat systems biology transcriptomics vasopressin vasopressin derivative"
2-s2.0-85015187333,---
2-s2.0-85015284826," Article CYP27B1 gene CYP2R1 gene CYP2R1 protein, human Cholestanetriol 26-Monooxygenase Cytochrome P450 Family 2 DHCR7 gene GC gene Hepatitis B Core Antigens Hepatitis B e Antigens Hepatitis B, Chronic Humans Interferon-alpha Polyethylene Glycols Recombinant Proteins VDR gene adult alanine aminotransferase alanine aminotransferase blood level alpha interferon cholestanetriol 26 monooxygenase chronic hepatitis B clinical trial controlled study cytochrome P450 family 2 female gene genetic association genetic polymorphism genetic variation genetics genotype hepatitis B core antigen hepatitis B(e) antigen host resistance human immunology macrogol derivative major clinical study male multicenter study peginterferon alpha2a recombinant protein retrospective study seroconversion single nucleotide polymorphism treatment duration treatment response vitamin D"
2-s2.0-85015214116, Article Evidence-Based Medicine Guidelines as Topic Humans Pain Photogrammetry Smartphone Software Treatment Outcome Visual Analog Scale Wound Healing Wounds and Injuries cell structure clinical evaluation complication cutaneous parameters evidence based medicine exudate human humidity injury keratinocyte measurement accuracy outcome assessment pain pathology photogrammetry practice guideline priority journal procedures sample size skin color skin function smartphone software treatment outcome visual analog scale wound assessment wound healing wound tissue
2-s2.0-85014504388, Adult Aged Article Biomarkers Blood Transfusion Case-Control Studies End Stage Liver Disease Female Hepatitis B Humans Lipids Liver Cirrhosis MELD score Male Middle Aged Pakistan Risk Factors acyl coenzyme A desaturase adult aged arachidonic acid biological marker blood blood transfusion case control study cholesterol cholesterol blood level chronic hepatitis B clinical article complication controlled study dental procedure digestive system disease assessment disease marker disease transmission end stage liver disease enzyme activity family history female gas chromatography hairdresser hepatitis B high density lipoprotein cholesterol household human hypolipemia icosatrienoic acid linoleic acid lipid lipid blood level lipid composition lipid metabolism liver cirrhosis liver failure liver function low density lipoprotein cholesterol male middle aged palmitic acid palmitoleic acid pathophysiology patient history of surgery prognosis risk factor triacylglycerol triacylglycerol blood level very low density lipoprotein cholesterol
2-s2.0-85014990571,---
2-s2.0-85014415620," Blotting, Western Dinoprostone Enzyme-Linked Immunosorbent Assay Epithelial Cells Humans Interferon-gamma Mandible Mouth Mucosa Osteoblasts Osteoclasts RANK Ligand RNA, Messenger Reverse Transcriptase Polymerase Chain Reaction Western blotting cytology enzyme linked immunosorbent assay epithelium cell gamma interferon human mandible messenger RNA metabolism mouth mucosa osteoblast osteoclast osteoclast differentiation factor prostaglandin E2 reverse transcription polymerase chain reaction secretion (process)"
2-s2.0-85014402533, Biomedical equipment Bonding Boundary element method Composite materials Composite micromechanics Defects Design and Development Fiber bonding Fiber reinforced materials Fiber reinforced plastics Fiber volume fractions Fiber-matrix interfaces Fibers Imperfect interface Intelligent materials Interfaces (materials) Materials testing Micro mechanics model Micromechanics Microstructure Non destructive testing Nondestructive examination Piezoelectric fiber reinforced composite materials Piezoelectric materials Piezoelectricity Reinforcement Sailing vessels UF: [Piezoelectric materials] boundary element method composite computer simulation design micromechanics microstructure numerical model piezoelectricity reinforcement
2-s2.0-85013167923, Carbon nanotube nanocomposites Carbon nanotubes Curing Curing characteristics Epoxidation Epoxidized natural rubber Fourier transform infrared spectra Glass transition In-situ epoxidations Mechanical properties Multiwalled carbon nanotubes (MWCN) Nanocomposites Nanotubes Oil resistance Rubber Situ nanocomposites Tear strength Tensile properties Thermal behaviors Thermodynamic stability Yarn
2-s2.0-85012300554, Carboniferous Nakhon Sawan Northern Region [Thailand] Thailand evaporite geochemistry isotopic composition mineral deposit precipitation (chemistry) strontium isotope sulfate sulfur isotope
2-s2.0-85011066657, Adult Anti-HIV Agents Article Asian Atazanavir Sulfate Blood Chemical Analysis Cross-Sectional Studies Female HIV Infections Human immunodeficiency virus infected patient Humans Male Middle Aged Monte Carlo Method Monte Carlo method Ritonavir Thailand absorption lag time acute HIV infection adult anti human immunodeficiency virus agent atazanavir atazanavir plus ritonavir blood analysis blood sampling compartment model controlled study cross-sectional study didanosine drug absorption drug blood level drug dose comparison drug dose reduction drug elimination efavirenz emtricitabine female human indinavir lamivudine lopinavir low drug dose major clinical study male middle aged optimal drug dose population research ritonavir saquinavir tenofovir zidovudine
2-s2.0-85014456686,---
