Eid,Index_Terms
2-s2.0-85133159692,---
2-s2.0-85131006782,Alkyl ketene dimer Antibacterial properties Antibacterials Chitosan Glutaraldehydes Hydrophobic properties LDPE film Low density polyethylene films Reactive group Surface-modification
2-s2.0-85122941619,---
2-s2.0-85124990861,Active precursors Cassava pulp Cellulose nanofibers Dietary fibre Mechanical defibrillation Microfluidizers Nano scale Reinforcing fillers Renewable materials Stabilizing agents
2-s2.0-85135154786,Female Humans Male Middle Aged Percutaneous Coronary Intervention Prospective Studies Registries Thailand Treatment Outcome
2-s2.0-85134361378,Blood Coagulation COVID-19 Critical Care Critical Illness Genome-Wide Association Study Humans SARS-CoV-2
2-s2.0-85139747001,"Acarbose Blood Glucose Chromatography, Liquid Ethanol Lipase Lipids Methanol Mitragyna Plant Extracts Plant Leaves Quercetin Rutin Tandem Mass Spectrometry alpha-Glucosidases"
2-s2.0-85115783660,---
2-s2.0-85132156920,Biofunctionalization Bioinformatics workflows Condition Degradation activity Diaminopropionic acid Genetic Code Genetic code Genetic code expansion Human saliva Humans Hydrolases Metagenome Metagenomes Plastic degradation Plastics Polyethylene Terephthalates Saliva
2-s2.0-85137585531,---
2-s2.0-85134030000,---
2-s2.0-85130441772,---
2-s2.0-85126452422,---
2-s2.0-85129535097,Humans Movement Postural Balance Sitting Position Smart Glasses Virtual Reality
2-s2.0-85140330577,---
2-s2.0-85121633079,"Air Pollutants Air Pollution Child Child, Preschool Cohort Studies Environmental Exposure Humans Mental Health Risk Factors"
2-s2.0-85126452419,Block-chain Byzantine consensus Consensus algorithms Consensus methods Dynamic network Election securities Higher networks Network access Network overhead Node selection
2-s2.0-85142921882,---
2-s2.0-85135226398,"Adult Blood Glucose Diabetes Mellitus Female Health Education Health Knowledge, Attitudes, Practice Humans Pakistan Public Sector"
2-s2.0-85129734047,---
2-s2.0-85108575078,---
2-s2.0-85135052806,Complex nature Fine resolution Induced strain Local strains Metal-insulators transitions Near field study Research interests Strain relief Temperature-induced TiO 2 films
2-s2.0-85141263336,Action plan Capture and storage technologies Carbon storage Failure mode and effects analysis Greenhouse gas-mitigation technologies Organisational Roadmap Thailand
2-s2.0-85144897132,---
2-s2.0-85142402212,Adult Animals Arthralgia Chikungunya Fever Female Fever Humans Liver Male Middle Aged Nausea Prevalence Prognosis Retrospective Studies Risk Factors Thailand Vomiting
2-s2.0-85131656256,---
2-s2.0-85132864062,Metagenomics Microbiota Virome Viruses
2-s2.0-85136547873,"Animals Buserelin Estrus Estrus Synchronization Female Gonadotropin-Releasing Hormone Insemination, Artificial Reproduction Sus scrofa Swine"
2-s2.0-85126180589,---
2-s2.0-85137008990,"Axilla Breast Diseases Breast Neoplasms Breast Neoplasms, Male Carcinoma, Ductal, Breast Exanthema Humans Lymph Node Excision Male Mastectomy"
2-s2.0-85133729301,Chain-like Comparatives studies Degradation efficiency Dyes wastewaters Methylene Blue Ni Nanoparticles Nickel nanoparticles Organic molecules Photocatalytic degradation ZnO films
2-s2.0-85117267051,Biomass Mixture Corn cob Friedman method Kinetics parameter Model-free method Pyrolysis kinetics Pyrolysis reaction Sugarcane tops Temperature range Tri components
2-s2.0-85122323390,40 Gb/s 40 gb/s access network Access network Cascaded SOA Conventional SOA Data pattern effect Data patterns Dynamic range Gain Input power Input power dynamic range NG-PON2 Optical noise Optical saturation Optical signal to noise ratio Pattern effect Power dynamics QD-SOA
2-s2.0-85141583473,Attention mechanisms Benchmark datasets Context models Features extraction Features sets ON dynamics Preference change Preference representation
2-s2.0-85135448358,---
2-s2.0-85138450785,Degree of saturations Effective stress Saturated clay Saturated conditions Saturated sand State boundary surface Surface modeling Unsaturated condition Unsaturated soil Upper limits
2-s2.0-85124591304,Evaluation Information extraction Labelings Named entity recognition Part of speech tagging Parts-of-speech tagging Sequence Labeling Tagging Text chunking Training framework
2-s2.0-85137008512,"Cell Line, Tumor Cell Movement Epithelial-Mesenchymal Transition Humans Lung Neoplasms Methylamines Nectins Proteomics"
2-s2.0-85145007955,Cherenkov Earth skimming Gamma rays detectors High-energy physics Images classification Muon tracks Neural-networks Objects detection Performance Signal's detections
2-s2.0-85140710501,Cobalt sulphides Composites material Future energies Hydrogen evolution reactions Low-costs Metal catalyst Nickel nanoparticles Supported nickel Synthesised Water splitting
2-s2.0-85132269718,---
2-s2.0-85128423131,Convective components ELectrochemical detection Electrochemical measurements Fetoprotein Fluid motions Impedimetric detections Limit of detection Linear range Transfer switches Vertical flows
2-s2.0-85140731815,CO2 conversion Carbon dioxide conversions DFT DFT calculation Ethylene diamine Formaldehyde synthesis Formamides Methanol formations Ruthenium complexes Tandem catalysis
2-s2.0-85128525766,---
2-s2.0-85126308758,---
2-s2.0-85130619724,Beam widths Ground planes Metallic patches Metasurface Network applications Nonline of sight Phase gradient Received signal strength Square rings
2-s2.0-85137579088,---
2-s2.0-85148666083,---
2-s2.0-85121442218,Advanced injection timing Combustion behaviours Combustion characteristics Emission characteristics Engine performance Injection timing Mahua oil Performance characteristics Quaternary blend Turbocharged diesel engine
2-s2.0-85140901677,Different layers Formation damage Inflow conditions Number of layers Pressure transient analysis Productivity index Reduction effects SIMPLE method Simple++ Transient periods
2-s2.0-85136547424,---
2-s2.0-85128709112,Cerebral Infarction Depression Diffusion Magnetic Resonance Imaging Fatigue Humans Hypertension Infant Ischemic Stroke Psychiatry Stroke White Matter
2-s2.0-85112452520,"Administration, Cutaneous Animals Cis-1 ,4-polyisoprene Concentration gradients Controllable drug release Deproteinized natural rubber latices Drug Delivery Systems Drug release mechanism Electrical potential Hemiterpenes Indomethacin Latex Naproxen Permeation experiments Porosity Skin Swine Transdermal delivery"
2-s2.0-85138225247,Field implementation In-field In-field implementation Lightweight aggregates Lightweight concrete Modular prefabrication Modular units Modulars Sentiment analysis Structural
2-s2.0-85141953718,"Antibodies, Viral Child Child, Preschool Humans Immunoglobulin G Infant Infant, Newborn Reinfection Respiratory Syncytial Virus Infections Respiratory Syncytial Virus, Human Seroepidemiologic Studies Thailand"
2-s2.0-85129997050,Artificial Intelligence Humans Mass Screening Prisons Retrospective Studies World Health Organization
2-s2.0-85134638803,Finite element analyse Long-term deflections Long-term measurements Measured parameters Mid-span deflection Post tensioned Posttensioning Pre-cast Pre-cast concrete Time-dependent behaviour
2-s2.0-85141698036,Antibodies Aptamers Biorecognition Biosensing Techniques Component methods Electrochemical Techniques Electrochemical biosensor Electrochemical method Electrochemical transducers Electrochemicals Electrodes Medical diagnostics Pathogen detection Pathogen quantification Transducers
2-s2.0-85129735389,---
2-s2.0-85126589403,---
2-s2.0-85123110011,---
2-s2.0-85133517808,---
2-s2.0-85116139803,---
2-s2.0-85153997294,---
2-s2.0-85140906341,---
2-s2.0-85133615688,"Adenocarcinoma, Follicular Breast Neoplasms Carcinoma, Papillary, Follicular Humans Male Thyroid Cancer, Papillary Thyroid Neoplasms"
2-s2.0-85130587095,---
2-s2.0-85141187717,---
2-s2.0-85144832365,---
2-s2.0-85127732142,---
2-s2.0-85132935313,Benefit/cost analysis Electronic Waste Electronics wastes Household Articles Household electronic waste Informal electronic waste dismantling Material Flow Recovered materials Recyclable material Recycling Sustainable management Thailand Waste Management
2-s2.0-85082123350,Chromolaena odorata Covering material Gelatin nanofibers Siam weeds Wound healing
2-s2.0-85142816750,---
2-s2.0-85144627117,Cherenkov Cluster dynamics Cluster of galaxies Dark matter Dark matter particles Galaxies clusters Gamma-rays High energy gamma rays Very high energies Wide field-ofview
2-s2.0-85136590939,Animals Anthozoa Artificial coral reef Artificial habitats Bibliometric Bibliometric study Bibliometrics Biomimicry Coastal structures Coral Reefs Coral reef Ecosystem Hydrogen-Ion Concentration Innovation New product development Recreational water Seawater Stage gates Thailand
2-s2.0-85148068318,---
2-s2.0-85123878265,"Chlorophyll Gene Expression Regulation, Plant Genes, Plant Glycogen Hydrogen Hydroxybutyrates Metabolic Networks and Pathways NADP Synechocystis"
2-s2.0-85137385802,"Ado-Trastuzumab Emtansine Antibodies, Monoclonal, Humanized Breast Neoplasms Female Humans Maytansine Receptor, ErbB-2 Trastuzumab"
2-s2.0-85136227534,---
2-s2.0-85133832346,---
2-s2.0-85141911392,Active site Descriptors Electrostatic potentials High-efficiency catalysts Metalorganic frameworks (MOFs) Performance Potential-derived charges Reaction activity Reaction performance Secondary building units
2-s2.0-85131967243,Analytical investigations Bond models Embedded through-section Glassfiber reinforced polymers (GFRP) Numerical investigations Shear performance Shear resistances Shear strengthening Strengthened RC beams Strengthened beams
2-s2.0-85163544124,---
2-s2.0-85138190701,---
2-s2.0-85140350268,---
2-s2.0-85123891573,Cardiac Resynchronization Therapy Electrocardiography Heart Failure Humans Prospective Studies Retrospective Studies Treatment Outcome Vectorcardiography
2-s2.0-85129210439,---
2-s2.0-85137067292,---
2-s2.0-85130111268,---
2-s2.0-85144384221,Cherenkov Energy Galactic cosmic rays Gamma-ray emission Gamma-rays Large area telescopes Measurements of Shock acceleration Supernova remnants Very high energies
2-s2.0-85127779752,Distribution locational marginal price Distribution system operator Distribution systems Energy trading Local energy Local energy trading market Locational marginal prices Microgrid Optimisations Photovoltaic power Photovoltaic systems Predictive models Prosumer System operator Uncertainty Uncertainty of photovoltaic power
2-s2.0-85127592799,Animals Caprylates Female Fetal Growth Retardation Fluorocarbons Germ Cells Humans Melatonin Metformin Rodentia Serine
2-s2.0-85142460728,Benzoxazine Condensation process Electrochemical performance FTIR High- k Higher yield Polybenzoxazine Property Quinoxalines Synthesised
2-s2.0-85134223719,"Alu Elements DNA DNA Methylation HMGB1 Protein Humans RNA, Small Interfering Sirtuin 1"
2-s2.0-85119691304,---
2-s2.0-85140359924,---
2-s2.0-85137713765,---
2-s2.0-85144388897,---
2-s2.0-85125115485,"CD28 Antigens Clone Cells Female Humans Immunotherapy, Adoptive Interleukin-2 Lymphocytes, Tumor-Infiltrating Ovarian Neoplasms Receptors, Antigen, T-Cell"
2-s2.0-85122484256,"Animals Bone Marrow Fluorescent Dyes Green Fluorescent Proteins Humans Integrin alpha4beta1 Mice Mice, Inbred C57BL Mice, Knockout Microscopy, Confocal Multiple Myeloma"
2-s2.0-85124997776,Cure time Curing characteristics Elongation-at-break Epoxide groups Epoxidized natural rubber Epoxy content Natural rubber latex Scorch time Strength and elongations Tensile elongation
2-s2.0-85140933315,"Convolutional encode-decoder Convolutional recurrent network E2E speech processing End to end Intelligibility Neural Networks, Computer Noise Noise robust Recurrent models Recurrent networks Speech Speech Perception Speech quality Waveforms"
2-s2.0-85130251131,"Alligators and Crocodiles Animals Area Under Curve Fluoroquinolones Fresh Water Half-Life Injections, Intramuscular"
2-s2.0-85144847568,5 hydroxymethyl furfurals Chemical transformations Lamnxni1-xO3-δ Partial substitution Perovskite oxide catalysts Perovskite oxides Reactive oxygen Selectivity Surface oxygen ]+ catalyst
2-s2.0-85119493591,CO hydrogenation Chain growth Growth ability Hydrophilic properties Hydrophilics Impregnation methods Layered Structures Layered silicate Light-olefins ]+ catalyst
2-s2.0-85121097919,---
2-s2.0-85139966508,Adhesive agents Adhesive resins Emergency repair Group 4 High-strength Multiple applications Phosphate-containing primer Resin-composites Shear bond strengths Zirconia materials
2-s2.0-85115774360,---
2-s2.0-85128283867,---
2-s2.0-85131190117,---
2-s2.0-85123433374,---
2-s2.0-85134373788,Global Health Humans Parkinson Disease Poverty Public Health World Health Organization
2-s2.0-85140027804,Absorption and desorptions Amine blend Benchmark solutions CO2 absorption CO2 capture Catalytic CO2 desorption Desorption rate Equilibrium CO2 solubility Performance ]+ catalyst
2-s2.0-85130292857,"Adult Antiviral Agents Cross-Sectional Studies Freedom HIV Infections Hepatitis B Hepatitis C Hepatitis C Antibodies Hepatitis C, Chronic Humans Male Prevalence Prisons Sexually Transmitted Diseases Syphilis Thailand"
2-s2.0-85128902630,Dehydration Droughts Forests Plant Leaves Thailand Trees Tropical Climate
2-s2.0-85141893921,Animals Anoikis B7-H1 Antigen CHO Cells Cricetinae Cricetulus Epithelial-Mesenchymal Transition Humans Lung Neoplasms
2-s2.0-85127543007,---
2-s2.0-85131447485,Basic catalysts Bio-crude oil Calcined dolomite Cassavum rhizome Catalytic pyrolysis Mesoporous Mesoporous basic catalyst Modified ni-dolomite Ni-modified Nonwoods
2-s2.0-85130354454,---
2-s2.0-85142710465,CCS concept Computing methodologies Deformable object Matching methods Physical simulation Physically based Physically-based animation Real-time physics Shape matching • computing methodology → physical simulation
2-s2.0-85129285846,Building blockes Ethanol production Ethanol specification Future perspectives Lignocellulosic ethanols On potentials Pre-treatments Quality control Second generation Storage periods
2-s2.0-85126556442,---
2-s2.0-85147704042,3D models 3d-modeling Chulalongkorn University Chulalongkorn university memorial hall Interactive Text images Thailand Virtual museum Virtual reality Virtual tour
2-s2.0-85136842818,---
2-s2.0-85140492289,---
2-s2.0-85137350425,---
2-s2.0-85140790666,---
2-s2.0-85121243311,Density-functional-theory Electrochemical technology High activity High selectivity Nitrogen reduction Nitrogen reduction reaction Reduction reaction Single atom catalyst Single-atoms ]+ catalyst
2-s2.0-85120505440,---
2-s2.0-85139803923,COVID-19 Humans Internship and Residency Nuclear Medicine Pandemics Radionuclide Imaging Surveys and Questionnaires
2-s2.0-85097054495,"Administration, Intravenous Analgesics Analgesics, Opioid Anesthetics, Local Arthroplasty, Replacement, Knee Bupivacaine Humans Injections, Intra-Articular Ketorolac Pain, Postoperative"
2-s2.0-85126913418,"Enterovirus Enterovirus A, Human Enterovirus Infections Hand, Foot and Mouth Disease Humans Serogroup"
2-s2.0-85124974188,---
2-s2.0-85137209218,"Adenoma, Pleomorphic Biomarkers, Tumor Carcinoma, Adenoid Cystic Carcinoma, Mucoepidermoid Histones Humans Ki-67 Antigen Protein Processing, Post-Translational Salivary Gland Neoplasms"
2-s2.0-85137561882,Anti-microbial activity Degradation behavior Hydrolytic degradation Mixed oxide Photocatalytic degradation Photocatalytic efficiency Poly lactic acid Silica oxide Titania Titania-silica
2-s2.0-85124333329,---
2-s2.0-85135005221,---
2-s2.0-85111400892,"Cross-Sectional Studies Developing Countries Health Information Systems Humans Kidney Renal Insufficiency, Chronic"
2-s2.0-85134503934,---
2-s2.0-85134616936,Colloidal Stability Cryo-preservation Cryoprotectants Cryoprotective Agents Freeze Drying Freezing Gold Gold Nanoparticles Gold nanoparticle Lyophilization Metal Nanoparticles Pectins Polysorbates Polyvinylpyrrolidones Povidone Re-suspension Sucrose Tween-20
2-s2.0-85149877116,Generalisation Model size Natural languages Performance gaps Performance penalties Representation method Sentence level Supervised methods Text classification Textual similarities
2-s2.0-85141890269,COVID-19 Exome Genetic Predisposition to Disease Genome-Wide Association Study Humans SARS-CoV-2 Toll-Like Receptor 7
2-s2.0-85124177423,Axial strength Carbon fiber reinforced polymers sheets Concrete specimens E-wastes Electronics wastes Failure patterns Fine aggregate replacement 20% Fine aggregates Lateral strain Strengthening
2-s2.0-85150677559,CCS concept Computing methodologies Doublings Graph networks Hierarchical graphs Learning physics Neural-networks Physical simulation Sparse grid • computing methodology → neural network
2-s2.0-85128464619,---
2-s2.0-85131242662,---
2-s2.0-85131965254,Alkylhalides Atom transfer radical addition Catalyse Catalytic properties Copper complexes Photoelectrochemical properties Photoredox catalysis Radical addition reactions Synthesised White light irradiation
2-s2.0-85113807861,---
2-s2.0-85145204341,---
2-s2.0-85117951134,Antioxidant activities Cost estimations Fruit body Lemon basil straw Oyster mushroom Pleurotus sajor caju Production cost Rubber sawdust Thailand Valorisation
2-s2.0-85133339975,Circuit drives Design and construction Drive systems Electrode less Half-bridge Half-bridge resonant Induction lamp Power factor valley-fill Power factors Valley fills
2-s2.0-85143294036,"Adolescent Adult Female HIV Infections HIV Testing Homosexuality, Male Humans Male Sexual and Gender Minorities Social Networking Thailand Transgender Persons Young Adult"
2-s2.0-85134328319,"Antigens, CD19 Cell- and Tissue-Based Therapy Hematologic Neoplasms Humans Immune Reconstitution Immunotherapy, Adoptive Neoplasm Recurrence, Local Receptors, Chimeric Antigen"
2-s2.0-85134238692,---
2-s2.0-85151481552,---
2-s2.0-85135202614,"Autoimmune Diseases Humans Immunity, Innate Lupus Erythematosus, Systemic Macrophages Neutrophils"
2-s2.0-85108265159,---
2-s2.0-85133594174,Acute Kidney Injury Adult Critical Illness Hospital Mortality Humans Intensive Care Units Respiratory Distress Syndrome Respiratory Insufficiency Retrospective Studies Risk Factors
2-s2.0-85120552288,---
2-s2.0-85128160896,12-methacryloyloxydodecylpyridinia bromide 2-methacryloyloxyethyl phosphorylcholine Adsorption Anti-Bacterial Agents Anti-bacterial activity Anti-biofilm effect Antibacterial properties Antibacterials Antibiofilms Biofilms Methacrylates Protein-repelling Proteins Repellent effects Streptococcus mutans Surface coatings
2-s2.0-85141762429,"Arrhythmias, Cardiac Brugada Syndrome Catheter Ablation Defibrillators, Implantable Humans Ventricular Fibrillation"
2-s2.0-85142857660,Collagen Type VII Dental Pulp Extracellular Matrix Fibrillar Collagens Humans Jagged-1 Protein Osteogenesis Proteomics Stem Cells
2-s2.0-85133283782,Antiviral Agents COVID-19 Coronavirus 3C Proteases Cysteine Endopeptidases Drug Repositioning Humans Lapatinib Molecular Docking Simulation Molecular Dynamics Simulation Peptidomimetics Protease Inhibitors SARS-CoV-2
2-s2.0-85139251243,---
2-s2.0-85133282852,"Adult Aorta, Thoracic Blood Vessel Prosthesis Implantation Endovascular Procedures Humans Middle Aged Retrospective Studies Risk Factors Subclavian Artery Thoracic Injuries Time Factors Treatment Outcome Wounds, Nonpenetrating Young Adult"
2-s2.0-85128632530,Acid concentrations Cleaning Current-collector Foam substrates HCL HCl solution Nickel foam Oxide layer Structural Thick oxides
2-s2.0-85132245522,"Aged Alzheimer Disease Aphasia Aphasia, Primary Progressive Biomarkers Humans Male Neuropsychological Tests"
2-s2.0-85123749034,"Bridged Bicyclo Compounds, Heterocyclic Composite fibres Conductive composites ELectrochemical detection Electrospun composite fibers Ethylenedioxythiophenes Heavy metal ion Ions Metal Nanoparticles Metal ion detection PVA Poly (3,4-ethylenedioxythiophene) Polymerization Polymers Silver Solid state polymerization"
2-s2.0-85128669252,"COVID-19 Diabetes Mellitus, Type 2 Glucose Humans Insulin Middle Aged Pandemics Patient Isolation Retrospective Studies Telemedicine Thailand"
2-s2.0-85138632055,---
2-s2.0-85138892322,---
2-s2.0-85127590219,Animals Avena Cytokines Dextran Sulfate Glucans Interleukin-6 Lipopolysaccharides Macrophages Mice Mucositis Tumor Necrosis Factor-alpha beta-Glucans
2-s2.0-85143484687,"Adaptation, Psychological Caregivers Compassion Fatigue Health Personnel Humans Schizophrenia"
2-s2.0-85127429024,"Animals Disease Models, Animal Dopamine Dopaminergic Neurons Lipids Male Mice Mice, Inbred ICR Nanostructures Neurodegenerative Diseases Neuroprotective Agents Parkinson Disease Rotenone Substantia Nigra Superoxide Dismutase Tissue Distribution Tyrosine 3-Monooxygenase Xanthones"
2-s2.0-85146400785,Bismuth-doped Doped fiber amplifier Frame loss Simple++ Single stage
2-s2.0-85140390090,---
2-s2.0-85122861272,---
2-s2.0-85125328705,---
2-s2.0-85136325598,Agile project management Data and information Data repositories Defect analysis Network centralities Network visualization Process Improvement Social Network Analysis Software features Software testings
2-s2.0-85118920028,---
2-s2.0-85143976568,Acoustic features Attention domain Cognitive assessments Cognitive domain Cognitive impairment Feature importance Important features Mild cognitive impairment Montreal cognitive assessment Screening tests
2-s2.0-85130627173,Bond behaviours Bond models Concrete interface Effective bond length Embedded through-section Embedment length Fiber-reinforced polymers Fibre reinforced polymers Finite element modelling (FEM) Parametric study
2-s2.0-85123377318,Adolescent COVID-19 Female Humans Infant Pandemics Pertussis Vaccine Pregnancy SARS-CoV-2 Thailand Vaccination Whooping Cough
2-s2.0-85140641619,---
2-s2.0-85122011469,---
2-s2.0-85132254865,---
2-s2.0-85123464833,Consensus Gastroesophageal Reflux Humans Proton Pump Inhibitors Thailand
2-s2.0-85125155383,Asthma Child Environmental Pollution Female Humans Male Risk Factors Schools Surveys and Questionnaires Thailand
2-s2.0-85131524347,---
2-s2.0-85132549833,---
2-s2.0-85125258999,Bio-chemicals Bio-oils Biomass plastics Copper metal Copyrolysis Mass ratio Metal-doped Plastic mixtures Polyethylene wastes Synergistic effect
2-s2.0-85143822576,---
2-s2.0-85125837962,"Autopsy Chromatography, Liquid Refrigeration Sodium Oxybate Substance Abuse Detection Tandem Mass Spectrometry"
2-s2.0-85141385325,Atropine Hospitals Humans Lubricants Mydriatics Myopia Ophthalmic Solutions Saline Solution Solvents
2-s2.0-85128587962,"Cationic polymers Cationics Cations Cell damage Cell delivery Cell surfaces Cellular uptake Chitosan DNA, Single-Stranded Gene Transfer Techniques PolyHEMA Polyhydroxyethyl Methacrylate Positive charges Specific interaction Synergistic effect Thymine"
2-s2.0-85119685299,Adult CD4 Lymphocyte Count Cohort Studies HIV Infections Humans Male Metabolic Syndrome Reverse Transcriptase Inhibitors
2-s2.0-85131789683,"Helicobacter Infections Helicobacter pylori Humans Mucosal-Associated Invariant T Cells Mucous Membrane Receptors, Antigen, T-Cell Ribitol Uracil"
2-s2.0-85118297531,"Animals Carbohydrates Depressive Disorder, Major Gastrointestinal Microbiome Macaca fascicularis Male Microbiota"
2-s2.0-85102194149,Cough Cross-Sectional Studies Dust Dyspnea Humans Indigo Carmine Lung Diseases Occupational Diseases Occupational Exposure Textile Industry
2-s2.0-85135706414,Acne treatment Acne vulgaris Clindamycin Colonisation Gelatin Microneedle patches Microneedles Skin conditions Sodium alginate/gelatin Transdermal delivery
2-s2.0-85138914313,---
2-s2.0-85158980222,---
2-s2.0-85138369292,---
2-s2.0-85138564993,---
2-s2.0-85130965603,"4-nitroaniline Aniline Compounds Bacillus Bacillus sp Bacillus sp. Biodegradation, Environmental Chlorpyrifos Contaminated soils Diuron N-fixation Nitroanilines P solubilization Pesticide tolerance Pesticides Phosphate solubilization Soil Soil Microbiology Soil Pollutants Strain AVPP64"
2-s2.0-85123931590,---
2-s2.0-85129306371,Active site Atomic levels Atomically- and molecularly dispersed active site CO 2 reduction Carbon Dioxide Catalysis Catalytic Domain Electric Conductivity Electrocatalytic Molecular levels Renewable energies Single atom catalyst Single-atoms ]+ catalyst
2-s2.0-85135948078,Anticoagulants Aortic Valve Aortic Valve Stenosis Humans Thailand Transcatheter Aortic Valve Replacement
2-s2.0-85139222557,Biodegradable material Free-radical polymerization Network-based Poly(2-hydroxyethyl methacrylate) Porous structures Potassium persulphate Property Semi-IPN Semiinterpenetrating polymer networks (semi-ipns) Triethylene glycol dimethacrylate
2-s2.0-85136176944,---
2-s2.0-85139245733,---
2-s2.0-85125557982,---
2-s2.0-85127553560,---
2-s2.0-85140336433,---
2-s2.0-85146700167,Aperture coupled Dielectric slabs Fabry-Perot cavity Gain enhancement Ground planes Numerical results Partially reflective surface Probe-fed Substrate-integrated waveguides Waveguide antennas
2-s2.0-85131357568,"Animals Anti-Bacterial Agents Bass Drug Resistance, Bacterial Farms Fish Diseases Humans Perciformes Prevalence Thailand Vibrionaceae"
2-s2.0-85144207105,---
2-s2.0-85128090286,Humans Individuality Intention Judgment Knowledge Morals
2-s2.0-85143210223,Amides Dutasteride Finasteride Humans Keratinocytes Kinetics Molecular Docking Simulation Molecular Dynamics Simulation
2-s2.0-85127441036,---
2-s2.0-85127042383,"Attention Cognition Epilepsy Humans Memory, Short-Term Treatment Outcome Vagus Nerve Vagus Nerve Stimulation"
2-s2.0-85134150969,---
2-s2.0-85125861392,Chlorhexidine Dental Caries Dentin Glass Ionomer Cements Humans Viscosity X-Ray Microtomography
2-s2.0-85122849698,---
2-s2.0-85121651730,"Animals Anti-Inflammatory Agents Cholesterol Diet, High-Fat Dysbiosis Enterococcus faecium Enterocytes Feces Gastrointestinal Microbiome Gene Expression Regulation Inflammation Lactobacillaceae Male Mice Obesity Probiotics"
2-s2.0-85131931281,Age-related Age-related disease Aging-associated disease Anti-aging Astaxanthin Autophagy Health benefits Liver disease Pharmacological effects Quality of life
2-s2.0-85126261746,---
2-s2.0-85127362995,---
2-s2.0-85144592500,---
2-s2.0-85137125892,"Attention Deficit Disorder with Hyperactivity Dietary Supplements Fatty Acids, Omega-3 Fatty Acids, Omega-6 Fatty Acids, Unsaturated Humans"
2-s2.0-85136982418,Bibliometrics China Knowledge Life Expectancy Technology
2-s2.0-85079717160,Ash analysis BGO detector Dual energy Gamma ray radiation Linear relationships Radioactivity level Transmittance ratio X ray fluorescence spectroscopy
2-s2.0-85108790239,---
2-s2.0-85143129002,---
2-s2.0-85129237912,---
2-s2.0-85131866740,Carboxymethyl Carboxymethyl starch Crosslinked Crosslinked carboxymethyl starch Disintegration time Folding endurance Hydroxypropyl methylcellulose Orodispersible film Polymer composite Rice starch
2-s2.0-85141840215,---
2-s2.0-85137541545,Cytomegalovirus Retinitis Humans Kidney Transplantation Transplant Recipients
2-s2.0-85124660000,---
2-s2.0-85127541495,"Calibration method Charm+ Detector systems Fitting method Heavy flavours Large detector-system performance Large detectors Pattern recognition, cluster finding, calibration and fitting method Proton proton collisions Systems performance"
2-s2.0-85119354992,"Animals COVID-19 Cat Diseases Cats Dog Diseases Dogs Female Humans Male Phylogeny RNA, Viral SARS-CoV-2 Thailand"
2-s2.0-85129665825,Bio fillers Biomembranes Cellulose content High porosity Hydrophilics Interfacial compatibility Micro-crystalline cellulose Microcrystalline cellulose Polymer matrices Sulphonated cellulose
2-s2.0-85138522627,Attached growth systems Attached microalgal growth Dark periods Fatty acids methyl esters Micro-algae Microalgal biomass Microalgal growth Photoperiod Spent coffee grounds Support materials
2-s2.0-85135510283,Anode purge Cell-be Cell/B.E Fuel cell performance Humidifier Novel design Open cathode Open cathode proton exchange membrane fuel cells Performance Proton-exchange membranes fuel cells
2-s2.0-85122965055,"Adult Antibodies, Neutralizing Antibodies, Viral COVID-19 COVID-19 Vaccines ChAdOx1 nCoV-19 Humans Immunogenicity, Vaccine SARS-CoV-2 Vaccines, Inactivated"
2-s2.0-85142254284,---
2-s2.0-85128719087,---
2-s2.0-85119970111,---
2-s2.0-85147032177,---
2-s2.0-85149655338,Change-over time Container network interface Fast methods Kubernetes Kubernetes nmstate Kubevirt Legacy applications Multiple networks Multus CNI Operator SDK
2-s2.0-85111864069,CH$-4$ CO$-2$/ reduction CO2 photoreduction Carbon Dioxide Catalysis Electrons Methane production Non-metals Nonmetal doped Photo-catalytic Porosity Porous g-C3N4 Renewable fuels S-doped Water
2-s2.0-85135060248,---
2-s2.0-85124311969,Agent based Agent based simulation Agent-based model Agent-based simula-tion Bibliometrics analysis COVID-19 Coronaviruses Literature reviews Policy agents Simulation and modeling
2-s2.0-85148443828,---
2-s2.0-85115004119,Animals Cat Diseases Cats Kidney Morbillivirus Morbillivirus Infections Phylogeny
2-s2.0-85134197502,Acinetobacter baumannii Anti-Bacterial Agents Anti-Infective Agents Cross Infection Gram-Negative Bacteria Humans Methylene Blue Photochemotherapy Thailand
2-s2.0-85135772195,2-mercaptobenzothiazole Accelerator system Benzothiazoles Cross linking Rubber vulcanization Synergism Synergistic combinations Tetramethyl Thiuram disulfide Vulcanisation
2-s2.0-85142821703,Healthcare performance Human society ISO standards Innovation manage-ment Innovation management Integrated frameworks Integrated management Performance Systematic Technological innovation
2-s2.0-85133350031,Artificial intelligence algorithms Beamforming selection Intelligent mechanisms Machine learning approaches Machine-learning Mechanism-based Multilayers perceptrons New Generation networks Random forests Synthetic data
2-s2.0-85139981086,---
2-s2.0-85114477619,---
2-s2.0-85148453135,---
2-s2.0-85119103966,"Adult Antibodies, Bacterial Diphtheria-Tetanus-Pertussis Vaccine Diphtheria-Tetanus-acellular Pertussis Vaccines Female Humans Immunization, Secondary Pertussis Toxin Pregnancy Whooping Cough"
