Eid,Funding Count,Cite-By Count,Has Funding,Has Cite-By
2-s2.0-85102822394,2,11,1,1
2-s2.0-85092107295,30,13,1,1
2-s2.0-85097749878,2,16,1,1
2-s2.0-85106584668,2,2,1,1
2-s2.0-85125336152,0,1,0,1
2-s2.0-85117881124,3,0,1,0
2-s2.0-85104792765,0,6,0,1
2-s2.0-85120372464,2,4,1,1
2-s2.0-85118677317,3,0,1,0
2-s2.0-85108879514,5,16,1,1
2-s2.0-85116699312,0,0,0,0
2-s2.0-85105027518,3,2,1,1
2-s2.0-85114048627,5,10,1,1
2-s2.0-85109136790,2,7,1,1
2-s2.0-85112132104,2,41,1,1
2-s2.0-85114837748,3,11,1,1
2-s2.0-85113741172,2,0,1,0
2-s2.0-85117688423,8,6,1,1
2-s2.0-85100257821,8,6,1,1
2-s2.0-85119381293,0,4,0,1
2-s2.0-85099715949,0,17,0,1
2-s2.0-85102716282,2,9,1,1
2-s2.0-85102383075,3,3,1,1
2-s2.0-85121035312,4,4,1,1
2-s2.0-85109093062,5,3,1,1
2-s2.0-85106510574,4,7,1,1
2-s2.0-85115646070,3,11,1,1
2-s2.0-85123529277,3,0,1,0
2-s2.0-85104145635,9,0,1,0
2-s2.0-85118975007,5,5,1,1
2-s2.0-85101966895,6,11,1,1
2-s2.0-85117348761,0,3,0,1
2-s2.0-85112795228,7,3,1,1
2-s2.0-85075898384,5,11,1,1
2-s2.0-85112164099,0,2,0,1
2-s2.0-85118970502,2,1,1,1
2-s2.0-85122664003,4,2,1,1
2-s2.0-85121874592,1,3,1,1
2-s2.0-85101998269,0,1,0,1
2-s2.0-85089010344,5,7,1,1
2-s2.0-85144507968,0,0,0,0
2-s2.0-85107086900,1,7,1,1
2-s2.0-85116045755,5,1,1,1
2-s2.0-85106969057,2,1,1,1
2-s2.0-85099554532,5,1,1,1
2-s2.0-85104429299,3,108,1,1
2-s2.0-85106663627,2,34,1,1
2-s2.0-85121399559,2,0,1,0
2-s2.0-85101751803,1,0,1,0
2-s2.0-85101358685,0,266,0,1
2-s2.0-85108075208,5,1,1,1
2-s2.0-85099959994,4,2,1,1
2-s2.0-85097289861,2,9,1,1
2-s2.0-85100655698,1,330,1,1
2-s2.0-85105019285,0,32,0,1
2-s2.0-85101186582,5,0,1,0
2-s2.0-85123778938,6,0,1,0
2-s2.0-85105934034,0,15,0,1
2-s2.0-85121450526,10,5,1,1
2-s2.0-85122770600,2,2,1,1
2-s2.0-85096481690,2,17,1,1
2-s2.0-85118228735,0,2,0,1
2-s2.0-85102939634,12,4,1,1
2-s2.0-85112470024,4,2,1,1
2-s2.0-85105788524,6,13,1,1
2-s2.0-85105469331,4,3,1,1
2-s2.0-85111508551,9,3,1,1
2-s2.0-85105570449,56,7,1,1
2-s2.0-85125469457,10,12,1,1
2-s2.0-85120420697,0,3,0,1
2-s2.0-85103293188,5,2,1,1
2-s2.0-85102558587,5,5,1,1
2-s2.0-85100125815,5,27,1,1
2-s2.0-85103506451,3,0,1,0
2-s2.0-85119197679,2,0,1,0
2-s2.0-85105042403,2,8,1,1
2-s2.0-85104733629,2,1,1,1
2-s2.0-85124897068,2,0,1,0
2-s2.0-85116013246,3,2,1,1
2-s2.0-85117363433,0,5,0,1
2-s2.0-85104760538,4,2,1,1
2-s2.0-85118917558,0,12,0,1
2-s2.0-85095964433,2,4,1,1
2-s2.0-85119900709,2,0,1,0
2-s2.0-85117062989,3,0,1,0
2-s2.0-85116780535,0,0,0,0
2-s2.0-85116834453,3,4,1,1
2-s2.0-85120742695,4,9,1,1
2-s2.0-85107795212,0,1,0,1
2-s2.0-85099688950,0,11,0,1
2-s2.0-85106873745,5,3,1,1
2-s2.0-85122106296,6,1,1,1
2-s2.0-85078526848,6,2,1,1
2-s2.0-85113728349,3,14,1,1
2-s2.0-85113207639,11,14,1,1
2-s2.0-85108288977,4,9,1,1
2-s2.0-85100694601,0,0,0,0
2-s2.0-85108112004,3,0,1,0
2-s2.0-85118155391,5,0,1,0
2-s2.0-85111052516,0,6,0,1
2-s2.0-85118299266,2,5,1,1
2-s2.0-85116712307,8,1,1,1
2-s2.0-85112860399,0,1,0,1
2-s2.0-85105498437,5,10,1,1
2-s2.0-85107930582,6,2,1,1
2-s2.0-85107970643,5,12,1,1
2-s2.0-85067612051,2,11,1,1
2-s2.0-85107531109,5,3,1,1
2-s2.0-85112368599,5,43,1,1
2-s2.0-85114379876,2,15,1,1
2-s2.0-85104045489,0,2,0,1
2-s2.0-85099101554,5,29,1,1
2-s2.0-85106697623,12,3,1,1
2-s2.0-85115726814,0,0,0,0
2-s2.0-85107820658,0,0,0,0
2-s2.0-85138431848,0,3,0,1
2-s2.0-85098703295,3,2,1,1
2-s2.0-85108248915,3,0,1,0
2-s2.0-85091946187,5,15,1,1
2-s2.0-85120869557,5,8,1,1
2-s2.0-85091937236,5,23,1,1
2-s2.0-85100541656,7,14,1,1
2-s2.0-85102519104,5,59,1,1
2-s2.0-85118482871,0,24,0,1
2-s2.0-85097889287,2,1,1,1
2-s2.0-85099647915,3,18,1,1
2-s2.0-85116528736,2,10,1,1
2-s2.0-85108821186,5,8,1,1
2-s2.0-85125572817,6,0,1,0
2-s2.0-85108454579,2,8,1,1
2-s2.0-85105391010,0,0,0,0
2-s2.0-85098481038,2,1,1,1
2-s2.0-85113154228,2,17,1,1
2-s2.0-85108436461,2,7,1,1
2-s2.0-85118655546,2,1,1,1
2-s2.0-85106068502,0,5,0,1
2-s2.0-85112802796,5,0,1,0
2-s2.0-85161173142,0,0,0,0
2-s2.0-85109351654,2,7,1,1
2-s2.0-85100156646,1,1,1,1
2-s2.0-85097030068,2,0,1,0
2-s2.0-85112642279,1,4,1,1
2-s2.0-85111169251,0,0,0,0
2-s2.0-85121856655,2,1,1,1
2-s2.0-85096990107,1,3,1,1
2-s2.0-85100457649,5,13,1,1
2-s2.0-85094575490,5,8,1,1
2-s2.0-85103342879,7,34,1,1
2-s2.0-85097379448,0,5,0,1
2-s2.0-85089782033,4,4,1,1
2-s2.0-85109694360,0,1,0,1
2-s2.0-85104123601,2,8,1,1
2-s2.0-85109585587,2,11,1,1
2-s2.0-85116284222,0,4,0,1
2-s2.0-85115864533,3,12,1,1
2-s2.0-85118293327,0,0,0,0
2-s2.0-85096649035,2,10,1,1
2-s2.0-85118812439,14,7,1,1
2-s2.0-85111390577,6,8,1,1
2-s2.0-85105018855,16,10,1,1
2-s2.0-85118845316,2,2,1,1
2-s2.0-85110297463,0,1,0,1
2-s2.0-85111346253,4,16,1,1
2-s2.0-85150305261,0,0,0,0
2-s2.0-85165289955,4,1,1,1
2-s2.0-85105442390,5,6,1,1
2-s2.0-85078431910,6,7,1,1
2-s2.0-85113437029,0,2,0,1
2-s2.0-85099994775,0,0,0,0
2-s2.0-85092010260,9,9,1,1
2-s2.0-85109981938,2,3,1,1
2-s2.0-85086511503,3,1,1,1
2-s2.0-85117164091,2,1,1,1
2-s2.0-85113108248,0,4,0,1
2-s2.0-85102682064,5,4,1,1
2-s2.0-85096746931,0,11,0,1
2-s2.0-85106944329,7,11,1,1
2-s2.0-85101792314,0,2,0,1
2-s2.0-85115271771,2,2,1,1
2-s2.0-85092648020,4,24,1,1
2-s2.0-85118485484,10,4,1,1
2-s2.0-85122645723,3,4,1,1
2-s2.0-85123924013,3,0,1,0
2-s2.0-85107137093,0,4,0,1
2-s2.0-85107267207,6,6,1,1
2-s2.0-85114775988,2,3,1,1
2-s2.0-85112114195,5,0,1,0
2-s2.0-85107956064,0,11,0,1
2-s2.0-85107679668,4,4,1,1
2-s2.0-85109029969,0,5,0,1
2-s2.0-85105767768,6,7,1,1
2-s2.0-85098846330,5,1,1,1
2-s2.0-85105615865,1,8,1,1
2-s2.0-85130354683,0,0,0,0
2-s2.0-85115066701,5,14,1,1
2-s2.0-85108836621,1,2,1,1
2-s2.0-85121281985,6,1,1,1
2-s2.0-85105765914,3,2,1,1
2-s2.0-85103413880,5,15,1,1
2-s2.0-85103759080,0,12,0,1
2-s2.0-85102064778,2,4,1,1
2-s2.0-85101597829,5,6,1,1
2-s2.0-85094565566,7,13,1,1
2-s2.0-85090245299,5,8,1,1
2-s2.0-85127442642,0,0,0,0
2-s2.0-85108192115,3,1,1,1
2-s2.0-85105698000,2,6,1,1
2-s2.0-85098789303,20,91,1,1
2-s2.0-85130155890,0,0,0,0
2-s2.0-85108862164,5,12,1,1
2-s2.0-85114829222,6,12,1,1
2-s2.0-85106023745,0,6,0,1
2-s2.0-85124892808,5,0,1,0
2-s2.0-85128017713,0,0,0,0
2-s2.0-85103400305,2,9,1,1
2-s2.0-85101980049,3,12,1,1
2-s2.0-85101520575,5,21,1,1
2-s2.0-85094582224,5,4,1,1
2-s2.0-85090559227,4,57,1,1
2-s2.0-85127543093,0,2,0,1
2-s2.0-85108211546,3,10,1,1
2-s2.0-85102422736,8,9,1,1
2-s2.0-85115202918,8,7,1,1
2-s2.0-85102096863,2,10,1,1
2-s2.0-85118443627,0,2,0,1
2-s2.0-85094632161,5,13,1,1
2-s2.0-85123918095,0,8,0,1
2-s2.0-85122785133,6,4,1,1
2-s2.0-85107265561,10,4,1,1
2-s2.0-85107140826,3,2,1,1
2-s2.0-85114740684,0,4,0,1
2-s2.0-85112109227,5,1,1,1
2-s2.0-85108005514,2,11,1,1
2-s2.0-85107719586,0,1,0,1
2-s2.0-85109041889,2,11,1,1
2-s2.0-85108715764,6,9,1,1
2-s2.0-85101882878,4,9,1,1
2-s2.0-85128950308,5,5,1,1
2-s2.0-85125676199,5,0,1,0
2-s2.0-85078453414,4,9,1,1
2-s2.0-85113472400,3,3,1,1
2-s2.0-85099999462,0,14,0,1
2-s2.0-85099006661,0,6,0,1
2-s2.0-85109976345,5,0,1,0
2-s2.0-85086425736,4,47,1,1
2-s2.0-85105873704,2,6,1,1
2-s2.0-85117197753,3,7,1,1
2-s2.0-85102730614,0,13,0,1
2-s2.0-85096781510,4,4,1,1
2-s2.0-85104052130,0,9,0,1
2-s2.0-85109464852,3,6,1,1
2-s2.0-85115946869,0,5,0,1
2-s2.0-85115985706,2,5,1,1
2-s2.0-85119189006,0,2,0,1
2-s2.0-85098191231,3,14,1,1
2-s2.0-85118848310,4,15,1,1
2-s2.0-85111136951,1,1,1,1
2-s2.0-85104943421,1,12,1,1
2-s2.0-85119833397,6,1,1,1
2-s2.0-85109081072,0,1,0,1
2-s2.0-85111377235,5,3,1,1
2-s2.0-85161345830,8,3,1,1
2-s2.0-85100246982,5,6,1,1
2-s2.0-85109311085,4,9,1,1
2-s2.0-85112682603,0,0,0,0
2-s2.0-85096812116,0,5,0,1
2-s2.0-85122008669,6,8,1,1
2-s2.0-85110856681,3,2,1,1
2-s2.0-85100518253,4,7,1,1
2-s2.0-85106579299,0,1,0,1
2-s2.0-85095454840,1,8,1,1
2-s2.0-85103343003,0,4,0,1
2-s2.0-85097076156,11,10,1,1
2-s2.0-85089755194,4,9,1,1
2-s2.0-85109635370,3,9,1,1
2-s2.0-85097788524,5,5,1,1
2-s2.0-85118489005,6,3,1,1
2-s2.0-85099952894,5,149,1,1
2-s2.0-85107645193,6,3,1,1
2-s2.0-85116659542,6,19,1,1
2-s2.0-85108219142,4,3,1,1
2-s2.0-85125783044,0,3,0,1
2-s2.0-85097258031,2,1,1,1
2-s2.0-85105402392,2,1,1,1
2-s2.0-85113346112,0,1,0,1
2-s2.0-85109085146,3,4,1,1
2-s2.0-85118645392,3,5,1,1
2-s2.0-85105956917,2,3,1,1
2-s2.0-85112768401,6,28,1,1
2-s2.0-85103226691,3,5,1,1
2-s2.0-85099224327,2,3,1,1
2-s2.0-85106875861,2,1,1,1
2-s2.0-85115651157,4,3,1,1
2-s2.0-85107818768,3,0,1,0
2-s2.0-85138395208,0,1,0,1
2-s2.0-85098653523,0,41,0,1
2-s2.0-85108263753,2,15,1,1
2-s2.0-85120661416,1,0,1,0
2-s2.0-85092002539,4,31,1,1
2-s2.0-85092027115,5,12,1,1
2-s2.0-85100528913,0,7,0,1
2-s2.0-85102495092,3,2,1,1
2-s2.0-85108123711,2,5,1,1
2-s2.0-85118336295,2,0,1,0
2-s2.0-85111055867,1,8,1,1
2-s2.0-85118276195,3,4,1,1
2-s2.0-85116391566,2,0,1,0
2-s2.0-85112851788,0,1,0,1
2-s2.0-85105468856,3,3,1,1
2-s2.0-85107995230,2,5,1,1
2-s2.0-85107980378,0,0,0,0
2-s2.0-85107578170,5,0,1,0
2-s2.0-85065654598,5,22,1,1
2-s2.0-85112277752,2,1,1,1
2-s2.0-85114379550,0,4,0,1
2-s2.0-85128272801,2,2,1,1
2-s2.0-85117096571,0,31,0,1
2-s2.0-85105448080,6,23,1,1
2-s2.0-85121575632,5,1,1,1
2-s2.0-85120734302,3,1,1,1
2-s2.0-85099736586,0,15,0,1
2-s2.0-85107793908,0,0,0,0
2-s2.0-85122132307,2,0,1,0
2-s2.0-85106868501,0,20,0,1
2-s2.0-85113764265,0,3,0,1
2-s2.0-85114520781,6,3,1,1
2-s2.0-85113164513,0,1,0,1
2-s2.0-85100730322,0,1,0,1
2-s2.0-85108025403,0,5,0,1
2-s2.0-85102603368,0,7,0,1
2-s2.0-85100256803,6,41,1,1
2-s2.0-85103506229,5,6,1,1
2-s2.0-85119182320,5,1,1,1
2-s2.0-85104420022,2,2,1,1
2-s2.0-85105062344,2,7,1,1
2-s2.0-85115371490,7,4,1,1
2-s2.0-85125014824,2,2,1,1
2-s2.0-85104751185,2,2,1,1
2-s2.0-85117367207,2,2,1,1
2-s2.0-85095947883,3,5,1,1
2-s2.0-85118973383,4,1,1,1
2-s2.0-85121467517,2,4,1,1
2-s2.0-85122812690,3,7,1,1
2-s2.0-85118217021,2,6,1,1
2-s2.0-85096558089,3,31,1,1
2-s2.0-85112204227,0,1,0,1
2-s2.0-85112464279,6,6,1,1
2-s2.0-85106401474,2,4,1,1
2-s2.0-85105498979,5,6,1,1
2-s2.0-85111536398,3,1,1,1
2-s2.0-85106273182,3,6,1,1
2-s2.0-85124959997,5,2,1,1
2-s2.0-85120177857,0,3,0,1
2-s2.0-85103169557,2,12,1,1
2-s2.0-85121481120,3,7,1,1
2-s2.0-85101825229,0,5,0,1
2-s2.0-85101101437,5,3,1,1
2-s2.0-85108089102,1,0,1,0
2-s2.0-85099838453,0,2,0,1
2-s2.0-85097406721,8,0,1,0
2-s2.0-85089810147,4,1,1,1
2-s2.0-85105113033,3,9,1,1
2-s2.0-85101138276,1,3,1,1
2-s2.0-85123743355,2,0,1,0
2-s2.0-85105876836,5,1,1,1
2-s2.0-85112784959,2,1,1,1
2-s2.0-85072746800,8,7,1,1
2-s2.0-85109967248,8,3,1,1
2-s2.0-85118633780,0,1,0,1
2-s2.0-85122694297,2,0,1,0
2-s2.0-85121907835,1,17,1,1
2-s2.0-85089295342,3,11,1,1
2-s2.0-85101985511,7,3,1,1
2-s2.0-85107115148,4,0,1,0
2-s2.0-85130478880,0,5,0,1
2-s2.0-85107341038,3,2,1,1
2-s2.0-85115807985,2,1,1,1
2-s2.0-85104469481,3,5,1,1
2-s2.0-85099481391,4,31,1,1
2-s2.0-85106914719,3,3,1,1
2-s2.0-85099699834,0,23,0,1
2-s2.0-85102602486,3,4,1,1
2-s2.0-85102487199,0,1,0,1
2-s2.0-85121044955,6,1,1,1
2-s2.0-85106452932,5,1,1,1
2-s2.0-85109362509,0,14,0,1
2-s2.0-85123523416,0,0,0,0
2-s2.0-85116572263,0,0,0,0
2-s2.0-85118934734,0,8,0,1
2-s2.0-85104600691,5,20,1,1
2-s2.0-85117277025,0,14,0,1
2-s2.0-85101841859,5,4,1,1
2-s2.0-85120333752,2,7,1,1
2-s2.0-85137356863,2,2,1,1
2-s2.0-85108883307,6,6,1,1
2-s2.0-85096823253,2,31,1,1
2-s2.0-85116718584,22,138,1,1
2-s2.0-85114100452,0,1,0,1
2-s2.0-85109130400,6,3,1,1
2-s2.0-85111975924,3,12,1,1
2-s2.0-85114823271,2,3,1,1
2-s2.0-85112507996,0,0,0,0
2-s2.0-85118486327,4,16,1,1
2-s2.0-85100258692,5,6,1,1
2-s2.0-85119407028,7,1,1,1
2-s2.0-85119320105,2,1,1,1
2-s2.0-85103038823,6,0,1,0
2-s2.0-85106365148,5,2,1,1
2-s2.0-85099723621,0,2,0,1
2-s2.0-85102910851,2,3,1,1
2-s2.0-85092075687,10,38,1,1
2-s2.0-85097744911,3,10,1,1
2-s2.0-85105784403,0,12,0,1
2-s2.0-85125389874,0,0,0,0
2-s2.0-85117940892,0,11,0,1
2-s2.0-85104794485,1,1,1,1
2-s2.0-85107077265,2,4,1,1
2-s2.0-85107438452,5,4,1,1
2-s2.0-85121723788,3,36,1,1
2-s2.0-85124073619,0,0,0,0
2-s2.0-85110920901,106,15,1,1
2-s2.0-85102297607,5,32,1,1
2-s2.0-85118349765,0,0,0,0
2-s2.0-85058689093,1,8,1,1
2-s2.0-85115079568,0,0,0,0
2-s2.0-85107510098,0,0,0,0
2-s2.0-85112796263,0,0,0,0
2-s2.0-85112848942,4,7,1,1
2-s2.0-85100561231,4,4,1,1
2-s2.0-85045224116,3,4,1,1
2-s2.0-85100316408,3,34,1,1
2-s2.0-85115761949,0,3,0,1
2-s2.0-85102972788,4,0,1,0
2-s2.0-85122198424,0,1,0,1
2-s2.0-85103892070,3,8,1,1
2-s2.0-85086513529,3,10,1,1
2-s2.0-85100157163,0,17,0,1
2-s2.0-85121796204,8,0,1,0
2-s2.0-85105741666,2,8,1,1
2-s2.0-85114730065,0,0,0,0
2-s2.0-85109314867,5,3,1,1
2-s2.0-85107751217,5,0,1,0
2-s2.0-85098713731,0,0,0,0
2-s2.0-85106288747,5,15,1,1
2-s2.0-85109424216,5,8,1,1
2-s2.0-85113865210,0,2,0,1
2-s2.0-85097573029,2,3,1,1
2-s2.0-85127833334,0,0,0,0
2-s2.0-85089139345,0,0,0,0
2-s2.0-85142118793,0,0,0,0
2-s2.0-85118435485,4,21,1,1
2-s2.0-85105019513,6,3,1,1
2-s2.0-85122487727,0,55,0,1
2-s2.0-85097577997,6,15,1,1
2-s2.0-85103106857,2,1,1,1
2-s2.0-85114146104,2,4,1,1
2-s2.0-85122642629,0,0,0,0
2-s2.0-85127227000,5,2,1,1
2-s2.0-85110220977,9,3,1,1
2-s2.0-85105332156,8,7,1,1
2-s2.0-85120358082,2,3,1,1
2-s2.0-85089978022,3,20,1,1
2-s2.0-85103547768,6,15,1,1
2-s2.0-85104636644,5,3,1,1
2-s2.0-85100358582,0,3,0,1
2-s2.0-85114381125,1,17,1,1
2-s2.0-85103743639,2,5,1,1
2-s2.0-85110481608,4,1,1,1
2-s2.0-85115037726,3,11,1,1
2-s2.0-85094649267,4,1,1,1
2-s2.0-85079172890,6,2,1,1
2-s2.0-85096653962,4,15,1,1
2-s2.0-85121862176,2,6,1,1
2-s2.0-85101466540,2,14,1,1
2-s2.0-85121839604,0,0,0,0
2-s2.0-85107044229,1,14,1,1
2-s2.0-85120785873,0,0,0,0
2-s2.0-85108504048,4,22,1,1
2-s2.0-85112385826,0,2,0,1
2-s2.0-85108739301,10,3,1,1
2-s2.0-85117291074,2,3,1,1
2-s2.0-85102521762,6,3,1,1
2-s2.0-85112370135,2,3,1,1
2-s2.0-85105547034,2,1,1,1
2-s2.0-85093924348,36,14,1,1
2-s2.0-85111054238,5,14,1,1
2-s2.0-85125965446,0,0,0,0
2-s2.0-85105927425,3,13,1,1
2-s2.0-85116391479,3,4,1,1
2-s2.0-85110766811,5,1,1,1
2-s2.0-85114623649,2,16,1,1
2-s2.0-85104466201,0,0,0,0
2-s2.0-85118402440,6,2,1,1
2-s2.0-85098104564,5,63,1,1
2-s2.0-85103608944,0,2,0,1
2-s2.0-85114796109,4,5,1,1
2-s2.0-85101054469,6,3,1,1
2-s2.0-85103918650,2,2,1,1
2-s2.0-85145197389,5,0,1,0
2-s2.0-85120082503,0,4,0,1
2-s2.0-85114685088,0,1,0,1
2-s2.0-85102696212,3,10,1,1
2-s2.0-85100579607,4,21,1,1
2-s2.0-85109023366,2,0,1,0
2-s2.0-85126121321,2,0,1,0
2-s2.0-85096381997,6,32,1,1
2-s2.0-85084665697,2,12,1,1
2-s2.0-85100608446,0,3,0,1
2-s2.0-85112610102,0,2,0,1
2-s2.0-85115377014,4,0,1,0
2-s2.0-85109798007,4,4,1,1
2-s2.0-85100122079,5,3,1,1
2-s2.0-85111238296,105,43,1,1
2-s2.0-85117893954,3,0,1,0
2-s2.0-85121405799,2,7,1,1
2-s2.0-85111652675,6,0,1,0
2-s2.0-85119358476,6,4,1,1
2-s2.0-85121337328,0,10,0,1
2-s2.0-85108778521,2,0,1,0
2-s2.0-85106742537,0,6,0,1
2-s2.0-85105968091,2,2,1,1
2-s2.0-85105043666,0,5,0,1
2-s2.0-85111196154,5,0,1,0
2-s2.0-85124559855,0,0,0,0
2-s2.0-85107074745,0,1,0,1
2-s2.0-85122457053,2,4,1,1
2-s2.0-85102619204,2,1030,1,1
2-s2.0-85115425653,0,0,0,0
2-s2.0-85103028713,0,1,0,1
2-s2.0-85073819211,5,4,1,1
2-s2.0-85107419122,3,13,1,1
2-s2.0-85100887127,5,4,1,1
2-s2.0-85115044869,2,0,1,0
2-s2.0-85107084833,5,43,1,1
2-s2.0-85109200647,3,7,1,1
2-s2.0-85107360622,3,1,1,1
2-s2.0-85107902419,5,8,1,1
2-s2.0-85108252667,12,8,1,1
2-s2.0-85129157351,0,0,0,0
2-s2.0-85099288372,2,6,1,1
2-s2.0-85105162408,0,0,0,0
2-s2.0-85122124745,5,3,1,1
2-s2.0-85105573619,6,10,1,1
2-s2.0-85120423928,5,5,1,1
2-s2.0-85091107901,0,7,0,1
2-s2.0-85122019690,5,4,1,1
2-s2.0-85097205804,2,14,1,1
2-s2.0-85129144010,0,5,0,1
2-s2.0-85097462910,4,13,1,1
2-s2.0-85113299552,2,2,1,1
2-s2.0-85114350199,0,1,0,1
2-s2.0-85104488343,3,10,1,1
2-s2.0-85110390591,6,9,1,1
2-s2.0-85098332405,5,10,1,1
2-s2.0-85107223080,5,2,1,1
2-s2.0-85103990516,2,2,1,1
2-s2.0-85113799238,3,1,1,1
2-s2.0-85119086739,2,1,1,1
2-s2.0-85092914648,2,2,1,1
2-s2.0-85102294884,4,85,1,1
2-s2.0-85098732245,2,1,1,1
2-s2.0-85117701600,2,0,1,0
2-s2.0-85104645963,5,5,1,1
2-s2.0-85124847708,0,0,0,0
2-s2.0-85106579369,3,48,1,1
2-s2.0-85117592725,5,2,1,1
2-s2.0-85104923503,0,2,0,1
2-s2.0-85105176425,2,0,1,0
2-s2.0-85088595847,0,6,0,1
2-s2.0-85099644641,0,1,0,1
2-s2.0-85105718478,0,1,0,1
2-s2.0-85114320526,2,6,1,1
2-s2.0-85100823772,5,0,1,0
2-s2.0-85091367825,5,9,1,1
2-s2.0-85110756210,2,1,1,1
2-s2.0-85100280381,0,6,0,1
2-s2.0-85107563620,4,40,1,1
2-s2.0-85100919126,0,4,0,1
2-s2.0-85114459930,2,0,1,0
2-s2.0-85113863671,0,0,0,0
2-s2.0-85116521325,5,15,1,1
2-s2.0-85109722218,4,4,1,1
2-s2.0-85105117565,3,13,1,1
2-s2.0-85120583368,5,10,1,1
2-s2.0-85102965524,4,33,1,1
2-s2.0-85099410472,10,23,1,1
2-s2.0-85119980739,4,2,1,1
2-s2.0-85100500885,5,7,1,1
2-s2.0-85109308287,0,0,0,0
2-s2.0-85111613338,0,39,0,1
2-s2.0-85108330388,6,0,1,0
2-s2.0-85123469207,0,3,0,1
2-s2.0-85122217684,0,2,0,1
2-s2.0-85114796714,0,7,0,1
2-s2.0-85111378604,4,4,1,1
2-s2.0-85114197485,3,3,1,1
2-s2.0-85101247855,2,0,1,0
2-s2.0-85118843638,2,3,1,1
2-s2.0-85118195813,4,2,1,1
2-s2.0-85088831213,2,1,1,1
2-s2.0-85098193096,1,3,1,1
2-s2.0-85109038660,0,2,0,1
2-s2.0-85116638121,1,0,1,0
2-s2.0-85103957486,6,16,1,1
2-s2.0-85097029282,2,3,1,1
2-s2.0-85117939467,6,0,1,0
2-s2.0-85094913757,2,0,1,0
2-s2.0-85101743624,3,1,1,1
2-s2.0-85122823475,1,21,1,1
2-s2.0-85104145398,7,2,1,1
2-s2.0-85077063099,0,2,0,1
2-s2.0-85120651711,0,3,0,1
2-s2.0-85108824419,3,2,1,1
2-s2.0-85117165594,2,5,1,1
2-s2.0-85111744634,5,0,1,0
2-s2.0-85158978937,2,0,1,0
2-s2.0-85099373612,104,33,1,1
2-s2.0-85115259758,5,2,1,1
2-s2.0-85122185564,2,1,1,1
2-s2.0-85122594616,2,0,1,0
2-s2.0-85108846528,3,1,1,1
2-s2.0-85111032154,7,82,1,1
2-s2.0-85110879059,6,0,1,0
2-s2.0-85101625273,5,2,1,1
2-s2.0-85096865759,4,18,1,1
2-s2.0-85091042370,2,8,1,1
2-s2.0-85097476622,6,1,1,1
2-s2.0-85117595797,3,2,1,1
2-s2.0-85104927819,4,9,1,1
2-s2.0-85119111046,0,0,0,0
2-s2.0-85101563160,1,1,1,1
2-s2.0-85110086369,5,3,1,1
2-s2.0-85123511547,0,0,0,0
2-s2.0-85109691723,2,0,1,0
2-s2.0-85106180269,0,0,0,0
2-s2.0-85103803036,12,3,1,1
2-s2.0-85123037385,2,0,1,0
2-s2.0-85102586381,0,296,0,1
2-s2.0-85096971867,3,3,1,1
2-s2.0-85095786276,3,49,1,1
2-s2.0-85101229384,2,4,1,1
2-s2.0-85102083926,3,2,1,1
2-s2.0-85108965899,2,1,1,1
2-s2.0-85099641620,2,0,1,0
2-s2.0-85104150870,4,10,1,1
2-s2.0-85140163600,0,0,0,0
2-s2.0-85112363761,6,6,1,1
2-s2.0-85116397323,5,3,1,1
2-s2.0-85106757141,1,21,1,1
2-s2.0-85127570324,2,2,1,1
2-s2.0-85107340228,5,4,1,1
2-s2.0-85119988759,2,39,1,1
2-s2.0-85101765419,0,15,0,1
2-s2.0-85091658772,0,31,0,1
2-s2.0-85113163954,2,7,1,1
2-s2.0-85104632366,10,0,1,0
2-s2.0-85106626488,0,0,0,0
2-s2.0-85101380481,0,15,0,1
2-s2.0-85110775962,4,5,1,1
2-s2.0-85104382409,0,1,0,1
2-s2.0-85113792304,6,1,1,1
2-s2.0-85106860010,3,2,1,1
2-s2.0-85118257199,0,6,0,1
2-s2.0-85122631532,0,0,0,0
2-s2.0-85117283638,3,4,1,1
2-s2.0-85098110031,3,11,1,1
2-s2.0-85101899050,6,17,1,1
2-s2.0-85119416871,0,15,0,1
2-s2.0-85110968136,5,3,1,1
2-s2.0-85090062751,15,26,1,1
2-s2.0-85116628666,4,9,1,1
2-s2.0-85080048153,2,17,1,1
2-s2.0-85110956704,3,2,1,1
2-s2.0-85103497823,5,4,1,1
2-s2.0-85100379103,4,16,1,1
2-s2.0-85099373782,7,1,1,1
2-s2.0-85119495543,0,1,0,1
2-s2.0-85107721220,2,2,1,1
2-s2.0-85099661832,4,21,1,1
2-s2.0-85115788844,6,6,1,1
2-s2.0-85115954606,3,9,1,1
2-s2.0-85114660428,6,1,1,1
2-s2.0-85100552002,0,5,0,1
2-s2.0-85070551869,3,8,1,1
2-s2.0-85099836525,4,0,1,0
2-s2.0-85103211042,3,5,1,1
2-s2.0-85119720228,2,1,1,1
2-s2.0-85103325469,0,0,0,0
2-s2.0-85125196867,2,0,1,0
2-s2.0-85115001675,6,11,1,1
2-s2.0-85104759072,0,0,0,0
2-s2.0-85106253348,2,7,1,1
2-s2.0-85119298877,0,19,0,1
2-s2.0-85091976994,2,29,1,1
2-s2.0-85116824959,5,16,1,1
2-s2.0-85105546442,5,2,1,1
2-s2.0-85102876290,4,13,1,1
2-s2.0-85116762243,26,9,1,1
