Agency_Name,Country
International Affairs Office,United States
International Agency for Research on Cancer,France
International Agency for Research on Cancer6,France
International Area Studies and Foreign Language High-Level Talents Training Project of China Scholarship Council,China
International Association of Providers of AIDS Care,United States
International Atomic Energy Agency,Austria
International Center for Green Biotechnology of Meijo University,Japan
International Center for Natural Environmental Science of Meijo University,Japan
International Center for the Scientific Development of Shrimp Aquaculture,Thailand
International Centre for Water Hazard and Risk Management,Japan
International Corporate Governance Society,United States
International Decision Support Initiative,United Kingdom
International Development Research Center,Canada
International Development Research Centre,Canada
International Development Research Centre of Canada,Canada
International Emerging Actions,France
International Environmental Research Center,South Korea
International Environmental Research Institute,South Korea
International Foundation For Science,Sweden
International Foundation for Science,Sweden
International Genetically Engineering Machine,United States
International Graduate Program of Veterinary Science and Technology,Thailand
International Institute for Halal Research and Training,Malaysia
International Institute for Nanotechnology,United States
International Institute for Trade and Development,Thailand
"International Joint Laboratory of Estuarine and Coastal Research , Shanghai",China
"International Joint Laboratory of Estuarine and Coastal Research, Shanghai",China
International Life Sciences Institute,United States
International Network for Lupus Research,United States
"International Network for Lupus Research, Thailand",Thailand
International NeuroHIV Cure Consortium,United States
International Parkinson and Movement Disorder Society,United States
International Parkinson and Movement Disorders Society,United States
"International Postgraduate Programmes in Environmental Management, Centre for Environmental and Hazardous Waste Management",Thailand
International Program Manager Department of Clinical Epidemiology and Biostatistics Faculty of Medicine Ramathibodi Hospital Mahidol University,Thailand
International Research Centre,Egypt
International Research Institute of Disaster Science,Japan
"International Research Institute of Disaster Science, Tohoku University",Japan
International Research Integration,Thailand
International Research Network,United Kingdom
"International Research Network Grant, Thailand Research Fund",Thailand
International Research Network Thailand Research Fund,Thailand
International Research Network-The Thailand Research Fund,Thailand
International Research Network-the Thailand Research Fund,Thailand
International Research Network‐The Thailand Research Fund,Thailand
International Research Network‐the Thailand Research Fund,Thailand
International School of Engineering,Thailand
International Society for Affective Disorders,United Kingdom
International Society for Peritoneal Dialysis,Belgium
International Society of Biomechanics,New Zealand
International Society of Nephrology,Belgium
International Spinal Research Trust,United Kingdom
International Tsunami Museum in Thailand,Thailand
International University of Health and Welfare,Japan
International Vaccine Institute,South Korea
International Veterinary Vaccinology Network,United Kingdom
Internationale Stichting Alzheimer Onderzoek,The Netherlands
Interuniversity Attraction Pole,Belgium
Invention Chulalongkorn University,Thailand
Invertis University,India
Investissements d’Avenir Labex,France
In‐Situ Center for Physical Science of Shanghai Jiaotong University,China
Ipsen,United States
Ipsen,France
Ipsen Pharma,France
Ipsen Pharmaceuticals,France
Iridex Corporation,United States
Irish Centre for Research in Applied Geosciences,Ireland
Isfahan University of Technology,Iran
Islamic Azad University,Iran
Islamic Development Bank,Saudi Arabia
Islamic University,Bangladesh
Israel Cancer Research Fund,The United States
Israel Ophthalmology Society,Israel
Israel Science Foundation,Israel
Israeli Taxonomy Initiative,Israel
Istituto Auxologico Italiano,Italy
Istituto Nazionale di Fisica Nucleare,Italy
Italian Ministry of Education and Research,Italy
"Italian Ministry of Education, University and Research",Italy
Italian Society of Intensive Care,United Kingdom
Italian Society of Nephrology,Italy
Italian and Serbian Ministries for Foreign Affairs and International Cooperation,Italy
Items for Systematic Reviews and Meta-Analyses,United Kingdom
Iwate Medical University,Japan
Izumi Foundation,Japan
J-GRID,Japan
J. Craig Venter Institute,United States
JAIST,Japan
JASRI,Japan
JASSO,Japan
JASTIP,Japan
JCRC,United States
JGSEE,Thailand
JHU ReVision,United States
JICA,Japan
JINR,Russia
JSPS,Japan
JSPS,United Kingdom
JSPS Core-to,Japan
JSPS Core-to-Core,Japan
JSPS Core-to-Core Program,Japan
JSPS Grant-in-Aid for Scientific Research,Japan
JSPS Grants‐in‐Aid for Scientific Research,Japan
JSPS-KAKENHI,Japan
JSPS-NRCT,Japan
JSPS-RONPAKU,Japan
JST,Japan
JST A-step,Japan
JST ACT-C,Japan
JST Adaptable and Seamless Technology transfer Program through Target-driven R&D,Japan
JST CREST,Japan
JST SATREPS,Japan
JST SICORP,Japan
JST aXis,Japan
JST-ACCEL,Japan
JST-ACT-C,Japan
JST-ALCA,Japan
JST-CREST,Japan
JST-JICA,Japan
JST-MIRAI,Japan
JST-Mirai,Japan
JST-Satreps,Japan
JST/CREST,Japan
"JST/JICA, Science and Technology Research Partnership for Sustainable Development",Japan
JSandPVwerefundedbythe CzechScienceFoundation,Czech Republic
JWRI,Japan
Jackson State University,United States
Jadavpur University,India
Jagiellonian University,Poland
Jagiellonian University in Krakow,Poland
Jain University,India
"Jain University, Bangalore, India",India
James Hutton Institute,United Kingdom
James Mitchell at Monash University,Australia
James S. McDonnell Foundation,United States
Jamie Erin Follicular Lymphoma Consortium,United States
Janssen,United States
Janssen Biopharma,Belgium
Janssen Biotech,The United States
Janssen Global Services,United States
Janssen Pharmaceutica NV,Belgium
Janssen Pharmaceutical,United States
Janssen Pharmaceutical,Belgium
Janssen Pharmaceutical Companies of Johnson & Johnson and holds stock in Johnson & Johnson,United States
Janssen Pharmaceuticals,United States
Janssen Pharmaceuticals Inc,United States
Janssen Scientific Affairs,United States
Janssen-Cilag,Switzerland
Janssen-Cilag,United States
Janssen-Cilag International,Belgium
Janssen/Tibotec,Belgium
Japan Advanced Institute of Science and Technology,Japan
Japan Aerospace Exploration Agency,Japan
Japan Agency for Medical Research and Development,Japan
Japan Foundation,Japan
Japan Initiative for Global Research Network on Infectious Diseases,Japan
Japan International Co-operation Agency,Japan
Japan International Cooper-ation Agency,Japan
Japan International Cooperation Agency,Japan
Japan International Cooperation Agency,Thailand
Japan International Co‐ operation Agency,Japan
Japan Mining Promotive Foundation,Japan
Japan Petroleum Institute,Japan
Japan Science Society,Japan
Japan Science and Technology Agency,Japan
Japan Science and Technology Agency Core Research for Evolutional Science and Technology,Japan
"Japan Science and Technology Agency/Japan International Cooperation Agency, Science and Technology Research Partnership for Sustainable Development",Japan
Japan Science and Technology Corporation,Japan
Japan Society,Japan
Japan Society for Promotion of Science,Japan
Japan Society for Promotion of Science Funds,Japan
Japan Society for Promotion of Sciences,Japan
Japan Society for the Promotion of Science,Japan
Japan Society for the Promotion of Science Grants-in-Aid for Scientific Research,Japan
Japan Society for the Promotion of Sciences,Japan
Japan Society for the Promotion of Sciences for Invitation,Japan
Japan Society of Promotion of Science,Japan
Japan Society of Promotion of Sciences,Japan
Japan Student Services Organization,Japan
"Japan-ASEAN Science, Technology and Innovation Platform",Japan
"Japan-ASEAN Science, Technology and Innovation Platform-Net",Japan
Japanese Fund-in-Trust,Japan
Japanese Government,Japan
Japanese Government Scholarship,Japan
Japanese International Cooperation Agency,Japan
"Japanese Ministry of Education, Culture, Sports, Science and Technology",Japan
"Japanese Ministry of Education, Culture, Sports, Science, and Technology",Japan
Japanese Orthodontic Society,Japan
Japanese Psychological Association,Japan
Japanese Respiratory Society,Japan
Japanese Society,Japan
Japanese Society for Dialysis Therapy,Japan
Japanese Society for Promotion of Science,Japan
Japanese Society for the Promotion of Science,Japan
Japanese Society for the Promotion of Sciences,Japan
Japanese Society of Peritoneal Dialysis,Japan
Japanese Society of Peritoneal Dialysis,Belgium
Japanese Society of Promotion Sciences,Japan
Japanese Vitreo-retinal Society,Japan
Japanese government,Japan
Jaypee University of Information Technology,India
Jazz Pharma,Ireland
Jeffrey Modell Foundation,United States
Jensen-Cilag,Denmark
Jewelry Institute of Thailand,Thailand
Jewish General Hospital,Canada
Jiangnan University,China
Jiangxi province,China
Jichi Medical University,Japan
"Jinnaluck Co., Ltd.",Japan
Jinshan Technology China,China
Joep Lange Institute,Netherlands
Johannes Gutenberg University,Germany
John Collins (Auckland City Hospital,New Zealand
John Innes Centre,United Kingdom
"John Innes Centre, UK",United Kingdom
John Innes Foundation,United Kingdom
John Templeton Foundation,United States
Johns Hopkins School of Medicine,United States
Johns Hopkins University,United States
Johns Hopkins University School of Medicine,United States
Johnson & Johnson,United States
Johnson & Johnson Company and Singhealth,United States
Johnson and Johnson,United States
"Join Funding, Ratchadapiseksomphot Endowment Fund",Thailand
Joint Graduate School of Energy and Environment,Thailand
Joint Graduate School of Energy and Environment and Pisanu Toochinda,Thailand
Joint Graduate School of Energy and Environment for the Postdoctoral Research Fund,Thailand
Joint Health Command,Australia
Joint Institute for Nuclear Research,Russian Federation
Joint Institute for Nuclear Research,Russia
Joint Institute of Nuclear Research,Russia
Joint Institute of Nuclear Research in Dubna,Russia
Joint Research Fund Liaoning-Shenyang National Laboratory for Materials Science,China
Joint Research Fund Liaoning‐Shenyang National Laboratory for Materials Science,China
Joint Research Project of the Research Institute for Microbial Diseases,Japan
Jon Brown Cook Foundation,United States
Jonas Söderquist Foundation for Virology and Immunology,Sweden
Jongkolnee Nidhi Foundation,Thailand
Jongkolnee-Nithi Foundation,Thailand
Jongkolneenithi Foundation,Thailand
Jongkolneenithi foundation,Thailand
Joslin Diabetes Center,United States
Joy Welch Educational Charitable Trust,India
Juntendo University Urayasu Hospital,Japan
Jyothy Institute of technology,India
K aohsiung Medical University Research Center,Taiwan
K-CONNEX,South Korea
K.K.,Japan
"K.K. the Program Management Unit for Human Resources & Institutional Development, Research and Innovation",Thailand
"K.M.P. Biotech Co., Ltd.",Japan
KA Wallenberg foundation,Sweden
KAKENHI,Japan
KASI,South Korea
KAVI,Kenya
KCL Allergy Academy,United Kingdom
KCRC,South Korea
KEMENRISTEK,Indonesia
KEMENRISTEKDIKTI,Indonesia
KEMENRISTEKDIKTI Indonesia,Indonesia
KHIDI,South Korea
KISTI,South Korea
KIT,Japan
KIT,Germany
KK Women’s and Children’s Hospital,Singapore
KKU,Thailand
"KKU Research Affairs and Graduate School, Khon Kaen University, Thailand",Thailand
KMITL,Thailand
KMUST,South Korea
KMUTT,Thailand
KOICID,South Korea
KRC Seoul,South Korea
KSU Research Chairs,Saudi Arabia
KU Biodiesel Project,Thailand
"KU Institute for Advanced Studies, Kasetsart University",Thailand
KU Leuven,Belgium
KU Research and Development Institute,Australia
KU Research and Development Institute,South Korea
KU-Biodiesel,Thailand
KU-biodiesel,Thailand
KURDI,Thailand
KWEF-AIT,Thailand
Kaeng Krachan National Park,Thailand
Kaeng Krachan National Park and Khao Soi Dao Wildlife Sanctuary,Thailand
"Kagome Co., Ltd.",Japan
Kaiser Permanente Research Program on Genes,United States
Kajima Foundation,Japan
Kalasalingam Academy of Research and Education,India
Kalasin Provincial Public Health Office,Thailand
Kalimantan Timur Cemerlang,Indonesia
Kamolrat Metavarayuth,Thailand
Kamphaeng Saen Veterinary Diagnostic Center,Thailand
Kamphaengsaen Fisheries Research Station,Thailand
Kanchana Chansung,Thailand
Kanchanabhishek Institute of Medical and Public Health Technology,India
Kanchanaphisek Chalermphrakiat Endowment Fund,Thailand
Kanchanapisek Chalermphrakiat Endowment,Thailand
Kanchanapisek Research Fund,Thailand
Kannikar Laohavichitra,Thailand
Kansai University,Japan
Kansas Bioscience Authority,United States
Kanton Zürich,Switzerland
Kao Corporation,Japan
Kao Melanin Workshop,Thailand
"Kao chemical Co., Ltd",Japan
Kaohsiung Medical University,Taiwan
Kaohsiung Medical University Hospital,Taiwan
Kaohsiung Medical University Research Center,Taiwan
Karl-Franzens-University of Graz,Austria
Karl-Franzens-Universität Graz,Austria
"Karla Mellet, University of the Witwatersrand",South Africa
Karlsruhe Institute of Technology,Germany
Karpagam Academy of Higher Education,India
Karpagam University,India
Kasetsart Univeristy,Thailand
Kasetsart University,Thailand
Kasetsart University Chalermphrakiat Sakon Nakhon Province Campus,Thailand
"Kasetsart University Institute for Advanced Studies, Kasetsart University",Thailand
Kasetsart University Reinventing University,Thailand
Kasetsart University Research and Development,Thailand
Kasetsart University Research and Development Institute,Thailand
Kasetsart University Research and Development Institutes,Thailand
Kasetsart University Research and Development Intstitute,Thailand
Kasetsart University Research and Development In‐ stitute,Thailand
Kasetsart University Research and Devel‐ opment Institute,Thailand
Kasetsart University and Development Institute,Thailand
"Kasetsart University, Thailand",Thailand
"Kasetsart Veterinary Development Fund by Faculty of Veterinary Medicine, Kasetsart University",Thailand
Kavli Foundation,United States
Keele University,United Kingdom
Keio Leading-edge Laboratory of Science and Technology,Japan
Keio University Academic Development Funds,Japan
Keio University in Tokyo,Japan
Keirin Race of the Japan Keirin Association,Japan
Kementerian Pendidikan Malaysia,Malaysia
"Kementerian Sains, Teknologi dan Inovasi",Malaysia
Kempe Foundation,United States
Kempe Foundation,Sweden
Kempestiftelserna,Sweden
Kenji Hirayama,Japan
Kenyatta Hospital,Kenya
Kerala State Biodiversity Board,India
Key Fund Project of Educational Commission of Sichuan Province,China
"Key Laboratory of Advanced Reactor Engineering and Safety, Ministry of Education",China
Key Laboratory of Fine Chemical Application TechnoLogy of Luzhou,China
Key Program of Research and Development of Hefei Science Center,China
Key Program of Science and Technology of Zhejiang Province,China
Key Project of Chinese National Programs for Research and Development,China
Key Project of Natural Science Foundation of Ningxia,China
Key Research Platforms and Research Projects of Universities in Guangdong Province,China
Key Research Program of the Chinese Academy of Sciences,China
Key Research and Development Plan of Shandong Province,China
Key Research and Development Program of Ningxia,China
Key Scientific Research Project of Universities and Colleges in Henan Province,China
Key Technological Projects of Guangdong Province,China
Khalifa University,United Arab Emirates
Khalifa University of Science and Technology,China
Khao Chong Botanical Garden,Thailand
Khao Soi Dao Wildlife Sanctuary,Thailand
Khao Yai National Park,Thailand
Kharkov Institute of Physics and Technology,Ukraine
Khoksung Sub-District Health Promoting Hospital,Thailand
Khon Kaen Hospital,Thailand
Khon Kaen University,Thailand
"Khon Kaen University, Mahidol University",Thailand
"Khon Kaen University, Thailand",Thailand
Khon Kaen province,Thailand
Khon Kean University,Thailand
KhonKaen University,Thailand
KhonKaen campus,Thailand
Khonkaen University,Thailand
Khoon Poom Foundation,Thailand
KhueangNai Hospital,Thailand
Khun Poom Foundation,Thailand
Kiat Ruxrungtham,Thailand
Kidney Disease Research Centre,Thailand
Kidney Foundation,United States
Kidney Foundation of Thailand,Thailand
Kiei-Kai Research Foundation,Japan
Kiei‐Kai Research Foundation,Japan
King,Thailand
King Abdulaziz City for Science and technology,Saudi Arabia
King Abdulaziz University,Saudi Arabia
King Ananda Mahidol Foundation,Thailand
King Bhumibhol Adulyadej,Thailand
King Bhumibol Adulyadej,Thailand
King Chu-lalongkorn Memorial Hospital,Thailand
King Chula-longkorn Memorial Hospital,Thailand
"King Chulalongkorn Memorial Hospi-tal/Faculty of Medicine, Chulalongkorn University",Thailand
King Chulalongkorn Memorial Hospital,Thailand
King Chulalongkorn Memorial Hospital Fund,Thailand
King Chulalongkorn Memorial Hospital Microbiological Laboratory,Thailand
King Chulalongkorn Memorial Hospital Sunpasitthiprasong Hospital,Thailand
King Chulalongkorn Memorial Hospital Thai Red Cross Society,Thailand
King Chulalongkorn Memorial Hospital's Excellence Centre Program,Thailand
King Chulalongkorn Memorial Hospital's Excellent Center,Thailand
"King Chulalongkorn Memorial Hospital/Faculty of Medicine, Chulalongkorn University",Thailand
King Chulalongkorn Memorial Hospital’s Excellence Centre Program,Thailand
King Chulalongkorn Memorial hospital,Thailand
King Chulalongkorn University,Thailand
"King Chulalongkorn University, Thailand",Thailand
King Chulalongkorn memorial hospital,Thailand
King Khalid University,Saudi Arabia
King Mongkut's Institute of Technology Ladkrabang,Thailand
"King Mongkut's Institute of Technology Ladkrabang , Thailand",Thailand
King Mongkut's Institute of Technology Ladkrabang Research Fund,Thailand
"King Mongkut's Institute of Technology Ladkrabang, Thailand",Thailand
King Mongkut's University and Technology Thonburi,Thailand
King Mongkut's University of Technology,Thailand
King Mongkut's University of Technology North Bangkok,Thailand
King Mongkut's University of Technology Thonburi,Thailand
King Mongkut?s Institute of Technology Ladkrabang Research Fund,Thailand
King Mongkut?s University of Technology Thonburi,Thailand
King Mongkut’s Institute of Technology Ladkrabang,Thailand
King Mongkut’s Institute of Technology Ladkrabang Research Fund,Thailand
"King Mongkut’s Institute of Technology Ladkrabang, Thailand",Thailand
King Mongkut’s Uni,Thailand
King Mongkut’s University of Technology North Bangkok,Thailand
King Mongkut’s University of Technology Thonburi,Thailand
King Mongkut’s University of Technology Thonburi and Mithran Somasundrum,Thailand
King Mongkut’s Univer‐ sity of Technology North Bangkok,Thailand
King Mongkut’s institute of Technology Ladkrabang,Thailand
King Mongkut’s university of Technology Thonburi,Thailand
King Narai Hospital,Thailand
King Saud University,Saudi Arabia
King Taksin Memorial Hospital,Thailand
King of Thailand,Thailand
King's College Hospital Charitable Trust,United Kingdom
King's College London,United Kingdom
King's Mongkut University of Technology Thonburi,Thailand
King?s College London,United Kingdom
Kingston University,United Kingdom
King’s College London,United Kingdom
King’s Mongkut Institute of Technology Ladkrabang,Thailand
Kinji Ohno and Akio Masuda,Japan
Kirby Institute,Australia
Kirby Laing Foundation,United Kingdom
Kitasato University,Japan
Kittika Kiratikunakorn,Thailand
Klong Khone Sub-district Administrative Organization,Thailand
Knight Cancer Institute,United States
Knights Templar Eye Foundation,United States
Knowledge Foundation,United States
Knowledge Foundation,Sweden
Knut and Alice Wallenberg,Sweden
Knut and Alice Wallenberg Foundation,Sweden
Knut and Alice Wallenberg's Foundation,Sweden
Knut och Alice Wallenbergs Stiftelse,Sweden
Knute and Alice Wallenberg Foundation,Sweden
Kobe University,Japan
Korawee Sukmee,Thailand
Korea Astronomy and Space Science Institute,South Korea
Korea Atomic Energy Research Institute,South Korea
Korea Basic Science Institute,South Korea
Korea CCS R&D Center,South Korea
Korea Electronic Power Research Institute,South Korea
Korea Forest Service,South Korea
Korea Foundation,South Korea
Korea Foundation for Advanced Studies,South Korea
Korea Health Industry Development Institute,South Korea
Korea Institute of Energy Technology Evaluation and Planning,South Korea
Korea Institute of Science and Technology,South Korea
Korea Institute of Science and Technology Information,South Korea
Korea Ministry of Environment,South Korea
Korea Ministry of SMEs,South Korea
Korea Ministry of SMEs and Startups,South Korea
Korea University,South Korea
Korea University Business School,South Korea
Korea University Future Research,South Korea
Korean Chemical Society,South Korea
Korean Foundation for Advanced Studies,South Korea
Korean Government,South Korea
Korean International Cooperation for Infectious Diseases,South Korea
Korean Ophthalmology Society,South Korea
Korean government,South Korea
Kowa Life Science Foundation,Japan
Kowa Pharmaceuticals America,United States
"Kowa Pharmaceuticals America, Inc.",United States
Koyanagi Foudation,Japan
Krabi Hospital,Thailand
Kroschke Foundation,Germany
Kumamoto University,Japan
Kumatomo University,Japan
"Kuraray Co., Ltd",Japan
Kurita Asia Research,Japan
Kurita Water Environment Foundation,Japan
Kurita Water and Environment Foundation,Japan
Kyosho Hatta Foundation,Japan
Kyosho Hatta foundation,Japan
Kyoto Institute of Technology,Japan
Kyoto University,Japan
Kyoto University Foundation,Japan
Kyoto University’s Center for Southeast Asian Studies,Japan
Kyowa Hakko Kirin,Japan
Kyowa Kirin,United States
Kyowa Kirin,Japan
Kyu Kanagawa,Japan
Kyushu University,Japan
LAM,France
LAS,United States
"LAS (Lithuania), Malaysia MOE",Lithuania
LBNL,United States
LECMA,France
LESIA,France
LIH,Luxembourg
LIPI,Indonesia
LISBP,France
LMU,Germany
LNS,Mexico
LNS,United States
LOEWE-TBG,Germany
LPDP,Indonesia
LSDF,Germany
LSU-SVM,United States
La Caixa Foundation,Spain
La Jolla,United States
La Jolla Pharmaceuticals,United States
La Roche‐Posay Dermatological Laboratory,France
LaJolla Pharma,United States
LabEx,Sweden
LabEx CeMEB,France
Labex ?,France
Labex Institut Lagrange de Paris,France
"Labex OSUG@2020,",France
"Laboratoire de Génie Chimique, Université de Toulouse, France",France
Laboratorio Nacional de Supercómputo del Sureste de Mexico,Mexico
"Laboratory Animal Center, Chiang Mai University",Thailand
Laboratory Directed Research and Development,United States
Laboratory Directed Research and Development Program of Lawrence Berkeley National Laboratory,United States
"Laboratory of Aquatic Animal Health Management, Department of Aquaculture, Faculty of Fisheries, Kasetsart University",Thailand
"Laboratory of Biotechnology, Chulabhorn Research Institute",Thailand
"Laboratory of Forest Products Chemistry and Renewable Energy, Faculty of Forestry",Thailand
Laboratory of Genome Science and Technology,United States
Laboratory of Molecular Infection Medicine Sweden,Sweden
Laboratory of Persistent Viral Diseases NIH,United States
"Labscan Co., Ltd.",Thailand
Labtech Engineering Co. Ltd.,Thailand
Laerdal Foundation for Acute Medicine,Norway
Lam,France
Lampang Hospital,Thailand
Lancaster University,United Kingdom
Land Development Department,Thailand
Land-Ocean-Atmosphere Interactions in the Coastal Zone of Vietnam,Vietnam
Landmark Graphics Corporation,United States
Landmark University,Nigeria
Language Institute,Thailand
Lao Academy of Science and Technology,Nepal
Laser and Optics group of SUT,Thailand
Latvian Council of Science,Latvia
Lawrence Berkeley National Laboratory,United States
Lawrence Livermore National Laboratory,United States
Leadership for Croatian Medical Association,Croatia
Leading Edge Endowment Fund,Canada
Leading Innovative and Entrepreneur Team Introduction Program of Zhejiang,China
Leading National Research Centre,Poland
Leakey Foundation,United States
Leducq Foundation,France
Leducq foundation,France
Lee Hysan Foundation,Hong Kong
Leeds Teaching Hospitals,United Kingdom
Leibniz Institute for Primate Research,Germany
Leibniz Institute for Psychology,Germany
Leiden University Fund-Mulder Hamelers,Netherlands
Leo Pharma,Denmark
Lertloy Metal Sheet Company,Thailand
Leukemia Lymphoma Society,United States
Lev-entis Foundation,Cyprus
Leventis Founda,Greece
Leventis Foundation,Cyprus
Leverhulme Trust,United Kingdom
Leverhulme Trust,The United Kingdom
Levine Cancer Institute,United States
LiaoNing Revitalization Talents Program,China
Liaoning BaiQianWan Talents Program,China
Liaoning Peng-Style Eye Acupuncture Academic Thought Transmission Project,China
LiberDi,Israel
"Libera Università di Bolzano, Piazza Università",Italy
Lietuvos Mokslų Akademija,Lithuania
Light Metal Educational Foundation,Japan
Light Metal Educational Foundation,United States
Lightbug Ltd,United Kingdom
Lillie A. Johnson Foundation,United States
Lilly,United States
Lilly Diabetes Alliance,United States
"Lilly, Celgene, and Takeda",United States
Linköping University,Sweden
Lion Corporation,Japan
Lithuanian Academy of Sciences,Lithuania
Liverpool University,United Kingdom
Livestock Animal Hospital,Thailand
Local Health Security Fund,Thailand
Lois Pope Life Foundation,United States
Lomonosov Moscow State University,Russia
Lomonosov Moscow State University in Russia,Russia
Loom Nam Khong Pijai,Thailand
Lopburi and Phetchaburi Province,Thailand
Lorraine Université d’Excellence,France
Lorraine Universitéd,France
Los Alamos National Laboratory,United States
Louisiana Academy of Sciences,The United States
Louisiana Academy of Sciences,United States
Louisiana State University,United States
Love Wildlife Foundation Thailand,Thailand
Luc Hoffmann Institute,Switzerland
Ludwig-Maximilians-Universität Munich,Germany
Luitpold Pharmaceuticals,United States
Lund University,Sweden
Lundbeck,Denmark
Lundbeck Foundation,Denmark
Lundbeck Merck,Denmark
"Lunds Tekniska Högskola, Lunds universitet",Sweden
Lymphoma Research Foundation,United States
M inistry of Education,Thailand
MAE,Ecuador
MAECI,Italy
MAECI-NSFC,Italy
MAVA Foundation,Switzerland
MBBS,Thailand
MBIE,New Zealand
MCIN,Spain
MCIN,Canada
MCIU,Spain
MCTES,Portugal
MCZ,United States
MDCU,Thailand
MDPB,Thailand
MDPI,Switzerland
MDS,United States
MDS Foundation,United States
MEC,Spain
MEC,Canada
MEC,Uruguay
MECD,Spain
MES,Bulgaria
MES of Russia,Russia
MESA RU,Thailand
MEST,South Korea
MESTD,Serbia
MEXT,Japan
MEYS,Czechia
MFA,United States
"MG Cordy Gold Co., Ltd.",Thailand
MGH Executive Committee on Research,United States
MHESI,Thailand
MHPM Co. Ltd.,Thailand
"MHPM Co., Ltd.",Thailand
MHRD,India
MHRP,United States
MIDaS,United States
MINCIENCIAS,Colombia
MINCYT,Argentina
MINECO,Spain
MINECO Centro de Excelencia Severo Ochoa Programs,Spain
MINECO-FEDER,Spain
MINEDUC,Chile
MIPA-UB,Indonesia
MIPH,Germany
MIT Skoltech Initiative,United States
MIUR,Italy
MIUR-PRIN,Italy
MIZŠ,Slovakia
MJIIT-UTM,Malaysia
MK Restaurant Group and Aunt Thongkam Foundation,Thailand
MKW NRW Forschungskolleg Future Water,Germany
MMRI,United States
MMV,Switzerland
MNiSW,Poland
MOE,Singapore
MOE,China
MOE in Taiwan,Taiwan
MOHE,Malaysia
MON,Poland
MON,Thailand
MON-BUKAGAKUSHO,Japan
MONBUKAGAKUSHO,Japan
MORU,Thailand
MOS,United States
MOST,Taiwan
MOST,Thailand
MOST,South Korea
MOST,China
MOST 108-3116-F-006-007-CC1,Taiwan
MOST Joint Research Center for AI technology,Taiwan
MOST of China,China
MOSTI,Malaysia
MOSTR,Sri Lanka
MOTIE,South Korea
MPG,United States
MRC,United Kingdom
MRC,United States
MRC CTU,United Kingdom
MRSEC,United States
MRSP,United States
MS,United Kingdom
MSD,United States
MSD,Australia
MSD,France
MSD Animal Health,Netherlands
MSD Australia Antifungal Advisory Board,Australia
MSD animal health Ltd.,United Kingdom
MSFHR,Canada
MSHE,Russia
MSHE,Poland
MSIP,South Korea
MSIT,South Korea
MSMC,United States
MSMT,Czech Republic
MSMT,Czechia
MSMT CR of the Czech Republic,Czech Republic
MSSR,Canada
MST,United States
MST,Taiwan
MSTP,United States
MTEC,Thailand
MTJA,Malaysia
MU College of Health,United States
MU-IACUC,Thailand
MU-MRC,Thailand
MU-Talents on Research,Thailand
MUPY,Thailand
MUSC,United States
MWIT,Thailand
MWK,Germany
Machine Learning,Germany
Macquarie University,Australia
"Mae Chaem District, Chiang Mai Province",Thailand
Mae Fah Luang Botanical Garden,Thailand
Mae Fah Luang University,Thailand
Mae Kasa Malaria Clinics,Thailand
Mae Moh subdistrict,Thailand
Maejo University,Thailand
Maestro López y Cruz Roja Argentina,Argentina
Magnolia Quality Development Corporation Limited,Thailand
Magnus Ehrnrooth Foundation,Finland
Maha Chakri Sirindhorn Clinical Research Center,Thailand
Mahanakorn Univeristy of Technology,Thailand
Mahanakorn University of Technology,Thailand
Maharaj Nakorn Chiangmai Hospital and Medical Research Network,Thailand
Maharat Nakhon Rat-chasima Hospital,Thailand
Maharat Nakhon Ratchasima Hospital,Thailand
Maharat Nakhonratchasima Hospital,Thailand
Mahasarakham University,Thailand
Mahasarakham University Development Fund,Thailand
Mahi dol University,Thailand
Mahidol University,Thailand
Mahidol University - Frontier Research Facility,Thailand
Mahidol University Central Instrument Facility,Thailand
Mahidol University Frontier Research Facility,Thailand
Mahidol University Graduate Alumni Association,Thailand
Mahidol University Internationl College,Thailand
Mahidol University Thailand,Thailand
Mahidol University and Nanomaterial for Energy and Catalyst Laboratory,Thailand
Mahidol University in Thailand,Thailand
"Mahidol University, Thailand Research Fund",Thailand
Mahidol University-Frontier Research Facility,Thailand
Mahidol University-Multidisciplinary Research Centre,Thailand
Mahidol University-National Research Council of Thailand,Thailand
Mahidol University–Frontier Research Facility,Thailand
Mahidol University−Frontier Research Facility,Thailand
Mahidol university,Thailand
Mainz Institute for Theoretical Physics,Germany
Maj Institute of Pharmacology PAS,Poland
Major Program of Development Foundation of Hefei Center for Physical Science and Technology,China
"Majorbio Bio-Pharm Technology Co., Ltd.",China
Makerere University,Uganda
Malaya University,Malaysia
"Malaysia Japan International Institute of Technology, Universiti Teknologi Malaysia",Malaysia
Malaysia Ministry of Education,Malaysia
Malaysia Thailand Joint Authority Research Cess Fund,Malaysia
Malaysia-Thailand Joint Authority,Malaysia
Malaysia-Thailand Joint Authority (MTJA) Research Cess Fund,Malaysia
Malaysia-Thailand Joint Authority Research Cess Fund Project,Malaysia
Malaysian MOHE,Malaysia
Malaysian Ministry of Higher Education,Malaysia
"Malaysian Ministry of Higher Education, Universiti Sains Malaysia",Malaysia
Malaysian Pharmaceutical Industries,Malaysia
Malaysian Society of Ophthalmology,Malaysia
Malee Samphran Public Company Limited Thailand,Thailand
Mana Rugbumrung,Thailand
Manchester Metropolitan University,The United Kingdom
Manchester Metropolitan University,United Kingdom
