,Eid,Funding_Count,Has_Funding,Has_Cite-By,Subtype,Publish_year,Publish_month,Cite-By_Count
8089,2-s2.0-85099114513,5,1,1,Article,2021.0,1.0,184.0
8090,2-s2.0-85104492493,3,1,1,Article,2021.0,10.0,1.0
8091,2-s2.0-85112001173,5,1,1,Article,2021.0,8.0,22.0
8092,2-s2.0-85103318631,2,1,1,Article,2021.0,7.0,13.0
8093,2-s2.0-85120414447,1,1,0,Article,2021.0,9.0,0.0
8094,2-s2.0-85096186149,10,1,1,Article,2021.0,1.0,101.0
8095,2-s2.0-85097731900,40,1,1,Article,2021.0,2.0,48.0
8096,2-s2.0-85122636268,3,1,0,Article,2021.0,12.0,0.0
8097,2-s2.0-85101966910,5,1,0,Article,2021.0,3.0,1.0
8098,2-s2.0-85104497548,4,1,1,Article,2021.0,5.0,8.0
8099,2-s2.0-85110743510,6,1,1,Article,2021.0,8.0,18.0
8100,2-s2.0-85101339673,0,0,0,Article,2021.0,1.0,1.0
8101,2-s2.0-85118750351,8,1,1,Article,2021.0,12.0,51.0
8102,2-s2.0-85098877814,5,1,1,Article,2021.0,4.0,12.0
8103,2-s2.0-85083196860,2,1,1,Article,2021.0,6.0,6.0
8104,2-s2.0-85117962706,2,1,1,Article,2021.0,11.0,24.0
8105,2-s2.0-85109671111,0,0,1,Article,2021.0,12.0,14.0
8106,2-s2.0-85101437788,5,1,1,Article,2021.0,2.0,7.0
8107,2-s2.0-85108526182,1,1,1,Article,2021.0,6.0,1.0
8108,2-s2.0-85111915578,13,1,1,Article,2021.0,11.0,260.0
8109,2-s2.0-85109411978,5,1,1,Article,2021.0,7.0,16.0
8110,2-s2.0-85114859903,101,1,1,Article,2021.0,9.0,49.0
8111,2-s2.0-85109606842,5,1,1,Article,2021.0,6.0,4.0
8112,2-s2.0-85116432678,5,1,1,Article,2021.0,10.0,5.0
8113,2-s2.0-85103247539,5,1,1,Article,2021.0,5.0,39.0
8114,2-s2.0-85119870298,6,1,1,Article,2021.0,12.0,20.0
8115,2-s2.0-85097709744,2,1,1,Article,2021.0,3.0,3.0
8116,2-s2.0-85099443401,6,1,1,Article,2021.0,5.0,3.0
8117,2-s2.0-85120506341,2,1,1,Article,2021.0,12.0,3.0
8118,2-s2.0-85098689747,4,1,1,Article,2021.0,12.0,17.0
8119,2-s2.0-85104541009,6,1,0,Article,2021.0,3.0,0.0
8120,2-s2.0-85110307288,6,1,1,Article,2021.0,11.0,37.0
8121,2-s2.0-85108182530,3,1,1,Article,2021.0,6.0,8.0
8122,2-s2.0-85091277153,0,0,1,Article,2021.0,1.0,7.0
8123,2-s2.0-85100341116,3,1,1,Article,2021.0,1.0,2.0
8124,2-s2.0-85113704537,4,1,1,Article,2021.0,8.0,58.0
8125,2-s2.0-85115643837,2,1,1,Article,2021.0,8.0,1.0
8126,2-s2.0-85102572094,6,1,1,Article,2021.0,6.0,12.0
8127,2-s2.0-85119236909,0,0,1,Article,2021.0,11.0,18.0
8128,2-s2.0-85117824618,3,1,1,Article,2021.0,12.0,8.0
8129,2-s2.0-85098514815,2,1,1,Article,2021.0,2.0,9.0
8130,2-s2.0-85105569427,3,1,1,Article,2021.0,8.0,12.0
8131,2-s2.0-85114307211,2,1,1,Article,2021.0,9.0,5.0
8132,2-s2.0-85103091500,2,1,1,Article,2021.0,7.0,19.0
8133,2-s2.0-85104160471,0,0,1,Article,2021.0,4.0,9.0
8134,2-s2.0-85107090923,0,0,0,Article,2021.0,6.0,3.0
8135,2-s2.0-85124015433,0,0,1,Article,2021.0,10.0,4.0
8136,2-s2.0-85099941822,2,1,1,Article,2021.0,2.0,33.0
8137,2-s2.0-85113520191,2,1,0,Article,2021.0,12.0,1.0
8138,2-s2.0-85101807944,3,1,1,Article,2021.0,4.0,10.0
8139,2-s2.0-85122176273,0,0,0,Article,2021.0,12.0,1.0
8140,2-s2.0-85105518011,2,1,1,Article,2021.0,5.0,5.0
8141,2-s2.0-85099087757,9,1,1,Article,2021.0,7.0,8.0
8142,2-s2.0-85125127840,4,1,1,Article,2021.0,10.0,9.0
8143,2-s2.0-85113373751,0,0,1,Article,2021.0,8.0,3.0
8144,2-s2.0-85097253356,26,1,1,Article,2021.0,1.0,218.0
8145,2-s2.0-85107055144,4,1,1,Article,2021.0,7.0,7.0
8146,2-s2.0-85109031039,6,1,1,Article,2021.0,10.0,6.0
8147,2-s2.0-85120796679,0,0,1,Article,2021.0,12.0,1.0
8148,2-s2.0-85104823882,3,1,1,Article,2021.0,12.0,2.0
8149,2-s2.0-85115348563,0,0,0,Article,2021.0,9.0,0.0
8150,2-s2.0-85103608474,0,0,1,Article,2021.0,2.0,4.0
8151,2-s2.0-85103344380,0,0,1,Article,2021.0,5.0,9.0
8152,2-s2.0-85114455772,6,1,1,Article,2021.0,11.0,7.0
8153,2-s2.0-85101440360,0,0,1,Article,2021.0,4.0,1.0
8154,2-s2.0-85102708710,0,0,1,Article,2021.0,2.0,12.0
8155,2-s2.0-85107214172,2,1,1,Article,2021.0,12.0,13.0
8156,2-s2.0-85105504031,16,1,1,Article,2021.0,4.0,19.0
8157,2-s2.0-85111446539,6,1,1,Article,2021.0,7.0,68.0
8158,2-s2.0-85105341090,4,1,1,Article,2021.0,8.0,137.0
8159,2-s2.0-85112122369,4,1,1,Article,2021.0,6.0,24.0
8160,2-s2.0-85088943311,5,1,1,Article,2021.0,1.0,2.0
8161,2-s2.0-85117720679,2,1,1,Article,2021.0,10.0,11.0
8162,2-s2.0-85103036856,5,1,0,Article,2021.0,3.0,1.0
8163,2-s2.0-85117091224,2,1,1,Article,2021.0,11.0,8.0
8164,2-s2.0-85087442683,2,1,1,Article,2021.0,5.0,6.0
8165,2-s2.0-85121288108,6,1,1,Article,2021.0,12.0,2.0
8166,2-s2.0-85100841201,2,1,1,Article,2021.0,12.0,29.0
8167,2-s2.0-85103042343,4,1,1,Article,2021.0,9.0,4.0
8168,2-s2.0-85094151195,2,1,1,Article,2021.0,1.0,25.0
8169,2-s2.0-85110112677,2,1,1,Article,2021.0,7.0,6.0
8170,2-s2.0-85115736206,3,1,0,Article,2021.0,10.0,0.0
8171,2-s2.0-85103329732,4,1,1,Article,2021.0,4.0,20.0
8172,2-s2.0-85119493383,5,1,1,Article,2021.0,10.0,3.0
8173,2-s2.0-85100886748,9,1,0,Article,2021.0,2.0,0.0
8174,2-s2.0-85115086373,0,0,1,Article,2021.0,12.0,16.0
8175,2-s2.0-85111023018,5,1,1,Article,2021.0,7.0,3.0
8176,2-s2.0-85112269715,5,1,1,Article,2021.0,9.0,7.0
8177,2-s2.0-85112281611,2,1,1,Article,2021.0,7.0,6.0
8178,2-s2.0-85104052074,0,0,1,Article,2021.0,6.0,20.0
8179,2-s2.0-85105991675,7,1,1,Article,2021.0,10.0,2.0
8180,2-s2.0-85104279249,4,1,1,Article,2021.0,4.0,17.0
8181,2-s2.0-85098690671,5,1,1,Article,2021.0,3.0,2.0
8182,2-s2.0-85120968826,0,0,1,Article,2021.0,12.0,13.0
8183,2-s2.0-85106628279,2,1,0,Article,2021.0,3.0,1.0
8184,2-s2.0-85108915377,103,1,1,Article,2021.0,6.0,43.0
8185,2-s2.0-85112735293,3,1,1,Article,2021.0,8.0,42.0
8186,2-s2.0-85114693458,0,0,1,Article,2021.0,10.0,2.0
8187,2-s2.0-85100328006,5,1,1,Article,2021.0,1.0,7.0
8188,2-s2.0-85110201901,2,1,1,Article,2021.0,7.0,14.0
8189,2-s2.0-85098926023,6,1,1,Article,2021.0,1.0,30.0
8190,2-s2.0-85088615952,4,1,1,Article,2021.0,9.0,6.0
8191,2-s2.0-85121721582,7,1,1,Article,2021.0,12.0,18.0
8192,2-s2.0-85105909860,2,1,1,Article,2021.0,4.0,6.0
8193,2-s2.0-85101287831,5,1,1,Article,2021.0,12.0,11.0
8194,2-s2.0-85112472639,0,0,0,Article,2021.0,7.0,1.0
8195,2-s2.0-85103612860,0,0,1,Article,2021.0,1.0,1.0
8196,2-s2.0-85114091675,5,1,1,Article,2021.0,12.0,32.0
8197,2-s2.0-85100520588,5,1,1,Article,2021.0,2.0,20.0
8198,2-s2.0-85103811954,6,1,1,Article,2021.0,4.0,6.0
8199,2-s2.0-85093529670,0,0,1,Article,2021.0,6.0,17.0
8200,2-s2.0-85118314485,0,0,1,Article,2021.0,10.0,7.0
8201,2-s2.0-85103403728,0,0,1,Article,2021.0,6.0,15.0
8202,2-s2.0-85110515735,2,1,1,Article,2021.0,9.0,6.0
8203,2-s2.0-85097747442,3,1,1,Article,2021.0,1.0,24.0
8204,2-s2.0-85113738060,3,1,1,Article,2021.0,8.0,2.0
8205,2-s2.0-85130274831,0,0,0,Article,2021.0,10.0,0.0
8206,2-s2.0-85092765294,5,1,1,Article,2021.0,1.0,42.0
8207,2-s2.0-85105212328,0,0,1,Article,2021.0,5.0,44.0
8208,2-s2.0-85147876059,5,1,1,Article,2021.0,11.0,3.0
8209,2-s2.0-85100779155,3,1,1,Article,2021.0,3.0,9.0
8210,2-s2.0-85122212123,3,1,1,Article,2021.0,12.0,7.0
8211,2-s2.0-85101042734,0,0,1,Article,2021.0,5.0,4.0
8212,2-s2.0-85104380635,2,1,1,Article,2021.0,12.0,27.0
8213,2-s2.0-85111270671,3,1,1,Article,2021.0,12.0,10.0
8214,2-s2.0-85099752938,4,1,1,Article,2021.0,3.0,7.0
8215,2-s2.0-85111156817,2,1,1,Article,2021.0,10.0,3.0
8216,2-s2.0-85106463169,3,1,1,Article,2021.0,7.0,11.0
8217,2-s2.0-85100410528,5,1,1,Article,2021.0,4.0,4.0
8218,2-s2.0-85108611037,4,1,1,Article,2021.0,12.0,1.0
8219,2-s2.0-85113851209,2,1,1,Article,2021.0,11.0,17.0
8220,2-s2.0-85112679086,2,1,1,Article,2021.0,2.0,4.0
8221,2-s2.0-85105125361,0,0,1,Article,2021.0,11.0,5.0
8222,2-s2.0-85111471258,0,0,1,Article,2021.0,7.0,3.0
8223,2-s2.0-85116167585,3,1,0,Article,2021.0,9.0,2.0
8224,2-s2.0-85114518994,5,1,1,Article,2021.0,9.0,1.0
8225,2-s2.0-85121856809,0,0,1,Article,2021.0,1.0,19.0
8226,2-s2.0-85110714832,1,1,0,Article,2021.0,7.0,0.0
8227,2-s2.0-85107364363,2,1,1,Article,2021.0,12.0,6.0
8228,2-s2.0-85083800992,3,1,1,Article,2021.0,3.0,8.0
8229,2-s2.0-85089864449,2,1,1,Article,2021.0,3.0,3.0
8230,2-s2.0-85101210602,2,1,1,Article,2021.0,6.0,45.0
8231,2-s2.0-85105263137,5,1,1,Article,2021.0,4.0,31.0
8232,2-s2.0-85104366975,104,1,1,Article,2021.0,4.0,16.0
8233,2-s2.0-85099828375,6,1,1,Article,2021.0,2.0,31.0
8234,2-s2.0-85103170251,0,0,1,Article,2021.0,4.0,6.0
8235,2-s2.0-85100595063,110,1,1,Article,2021.0,1.0,50.0
8236,2-s2.0-85111730982,5,1,1,Article,2021.0,10.0,5.0
8237,2-s2.0-85109032369,3,1,0,Article,2021.0,7.0,0.0
8238,2-s2.0-85114598853,3,1,1,Article,2021.0,8.0,10.0
8239,2-s2.0-85115750370,3,1,1,Article,2021.0,12.0,25.0
8240,2-s2.0-85100167559,2,1,1,Article,2021.0,12.0,3.0
8241,2-s2.0-85098958760,6,1,1,Article,2021.0,12.0,7.0
8242,2-s2.0-85119047256,5,1,1,Article,2021.0,11.0,2.0
8243,2-s2.0-85113518530,0,0,1,Article,2021.0,8.0,18.0
8244,2-s2.0-85114374184,103,1,1,Article,2021.0,8.0,21.0
8245,2-s2.0-85106575132,5,1,0,Article,2021.0,1.0,0.0
8246,2-s2.0-85102236533,4,1,1,Article,2021.0,2.0,3.0
8247,2-s2.0-85110011454,2,1,1,Article,2021.0,12.0,7.0
8248,2-s2.0-85099437783,5,1,0,Article,2021.0,4.0,2.0
8249,2-s2.0-85109520633,13,1,1,Article,2021.0,11.0,27.0
8250,2-s2.0-85102123499,0,0,1,Article,2021.0,2.0,4.0
8251,2-s2.0-85114711656,5,1,1,Article,2021.0,7.0,1.0
8252,2-s2.0-85114932161,107,1,1,Article,2021.0,9.0,209.0
8253,2-s2.0-85102302347,6,1,1,Article,2021.0,12.0,17.0
8254,2-s2.0-85121957987,0,0,0,Article,2021.0,12.0,2.0
8255,2-s2.0-85107412919,2,1,1,Article,2021.0,9.0,4.0
8256,2-s2.0-85107455097,6,1,0,Article,2021.0,10.0,1.0
8257,2-s2.0-85104787030,4,1,1,Article,2021.0,7.0,34.0
8258,2-s2.0-85112770495,0,0,0,Article,2021.0,8.0,2.0
8259,2-s2.0-85118413736,5,1,1,Article,2021.0,10.0,11.0
8260,2-s2.0-85102170898,5,1,1,Article,2021.0,3.0,28.0
8261,2-s2.0-85121585004,3,1,0,Article,2021.0,11.0,0.0
8262,2-s2.0-85103089941,2,1,1,Article,2021.0,5.0,12.0
8263,2-s2.0-85121760611,5,1,1,Article,2021.0,12.0,1.0
8264,2-s2.0-85107813898,5,1,1,Article,2021.0,5.0,6.0
8265,2-s2.0-85101036465,2,1,1,Article,2021.0,2.0,7.0
8266,2-s2.0-85101918410,0,0,1,Article,2021.0,1.0,3.0
8267,2-s2.0-85101456824,3,1,1,Article,2021.0,2.0,3.0
8268,2-s2.0-85100810246,3,1,1,Article,2021.0,2.0,5.0
8269,2-s2.0-85100056338,5,1,1,Article,2021.0,4.0,262.0
8270,2-s2.0-85105124678,5,1,0,Article,2021.0,7.0,2.0
8271,2-s2.0-85105358499,6,1,1,Article,2021.0,10.0,17.0
8272,2-s2.0-85105248701,2,1,1,Article,2021.0,9.0,22.0
8273,2-s2.0-85123928000,5,1,0,Article,2021.0,12.0,0.0
8274,2-s2.0-85102693413,5,1,1,Article,2021.0,12.0,60.0
8275,2-s2.0-85121574924,3,1,1,Article,2021.0,12.0,6.0
8276,2-s2.0-85122546882,4,1,1,Article,2021.0,12.0,6.0
8277,2-s2.0-85110463733,3,1,1,Article,2021.0,6.0,9.0
8278,2-s2.0-85118270009,4,1,1,Article,2021.0,10.0,26.0
8279,2-s2.0-85112599614,2,1,1,Article,2021.0,8.0,6.0
8280,2-s2.0-85104975956,4,1,1,Article,2021.0,4.0,13.0
8281,2-s2.0-85096584433,2,1,1,Article,2021.0,3.0,12.0
8282,2-s2.0-85102222261,7,1,1,Article,2021.0,4.0,2.0
8283,2-s2.0-85113336032,0,0,1,Article,2021.0,12.0,39.0
8284,2-s2.0-85122159054,5,1,1,Article,2021.0,10.0,7.0
8285,2-s2.0-85114099713,6,1,1,Article,2021.0,9.0,8.0
8286,2-s2.0-85120957187,3,1,1,Article,2021.0,12.0,13.0
8287,2-s2.0-85081977997,1,1,1,Article,2021.0,9.0,7.0
8288,2-s2.0-85116350516,2,1,1,Article,2021.0,10.0,10.0
8289,2-s2.0-85108435448,3,1,1,Article,2021.0,7.0,10.0
8290,2-s2.0-85113812490,4,1,1,Article,2021.0,10.0,4.0
8291,2-s2.0-85110332104,2,1,1,Article,2021.0,1.0,7.0
8292,2-s2.0-85116431231,1,1,1,Article,2021.0,8.0,2.0
8293,2-s2.0-85091106351,10,1,1,Article,2021.0,1.0,7.0
8294,2-s2.0-85100198097,4,1,1,Article,2021.0,6.0,67.0
8295,2-s2.0-85117017175,5,1,1,Article,2021.0,10.0,4.0
8296,2-s2.0-85112160769,3,1,1,Article,2021.0,11.0,68.0
8297,2-s2.0-85104267607,5,1,1,Article,2021.0,3.0,35.0
8298,2-s2.0-85120684433,7,1,1,Article,2021.0,12.0,25.0
8299,2-s2.0-85107838177,2,1,1,Article,2021.0,6.0,33.0
8300,2-s2.0-85109086144,4,1,1,Article,2021.0,11.0,12.0
8301,2-s2.0-85112670927,0,0,1,Article,2021.0,7.0,29.0
8302,2-s2.0-85115329202,8,1,1,Article,2021.0,9.0,17.0
8303,2-s2.0-85114436050,0,0,0,Article,2021.0,9.0,0.0
8304,2-s2.0-85107936460,5,1,1,Article,2021.0,8.0,6.0
8305,2-s2.0-85116946295,108,1,1,Article,2021.0,9.0,40.0
8306,2-s2.0-85117934970,1,1,0,Article,2021.0,12.0,4.0
8307,2-s2.0-85115839923,7,1,1,Article,2021.0,11.0,4.0
8308,2-s2.0-85097053705,0,0,0,Article,2021.0,1.0,1.0
8309,2-s2.0-85092504220,8,1,1,Article,2021.0,1.0,41.0
8310,2-s2.0-85092933595,2,1,1,Article,2021.0,2.0,82.0
8311,2-s2.0-85105430470,4,1,1,Article,2021.0,5.0,27.0
8312,2-s2.0-85100706269,0,0,0,Article,2021.0,3.0,0.0
8313,2-s2.0-85102787172,5,1,1,Article,2021.0,5.0,9.0
8314,2-s2.0-85099237793,6,1,1,Article,2021.0,3.0,63.0
8315,2-s2.0-85106554110,6,1,1,Article,2021.0,5.0,2.0
8316,2-s2.0-85098240896,6,1,1,Article,2021.0,1.0,621.0
8317,2-s2.0-85112650100,0,0,0,Article,2021.0,9.0,1.0
8318,2-s2.0-85111579934,2,1,1,Article,2021.0,7.0,25.0
8319,2-s2.0-85105600449,5,1,1,Article,2021.0,6.0,9.0
8320,2-s2.0-85100798026,28,1,1,Article,2021.0,2.0,42.0
8321,2-s2.0-85103248676,4,1,1,Article,2021.0,4.0,28.0
8322,2-s2.0-85112593654,0,0,1,Article,2021.0,12.0,57.0
8323,2-s2.0-85100418945,0,0,1,Article,2021.0,6.0,8.0
8324,2-s2.0-85118550675,4,1,1,Article,2021.0,11.0,9.0
8325,2-s2.0-85116781837,0,0,1,Article,2021.0,12.0,46.0
8326,2-s2.0-85103753718,6,1,1,Article,2021.0,6.0,29.0
8327,2-s2.0-85111942073,3,1,1,Article,2021.0,9.0,27.0
8328,2-s2.0-85102007457,3,1,1,Article,2021.0,8.0,11.0
8329,2-s2.0-85121102883,2,1,0,Article,2021.0,12.0,2.0
8330,2-s2.0-85089963485,4,1,1,Article,2021.0,5.0,14.0
8331,2-s2.0-85119979262,2,1,1,Article,2021.0,11.0,21.0
8332,2-s2.0-85103194100,3,1,0,Article,2021.0,3.0,2.0
8333,2-s2.0-85089312063,3,1,1,Article,2021.0,1.0,3.0
8334,2-s2.0-85104662705,3,1,1,Article,2021.0,6.0,58.0
8335,2-s2.0-85090890539,2,1,1,Article,2021.0,1.0,6.0
8336,2-s2.0-85112459378,2,1,1,Article,2021.0,8.0,14.0
8337,2-s2.0-85100462607,2,1,1,Article,2021.0,1.0,9.0
8338,2-s2.0-85099152835,12,1,1,Article,2021.0,1.0,19.0
8339,2-s2.0-85089752274,5,1,1,Article,2021.0,1.0,9.0
8340,2-s2.0-85112153752,0,0,0,Article,2021.0,5.0,0.0
8341,2-s2.0-85102868531,4,1,1,Article,2021.0,3.0,34.0
8342,2-s2.0-85111123129,0,0,1,Article,2021.0,10.0,1.0
8343,2-s2.0-85113866115,4,1,1,Article,2021.0,12.0,14.0
8344,2-s2.0-85111133600,3,1,1,Article,2021.0,7.0,4.0
8345,2-s2.0-85111893941,3,1,1,Article,2021.0,9.0,9.0
8346,2-s2.0-85103348691,0,0,1,Article,2021.0,8.0,8.0
8347,2-s2.0-85111044317,5,1,1,Article,2021.0,9.0,16.0
8348,2-s2.0-85115633993,0,0,1,Article,2021.0,12.0,11.0
8349,2-s2.0-85118711037,6,1,1,Article,2021.0,11.0,20.0
8350,2-s2.0-85096120627,2,1,1,Article,2021.0,6.0,5.0
8351,2-s2.0-85102965438,0,0,0,Article,2021.0,3.0,0.0
8352,2-s2.0-85105761182,0,0,1,Article,2021.0,3.0,8.0
8353,2-s2.0-85097564877,6,1,1,Article,2021.0,5.0,16.0
8354,2-s2.0-85118283449,2,1,0,Article,2021.0,3.0,0.0
8355,2-s2.0-85120008573,0,0,0,Article,2021.0,5.0,1.0
8356,2-s2.0-85093528042,3,1,1,Article,2021.0,1.0,4.0
8357,2-s2.0-85114368691,5,1,1,Article,2021.0,10.0,6.0
8358,2-s2.0-85099957513,6,1,1,Article,2021.0,1.0,9.0
8359,2-s2.0-85114642462,2,1,1,Article,2021.0,9.0,44.0
8360,2-s2.0-85112037999,5,1,1,Article,2021.0,7.0,1.0
8361,2-s2.0-85107305770,2,1,1,Article,2021.0,11.0,18.0
8362,2-s2.0-85104737728,0,0,1,Article,2021.0,2.0,7.0
8363,2-s2.0-85107902660,2,1,1,Article,2021.0,6.0,15.0
8364,2-s2.0-85108818571,2,1,1,Article,2021.0,12.0,13.0
8365,2-s2.0-85100185730,5,1,1,Article,2021.0,4.0,3.0
8366,2-s2.0-85115360121,5,1,1,Article,2021.0,11.0,5.0
8367,2-s2.0-85118606233,5,1,1,Article,2021.0,12.0,8.0
8368,2-s2.0-85128387386,3,1,0,Article,2021.0,9.0,0.0
8369,2-s2.0-85107479128,15,1,1,Article,2021.0,8.0,377.0
8370,2-s2.0-85122200138,10,1,1,Article,2021.0,12.0,25.0
8371,2-s2.0-85101145531,19,1,1,Article,2021.0,3.0,31.0
8372,2-s2.0-85130629474,1,1,0,Article,2021.0,11.0,0.0
8373,2-s2.0-85089299766,6,1,0,Article,2021.0,2.0,1.0
8374,2-s2.0-85093947631,2,1,0,Article,2021.0,1.0,0.0
8375,2-s2.0-85113633956,5,1,1,Article,2021.0,8.0,36.0
8376,2-s2.0-85099073174,0,0,1,Article,2021.0,1.0,4.0
8377,2-s2.0-85106361369,0,0,1,Article,2021.0,5.0,5.0
8378,2-s2.0-85104744614,2,1,1,Article,2021.0,3.0,23.0
8379,2-s2.0-85115940037,3,1,1,Article,2021.0,9.0,8.0
8380,2-s2.0-85113344243,2,1,1,Article,2021.0,11.0,9.0
8381,2-s2.0-85100520772,8,1,1,Article,2021.0,4.0,18.0
8382,2-s2.0-85100293960,5,1,1,Article,2021.0,2.0,20.0
8383,2-s2.0-85064314210,4,1,1,Article,2021.0,1.0,13.0
8384,2-s2.0-85096854935,3,1,1,Article,2021.0,4.0,2.0
8385,2-s2.0-85107616347,5,1,1,Article,2021.0,12.0,30.0
8386,2-s2.0-85111048997,0,0,1,Article,2021.0,7.0,9.0
8387,2-s2.0-85118876497,3,1,1,Article,2021.0,11.0,7.0
8388,2-s2.0-85122213425,2,1,1,Article,2021.0,12.0,3.0
8389,2-s2.0-85113852500,3,1,1,Article,2021.0,8.0,9.0
8390,2-s2.0-85097657256,4,1,1,Article,2021.0,1.0,7.0
8391,2-s2.0-85113809701,5,1,1,Article,2021.0,10.0,10.0
8392,2-s2.0-85087719678,7,1,1,Article,2021.0,7.0,14.0
8393,2-s2.0-85109072402,4,1,1,Article,2021.0,9.0,2.0
8394,2-s2.0-85109835339,0,0,0,Article,2021.0,10.0,0.0
8395,2-s2.0-85105787811,3,1,1,Article,2021.0,7.0,12.0
8396,2-s2.0-85103429281,0,0,1,Article,2021.0,12.0,4.0
8397,2-s2.0-85100161407,2,1,1,Article,2021.0,3.0,15.0
8398,2-s2.0-85100469185,13,1,1,Article,2021.0,2.0,33.0
8399,2-s2.0-85118729635,5,1,1,Article,2021.0,10.0,14.0
8400,2-s2.0-85114345117,6,1,1,Article,2021.0,12.0,7.0
8401,2-s2.0-85103757444,2,1,1,Article,2021.0,4.0,25.0
8402,2-s2.0-85110988375,6,1,1,Article,2021.0,12.0,4.0
8403,2-s2.0-85111126080,0,0,1,Article,2021.0,9.0,31.0
8404,2-s2.0-85085019756,0,0,1,Article,2021.0,8.0,19.0
8405,2-s2.0-85109209779,2,1,1,Article,2021.0,7.0,28.0
8406,2-s2.0-85109829069,4,1,1,Article,2021.0,9.0,10.0
8407,2-s2.0-85097784002,2,1,1,Article,2021.0,3.0,6.0
8408,2-s2.0-85107978756,5,1,1,Article,2021.0,10.0,20.0
8409,2-s2.0-85103191043,8,1,1,Article,2021.0,6.0,93.0
8410,2-s2.0-85104231754,2,1,0,Article,2021.0,4.0,0.0
8411,2-s2.0-85117217350,0,0,1,Article,2021.0,10.0,26.0
8412,2-s2.0-85086412876,6,1,1,Article,2021.0,1.0,16.0
8413,2-s2.0-85106241981,6,1,1,Article,2021.0,6.0,16.0
8414,2-s2.0-85112697880,5,1,1,Article,2021.0,8.0,10.0
8415,2-s2.0-85106686998,5,1,1,Article,2021.0,3.0,2.0
8416,2-s2.0-85120966668,3,1,1,Article,2021.0,12.0,10.0
8417,2-s2.0-85095834786,11,1,1,Article,2021.0,5.0,73.0
8418,2-s2.0-85114019648,0,0,1,Article,2021.0,11.0,22.0
8419,2-s2.0-85102622106,5,1,1,Article,2021.0,3.0,7.0
8420,2-s2.0-85122448584,5,1,1,Article,2021.0,12.0,10.0
8421,2-s2.0-85101696521,7,1,1,Article,2021.0,12.0,9.0
8422,2-s2.0-85105731098,2,1,1,Article,2021.0,4.0,30.0
8423,2-s2.0-85115023038,4,1,1,Article,2021.0,10.0,8.0
8424,2-s2.0-85110591762,0,0,1,Article,2021.0,7.0,1.0
8425,2-s2.0-85096828330,5,1,1,Article,2021.0,1.0,19.0
8426,2-s2.0-85114943163,3,1,1,Article,2021.0,12.0,3.0
8427,2-s2.0-85100902949,0,0,1,Article,2021.0,2.0,1.0
8428,2-s2.0-85104284926,5,1,0,Article,2021.0,6.0,1.0
8429,2-s2.0-85118199533,4,1,1,Article,2021.0,10.0,11.0
8430,2-s2.0-85098755899,2,1,1,Article,2021.0,6.0,72.0
8431,2-s2.0-85098075483,0,0,1,Article,2021.0,3.0,14.0
8432,2-s2.0-85111075944,2,1,1,Article,2021.0,9.0,15.0
8433,2-s2.0-85121317653,5,1,1,Article,2021.0,12.0,5.0
8434,2-s2.0-85109087677,6,1,1,Article,2021.0,3.0,30.0
8435,2-s2.0-85108143707,2,1,1,Article,2021.0,8.0,68.0
8436,2-s2.0-85131243822,7,1,1,Article,2021.0,6.0,12.0
8437,2-s2.0-85117899248,2,1,1,Article,2021.0,10.0,5.0
8438,2-s2.0-85094192923,6,1,1,Article,2021.0,1.0,30.0
8439,2-s2.0-85099028956,0,0,0,Article,2021.0,9.0,2.0
8440,2-s2.0-85109759985,0,0,1,Article,2021.0,7.0,12.0
8441,2-s2.0-85115434892,2,1,1,Article,2021.0,10.0,1.0
8442,2-s2.0-85105667637,8,1,1,Article,2021.0,4.0,51.0
8443,2-s2.0-85100531113,2,1,1,Article,2021.0,12.0,4.0
8444,2-s2.0-85100084326,0,0,1,Article,2021.0,12.0,5.0
8445,2-s2.0-85107829166,0,0,1,Article,2021.0,11.0,33.0
8446,2-s2.0-85103158014,3,1,1,Article,2021.0,2.0,2.0
8447,2-s2.0-85107816165,6,1,1,Article,2021.0,12.0,10.0
8448,2-s2.0-85101324407,0,0,0,Article,2021.0,4.0,0.0
8449,2-s2.0-85123215671,0,0,1,Article,2021.0,5.0,13.0
8450,2-s2.0-85114599856,4,1,1,Article,2021.0,11.0,2.0
8451,2-s2.0-85114367730,3,1,1,Article,2021.0,9.0,4.0
8452,2-s2.0-85112265818,5,1,1,Article,2021.0,7.0,160.0
8453,2-s2.0-85115411166,0,0,0,Article,2021.0,9.0,0.0
8454,2-s2.0-85111062515,0,0,1,Article,2021.0,7.0,20.0
8455,2-s2.0-85105925035,6,1,1,Article,2021.0,4.0,27.0
8456,2-s2.0-85098235703,4,1,1,Article,2021.0,7.0,10.0
8457,2-s2.0-85121111240,3,1,0,Article,2021.0,10.0,0.0
8458,2-s2.0-85097366467,0,0,1,Article,2021.0,1.0,6.0
8459,2-s2.0-85113373652,2,1,1,Article,2021.0,8.0,9.0
8460,2-s2.0-85102440584,2,1,1,Article,2021.0,5.0,7.0
8461,2-s2.0-85122147828,5,1,0,Article,2021.0,12.0,1.0
8462,2-s2.0-85105564872,4,1,1,Article,2021.0,5.0,11.0
8463,2-s2.0-85100418979,0,0,0,Article,2021.0,3.0,2.0
8464,2-s2.0-85121427613,3,1,1,Article,2021.0,12.0,4.0
